id;depart;arrivee;OnD;list_airports;alpha;list_flights
50;12;15;50;[];0.19664822530941883;[78]
51;12;16;51;[];0.12490637211468991;[77]
52;12;17;52;[];0.9869895454773565;[79]
53;13;15;53;[];0.8851463213832125;[85]
54;13;16;54;[];0.4842228499338066;[86]
55;13;17;55;[];0.5607615404101276;[84]
56;14;15;56;[];0.4022576144773755;[91]
57;14;16;57;[];0.32518110539501444;[90]
58;14;17;58;[];0.500007650170718;[89]
59;15;18;59;[];0.14011559129077655;[98]
60;15;19;60;[];0.5240634104011024;[0]
61;15;20;61;[];0.34425004240397494;[97]
62;15;21;62;[];0.5916729548700164;[96]
63;16;18;63;[];0.0017022185924464583;[104]
64;16;19;64;[];0.040556849701639086;[102]
65;16;20;65;[];0.5215958172144572;[105]
66;16;21;66;[];0.8460656867925251;[103]
67;17;18;67;[];0.41379992876553606;[110]
68;17;19;68;[];0.68031828444939;[111]
69;17;20;69;[];0.5811854294292682;[109]
70;17;21;70;[];0.886482348563995;[108]
71;18;22;71;[];0.6871936638531309;[116]
72;18;23;72;[];0.2383030218344684;[117]
73;18;24;73;[];0.8323590693450524;[115]
74;19;22;74;[];0.6867887505706358;[121]
75;19;23;75;[];0.9910087451795075;[122]
76;19;24;76;[];0.8413721924459048;[120]
77;20;22;77;[];0.003644380253417401;[126]
78;20;23;78;[];0.8355588814422392;[127]
79;20;24;79;[];0.9082228406009771;[125]
80;21;22;80;[];0.04490192979835461;[133]
81;21;23;81;[];0.531452295747628;[132]
82;21;24;82;[];0.7636191030004855;[131]
83;22;25;83;[];0.43318536775353955;[137]
84;22;26;84;[];0.03625269120371777;[0]
85;22;27;85;[];0.8910910560738425;[140]
86;22;28;86;[];0.12552492044342478;[139]
87;22;29;87;[];0.02751816966444509;[138]
88;23;25;88;[];0.23884771314484743;[0]
89;23;26;89;[];0.35770109127002647;[0]
90;23;27;90;[];0.1299437934791967;[143]
91;23;28;91;[];0.654479337736217;[145]
92;23;29;92;[];0.29851085272689293;[144]
93;24;25;93;[];0.6591752271915867;[149]
94;24;26;94;[];0.5232548843747746;[151]
95;24;27;95;[];0.27227678915720777;[0]
96;24;28;96;[];0.6800946583624976;[150]
97;24;29;97;[];0.829463405973597;[152]
98;25;30;98;[];0.7953532547145494;[158]
99;25;31;99;[];0.27266467216958223;[160]
100;25;32;100;[];0.2196737886072171;[159]
101;25;33;101;[];0.2633035316029957;[157]
102;26;30;102;[];0.591747291278935;[164]
103;26;31;103;[];0.8414624912408;[0]
104;26;32;104;[];0.6393669341951305;[165]
105;26;33;105;[];0.8657092053613458;[166]
106;27;30;106;[];0.8448599819274596;[174]
107;27;31;107;[];0.7360477083247923;[172]
108;27;32;108;[];0.8618263547585425;[171]
109;27;33;109;[];0.47882261166989837;[173]
110;28;30;110;[];0.550012846143435;[178]
111;28;31;111;[];0.489850496284578;[180]
112;28;32;112;[];0.4199972190558603;[179]
113;28;33;113;[];0.6711805124880676;[177]
114;29;30;114;[];0.9485236106914408;[187]
115;29;31;115;[];0.18478939611442824;[186]
116;29;32;116;[];0.03560048031090379;[188]
117;29;33;117;[];0.5778085619997104;[185]
118;30;34;118;[];0.6779962864203206;[191]
119;30;35;119;[];0.04581580046828515;[193]
120;30;36;120;[];0.24002934482850913;[192]
121;30;37;121;[];0.10843677356912451;[194]
122;31;34;122;[];0.06603591261978314;[199]
123;31;35;123;[];0.13412069589059605;[200]
124;31;36;124;[];0.22991514579233963;[198]
125;31;37;125;[];0.013250655862221405;[201]
126;32;34;126;[];0.36027546863356585;[209]
127;32;35;127;[];0.5186914613947233;[208]
128;32;36;128;[];0.2810414069270384;[207]
129;32;37;129;[];0.6748987561949746;[206]
130;33;34;130;[];0.6390201242219891;[215]
131;33;35;131;[];0.6476890235602599;[216]
132;33;36;132;[];0.712187180102057;[214]
133;33;37;133;[];0.7279331841486014;[217]
134;34;38;134;[];0.00828643149285413;[0]
135;34;39;135;[];0.3747782862820377;[0]
136;34;40;136;[];0.07351790979247541;[0]
137;34;41;137;[];0.6848262041859692;[0]
138;34;42;138;[];0.9801482563483586;[0]
139;34;43;139;[];0.3972213779095428;[0]
140;35;38;140;[];0.9852359279508225;[0]
141;35;39;141;[];0.760232694086997;[0]
142;35;40;142;[];0.18549318513248791;[0]
143;35;41;143;[];0.1600850274301011;[0]
144;35;42;144;[];0.3568813991754305;[0]
145;35;43;145;[];0.10497893738371333;[0]
146;36;38;146;[];0.3722122683958069;[0]
147;36;39;147;[];0.0890323592417861;[0]
148;36;40;148;[];0.9595458142448561;[0]
149;36;41;149;[];0.5957714285090618;[0]
150;36;42;150;[];0.35447306622770824;[0]
151;36;43;151;[];0.9096596443886271;[0]
152;37;38;152;[];0.8676072757795095;[0]
153;37;39;153;[];0.1786481665217925;[0]
154;37;40;154;[];0.8198961089111829;[0]
155;37;41;155;[];0.3056582975433215;[0]
156;37;42;156;[];0.030140735485032488;[0]
157;37;43;157;[];0.6428807041899209;[0]
158;1;9;158;[];0.5019008383333068;[6]
159;1;10;159;[];0.7516028732930586;[5]
160;1;11;160;[];0.9981505381084319;[0]
161;1;12;161;[];0.04891737921407846;[0]
162;1;13;162;[];0.4939365719945892;[0]
163;1;14;163;[];0.560774755481358;[0]
164;2;9;164;[];0.5354224580646572;[14]
165;2;10;165;[];0.7622636635782039;[0]
166;2;11;166;[];0.27525455289238376;[0]
167;2;12;167;[];0.6785709418603358;[13]
168;2;13;168;[];0.5879686862838964;[11]
169;2;14;169;[];0.573225227069653;[12]
170;3;9;170;[];0.08587912486310922;[0]
171;3;10;171;[];0.5184002141123938;[21]
172;3;11;172;[];0.8852876166466042;[22]
173;3;12;173;[];0.12520207339610323;[20]
174;3;13;174;[];0.3595218336371153;[19]
175;3;14;175;[];0.35066829312925063;[0]
176;4;9;176;[];0.27588683417739923;[0]
177;4;10;177;[];0.45441719451528106;[30]
178;4;11;178;[];0.051008355833327856;[29]
179;4;12;179;[];0.16737667089714758;[28]
180;4;13;180;[];0.5121284895685847;[27]
181;4;14;181;[];0.17938328075157228;[0]
182;5;15;182;[];0.6306601925450506;[37]
183;5;16;183;[];0.8621033401028599;[35]
184;5;17;184;[];0.5525000851793513;[36]
185;6;15;185;[];0.3126785005465855;[42]
186;6;16;186;[];0.33709857722295977;[43]
187;6;17;187;[];0.9066754735198717;[44]
188;7;15;188;[];0.3613271349864886;[52]
189;7;16;189;[];0.18676678209979758;[51]
190;7;17;190;[];0.7496388286532636;[50]
191;8;15;191;[];0.9915857141944546;[57]
192;8;16;192;[];0.586631826439602;[0]
193;8;17;193;[];0.6067089588148409;[56]
194;9;18;194;[];0.8257922971203839;[64]
195;9;19;195;[];0.46670630686106507;[63]
196;9;20;196;[];0.6307623769283848;[62]
197;9;21;197;[];0.9867206476534174;[61]
198;10;18;198;[];0.7631378760999048;[69]
199;10;19;199;[];0.9129366440234743;[0]
200;10;20;200;[];0.08530066489242305;[0]
201;10;21;201;[];0.0566870878707908;[68]
202;11;18;202;[];0.4759876392467479;[75]
203;11;19;203;[];0.8062479923125936;[76]
204;11;20;204;[];0.5382578861661362;[73]
205;11;21;205;[];0.08436102188874162;[74]
206;12;18;206;[];0.05465679078502128;[81]
207;12;19;207;[];0.7492628788795734;[82]
208;12;20;208;[];0.11306081142183833;[80]
209;12;21;209;[];0.6157984998020452;[83]
210;13;18;210;[];0.7144247589853983;[0]
211;13;19;211;[];0.7621402189917943;[88]
212;13;20;212;[];0.6272101786476516;[0]
213;13;21;213;[];0.6088893425018591;[87]
214;14;18;214;[];0.5922841768319309;[93]
215;14;19;215;[];0.4634779073875215;[95]
216;14;20;216;[];0.841104091988105;[94]
217;14;21;217;[];0.8960045252262621;[92]
218;15;22;218;[];0.685763265425867;[99]
219;15;23;219;[];0.548231941228259;[101]
220;15;24;220;[];0.01240259673061228;[100]
221;16;22;221;[];0.3355029047922373;[107]
222;16;23;222;[];0.13267474484506137;[106]
223;16;24;223;[];0.5264750147023607;[0]
224;17;22;224;[];0.15193847225133505;[114]
225;17;23;225;[];0.26207647779417376;[112]
226;17;24;226;[];0.3327076804300484;[113]
227;18;25;227;[];0.772223752402253;[0]
228;18;26;228;[];0.6087683504984978;[0]
229;18;27;229;[];0.20306510764671382;[119]
230;18;28;230;[];0.6856836695497195;[0]
231;18;29;231;[];0.07920285233422097;[118]
232;19;25;232;[];0.6009532928739327;[124]
233;19;26;233;[];0.30893043100964723;[0]
234;19;27;234;[];0.6248561556449064;[123]
235;19;28;235;[];0.23217462501587716;[0]
236;19;29;236;[];0.1920755664441467;[0]
237;20;25;237;[];0.6643046394931191;[0]
238;20;26;238;[];0.8410646809296987;[0]
239;20;27;239;[];0.658821849211616;[128]
240;20;28;240;[];0.32922831335455105;[130]
241;20;29;241;[];0.3499799645468009;[129]
242;21;25;242;[];0.9839039781715284;[136]
243;21;26;243;[];0.2900540344544611;[135]
244;21;27;244;[];0.6094461540634535;[0]
245;21;28;245;[];0.6768941337307763;[134]
246;21;29;246;[];0.3859044170936523;[0]
247;22;30;247;[];0.803296003041176;[0]
248;22;31;248;[];0.9377595420802003;[142]
249;22;32;249;[];0.054216816305017845;[0]
250;22;33;250;[];0.36275461492261907;[141]
251;23;30;251;[];0.6297598697604851;[0]
252;23;31;252;[];0.8737792469201335;[148]
253;23;32;253;[];0.38648489539011743;[146]
254;23;33;254;[];0.4658818033150509;[147]
255;24;30;255;[];0.33099364107304163;[153]
256;24;31;256;[];0.8706673781341605;[155]
257;24;32;257;[];0.8584691220101508;[156]
258;24;33;258;[];0.7434019714705578;[154]
259;25;34;259;[];0.10457985325767205;[163]
260;25;35;260;[];0.9595305135991126;[161]
261;25;36;261;[];0.7618190623137902;[0]
262;25;37;262;[];0.8645157787859301;[162]
263;26;34;263;[];0.04567286831290018;[168]
264;26;35;264;[];0.929547177341006;[167]
265;26;36;265;[];0.41447835403852884;[170]
266;26;37;266;[];0.5418833150404345;[169]
267;27;34;267;[];0.25565211536880383;[0]
268;27;35;268;[];0.3762392003408761;[0]
269;27;36;269;[];0.20590554748155498;[176]
270;27;37;270;[];0.06560675486068202;[175]
271;28;34;271;[];0.8047322323811361;[184]
272;28;35;272;[];0.8826540136655177;[181]
273;28;36;273;[];0.8834377732650525;[183]
274;28;37;274;[];0.45529085103183675;[182]
275;29;34;275;[];0.05076973158404252;[0]
276;29;35;276;[];0.5697703795975348;[190]
277;29;36;277;[];0.14551013083632558;[0]
278;29;37;278;[];0.7476161066434888;[189]
279;30;38;279;[];0.888795594924155;[0]
280;30;39;280;[];0.21306565526527854;[197]
281;30;40;281;[];0.7015572918190964;[0]
282;30;41;282;[];0.5501749919921561;[195]
283;30;42;283;[];0.9239702269206895;[0]
284;30;43;284;[];0.8258853354804359;[196]
285;31;38;285;[];0.6103126283319773;[203]
286;31;39;286;[];0.9968447837570356;[205]
287;31;40;287;[];0.3124015563263598;[0]
288;31;41;288;[];0.23871321629730913;[0]
289;31;42;289;[];0.4589077862679176;[204]
290;31;43;290;[];0.9392598977095661;[202]
291;32;38;291;[];0.5144822942627856;[211]
292;32;39;292;[];0.030074436317994113;[0]
293;32;40;293;[];0.9496387788413894;[0]
294;32;41;294;[];0.8586560566751478;[213]
295;32;42;295;[];0.6610316581285289;[212]
296;32;43;296;[];0.541963101602162;[210]
297;33;38;297;[];0.35391294461661715;[219]
298;33;39;298;[];0.9400010975689614;[0]
299;33;40;299;[];0.04992139872197798;[0]
300;33;41;300;[];0.11744815865347169;[218]
301;33;42;301;[];0.45078380121675576;[0]
302;33;43;302;[];0.28984673215403056;[220]
303;1;15;303;[];0.19581088559144133;[0]
304;1;16;304;[];0.02857871658622302;[0]
305;1;17;305;[];0.46524525621195445;[0]
306;2;15;306;[];0.5091857117483671;[0]
307;2;16;307;[];0.15755284618750465;[0]
308;2;17;308;[];0.9389821656597701;[0]
309;3;15;309;[];0.15854763369358582;[0]
310;3;16;310;[];0.8681002256994517;[0]
311;3;17;311;[];0.015959280447301438;[0]
312;4;15;312;[];0.32908555040172693;[0]
313;4;16;313;[];0.9834258897267483;[0]
314;4;17;314;[];0.23105118147771808;[0]
315;5;18;315;[];0.4017911047704952;[0]
316;5;19;316;[];0.050860144940698016;[0]
317;5;20;317;[];0.8342639840189037;[0]
318;5;21;318;[];0.6597347825946775;[0]
319;6;18;319;[];0.016693421225012717;[0]
320;6;19;320;[];0.37276532713833754;[0]
321;6;20;321;[];0.3231675819192219;[0]
322;6;21;322;[];0.4928613129799826;[0]
323;7;18;323;[];0.08974991465035753;[0]
324;7;19;324;[];0.6573876551088649;[0]
325;7;20;325;[];0.4482263554301853;[0]
326;7;21;326;[];0.9864099828854995;[0]
327;8;18;327;[];0.4795650851310971;[0]
328;8;19;328;[];0.47442365601216796;[0]
329;8;20;329;[];0.3292659015777717;[0]
330;8;21;330;[];0.25871130231041173;[0]
331;9;22;331;[];0.14867535877899196;[0]
332;9;23;332;[];0.3168253927850866;[0]
333;9;24;333;[];0.9500345577636999;[0]
334;10;22;334;[];0.6601944311976373;[0]
335;10;23;335;[];0.08898029124888285;[0]
336;10;24;336;[];0.9622933850372111;[0]
337;11;22;337;[];0.7063182553827003;[0]
338;11;23;338;[];0.803791247313129;[0]
339;11;24;339;[];0.9092345313878591;[0]
340;12;22;340;[];0.6557368758873592;[0]
341;12;23;341;[];0.24857993031321146;[0]
342;12;24;342;[];0.393721169423183;[0]
343;13;22;343;[];0.4868863226363538;[0]
344;13;23;344;[];0.3110534741139743;[0]
345;13;24;345;[];0.8843336273622475;[0]
346;14;22;346;[];0.741977619228593;[0]
347;14;23;347;[];0.584637622964288;[0]
348;14;24;348;[];0.18820491737223177;[0]
349;15;25;349;[];0.24046530178184966;[0]
350;15;26;350;[];0.4194747686075142;[0]
351;15;27;351;[];0.6456215235985192;[0]
352;15;28;352;[];0.5775493901268927;[0]
353;15;29;353;[];0.7776508798219661;[0]
354;16;25;354;[];0.8917375610834162;[0]
355;16;26;355;[];0.4876693113793915;[0]
356;16;27;356;[];0.6788811346645087;[0]
357;16;28;357;[];0.024601960822077773;[0]
358;16;29;358;[];0.12856051231932297;[0]
359;17;25;359;[];0.05927873913846371;[0]
360;17;26;360;[];0.8015363404628524;[0]
361;17;27;361;[];0.7166167966439088;[0]
362;17;28;362;[];0.666259874007137;[0]
363;17;29;363;[];0.8140071514344625;[0]
364;18;30;364;[];0.14963182157202648;[0]
365;18;31;365;[];0.7040835237947178;[0]
366;18;32;366;[];0.12513893841219081;[0]
367;18;33;367;[];0.5556690472942527;[0]
368;19;30;368;[];0.8491430212363562;[0]
369;19;31;369;[];0.6604974429169255;[0]
370;19;32;370;[];0.34357261425340324;[0]
371;19;33;371;[];0.36181974143278417;[0]
372;20;30;372;[];0.08630285675377625;[0]
373;20;31;373;[];0.6507771473701673;[0]
374;20;32;374;[];0.09171913440645163;[0]
375;20;33;375;[];0.2684359919818573;[0]
376;21;30;376;[];0.15355838839604008;[0]
377;21;31;377;[];0.9835993370465363;[0]
378;21;32;378;[];0.6857621417261355;[0]
379;21;33;379;[];0.034806037867625816;[0]
380;22;34;380;[];0.7146185050907286;[0]
381;22;35;381;[];0.32500723115763086;[0]
382;22;36;382;[];0.16255363205331164;[0]
383;22;37;383;[];0.986674209916061;[0]
384;23;34;384;[];0.9347286049116246;[0]
385;23;35;385;[];0.4071769624935184;[0]
386;23;36;386;[];0.741912138063348;[0]
387;23;37;387;[];0.7514954786049184;[0]
388;24;34;388;[];0.3543108238451689;[0]
389;24;35;389;[];0.4123918753756315;[0]
390;24;36;390;[];0.3198440838524159;[0]
391;24;37;391;[];0.9918835061004485;[0]
392;25;38;392;[];0.9421787826180574;[0]
393;25;39;393;[];0.6785438297550026;[0]
394;25;40;394;[];0.2136915444361711;[0]
395;25;41;395;[];0.09537424220082369;[0]
396;25;42;396;[];0.3234884293049014;[0]
397;25;43;397;[];0.4629048631844688;[0]
398;26;38;398;[];0.6343702941875766;[0]
399;26;39;399;[];0.7817549663269305;[0]
400;26;40;400;[];0.5037466897906591;[0]
401;26;41;401;[];0.7306529363206262;[0]
402;26;42;402;[];0.9924961810487627;[0]
403;26;43;403;[];0.9154957473238872;[0]
404;27;38;404;[];0.6874565652205598;[0]
405;27;39;405;[];0.3240606213645765;[0]
406;27;40;406;[];0.7475180086558466;[0]
407;27;41;407;[];0.3301837913290899;[0]
408;27;42;408;[];0.24505242226357438;[0]
409;27;43;409;[];0.5127217801542099;[0]
410;28;38;410;[];0.6213527997469843;[0]
411;28;39;411;[];0.4635433592858482;[0]
412;28;40;412;[];0.48130721034388046;[0]
413;28;41;413;[];0.1641503982369532;[0]
414;28;42;414;[];0.7951364577862041;[0]
415;28;43;415;[];0.9045995593060632;[0]
416;29;38;416;[];0.0875004918998854;[0]
417;29;39;417;[];0.6283278726799808;[0]
418;29;40;418;[];0.8703113346095206;[0]
419;29;41;419;[];0.9389015635070332;[0]
420;29;42;420;[];0.6072751642156204;[0]
421;29;43;421;[];0.30602736596755786;[0]
422;1;18;422;[];0.08049203605883859;[0]
423;1;19;423;[];0.8929046447089823;[0]
424;1;20;424;[];0.3918073582780326;[0]
425;1;21;425;[];0.2156114840772423;[0]
426;2;18;426;[];0.15845394419074377;[0]
427;2;19;427;[];0.3278871317294618;[0]
428;2;20;428;[];0.26088977011635794;[0]
429;2;21;429;[];0.491934172165319;[0]
430;3;18;430;[];0.531286166907257;[0]
431;3;19;431;[];0.4689206862200135;[0]
432;3;20;432;[];0.017732179242474277;[0]
433;3;21;433;[];0.9647853530543904;[0]
434;4;18;434;[];0.30246325953088116;[0]
435;4;19;435;[];0.11401947315260896;[0]
436;4;20;436;[];0.795536728203031;[0]
437;4;21;437;[];0.6526898213540451;[0]
438;5;22;438;[];0.47210413909277826;[0]
439;5;23;439;[];0.3853471615997015;[0]
440;5;24;440;[];0.25604364308774663;[0]
441;6;22;441;[];0.9836506721947391;[0]
442;6;23;442;[];0.6301274142157889;[0]
443;6;24;443;[];0.21691661301642395;[0]
444;7;22;444;[];0.24633129454832847;[0]
445;7;23;445;[];0.7895823445089933;[0]
446;7;24;446;[];0.3440674160124799;[0]
447;8;22;447;[];0.5766853069532123;[0]
448;8;23;448;[];0.18485852284138926;[0]
449;8;24;449;[];0.7597490120218717;[0]
450;9;25;450;[];0.24959149929032254;[0]
451;9;26;451;[];0.9105753069936371;[0]
452;9;27;452;[];0.6632893606402257;[0]
453;9;28;453;[];0.36912318793315513;[0]
454;9;29;454;[];0.595460321333966;[0]
455;10;25;455;[];0.87782861065943;[0]
456;10;26;456;[];0.7555609596311741;[0]
457;10;27;457;[];0.04601050560263964;[0]
458;10;28;458;[];0.19586383199015112;[0]
459;10;29;459;[];0.17893964560883213;[0]
460;11;25;460;[];0.6833597270056777;[0]
461;11;26;461;[];0.05687168819911359;[0]
462;11;27;462;[];0.0043869473936384296;[0]
463;11;28;463;[];0.958445742479606;[0]
464;11;29;464;[];0.012108917941876962;[0]
465;12;25;465;[];0.5767271430084149;[0]
466;12;26;466;[];0.7156968635486869;[0]
467;12;27;467;[];0.006325796010464346;[0]
468;12;28;468;[];0.8870474284497987;[0]
469;12;29;469;[];0.4425194770231331;[0]
470;13;25;470;[];0.9759968506971586;[0]
471;13;26;471;[];0.5294379475703417;[0]
472;13;27;472;[];0.914333973169732;[0]
473;13;28;473;[];0.8205176380158994;[0]
474;13;29;474;[];0.6871394926122008;[0]
475;14;25;475;[];0.7892335223968261;[0]
476;14;26;476;[];0.04810096338256731;[0]
477;14;27;477;[];0.6994556809881138;[0]
478;14;28;478;[];0.9024376404715102;[0]
479;14;29;479;[];0.6730420899221226;[0]
480;15;30;480;[];0.15355073248742568;[0]
481;15;31;481;[];0.8335009485570894;[0]
482;15;32;482;[];0.6546850201851828;[0]
483;15;33;483;[];0.6221714799598694;[0]
484;16;30;484;[];0.8941548099509677;[0]
485;16;31;485;[];0.11189652942900752;[0]
486;16;32;486;[];0.5594553333643171;[0]
487;16;33;487;[];0.8899866706051194;[0]
488;17;30;488;[];0.059005472029715955;[0]
489;17;31;489;[];0.7075192460200252;[0]
490;17;32;490;[];0.1970498413486066;[0]
491;17;33;491;[];0.9284879011895983;[0]
492;18;34;492;[];0.4268866834111369;[0]
493;18;35;493;[];0.3955982968189862;[0]
494;18;36;494;[];0.1993312341768323;[0]
495;18;37;495;[];0.15226112320720997;[0]
496;19;34;496;[];0.04540992630853036;[0]
497;19;35;497;[];0.028738092316426878;[0]
498;19;36;498;[];0.7629564100682875;[0]
499;19;37;499;[];0.01979761543380687;[0]
500;20;34;500;[];0.9496288095831811;[0]
501;20;35;501;[];0.34107088592686763;[0]
502;20;36;502;[];0.03511587045456244;[0]
503;20;37;503;[];0.09332469850659209;[0]
504;21;34;504;[];0.789589393911931;[0]
505;21;35;505;[];0.6531328176129108;[0]
506;21;36;506;[];0.8210873674606116;[0]
507;21;37;507;[];0.31373452993136897;[0]
508;22;38;508;[];0.6245614861388087;[0]
509;22;39;509;[];0.9706864626516258;[0]
510;22;40;510;[];0.021591025843033185;[0]
511;22;41;511;[];0.16189051293528944;[0]
512;22;42;512;[];0.6328492642638013;[0]
513;22;43;513;[];0.2733714099025437;[0]
514;23;38;514;[];0.2525949419110276;[0]
515;23;39;515;[];0.12359869100174814;[0]
516;23;40;516;[];0.2977011127388509;[0]
517;23;41;517;[];0.7804550602800879;[0]
518;23;42;518;[];0.6025591453077457;[0]
519;23;43;519;[];0.6953198568155963;[0]
520;24;38;520;[];0.19122406985822993;[0]
521;24;39;521;[];0.007022856626512031;[0]
522;24;40;522;[];0.8303329939532529;[0]
523;24;41;523;[];0.19290823477891283;[0]
524;24;42;524;[];0.930664274843161;[0]
525;24;43;525;[];0.6049508368084551;[0]
526;1;5;1;[1, 5];0.6478267611557849;[1]
527;1;5;1;[1, 5];1.3335344450831828;[1]
528;1;11;160;[1, 5, 11];0.7754752241598653;[1, 31]
529;1;11;160;[1, 5, 11];1.2760426845802721;[1, 31]
530;1;13;162;[1, 5, 13];0.9515250273032094;[1, 32]
531;1;13;162;[1, 5, 13];1.9826687141634924;[1, 32]
532;1;9;158;[1, 5, 9];0.07060441536927686;[1, 33]
533;1;9;158;[1, 5, 9];1.5380704803882168;[1, 33]
534;1;14;163;[1, 5, 14];0.6985275376396538;[1, 34]
535;1;14;163;[1, 5, 14];1.7125643153664638;[1, 34]
536;1;16;304;[1, 5, 16];0.9905806766922738;[1, 35]
537;1;16;304;[1, 5, 16];1.0709153201402248;[1, 35]
538;1;17;305;[1, 5, 17];0.11347304751910792;[1, 36]
539;1;17;305;[1, 5, 17];1.8310127861644794;[1, 36]
540;1;15;303;[1, 5, 15];0.6272650712671941;[1, 37]
541;1;15;303;[1, 5, 15];1.125139686178276;[1, 37]
542;1;6;2;[1, 6];0.9732346119494169;[2]
543;1;6;2;[1, 6];1.0922316768937212;[2]
544;1;10;159;[1, 6, 10];0.7440561049955816;[2, 38]
545;1;10;159;[1, 6, 10];1.5044397667690523;[2, 38]
546;1;14;163;[1, 6, 14];0.5279365057633729;[2, 39]
547;1;14;163;[1, 6, 14];1.0126761391737527;[2, 39]
548;1;11;160;[1, 6, 11];0.4801191937133109;[2, 40]
549;1;11;160;[1, 6, 11];1.6093734769929495;[2, 40]
550;1;12;161;[1, 6, 12];0.38895622336684266;[2, 41]
551;1;12;161;[1, 6, 12];1.8541571821169596;[2, 41]
552;1;15;303;[1, 6, 15];0.22637761817797508;[2, 42]
553;1;15;303;[1, 6, 15];1.7219392259750925;[2, 42]
554;1;16;304;[1, 6, 16];0.7873402631923212;[2, 43]
555;1;16;304;[1, 6, 16];1.4879968871993208;[2, 43]
556;1;17;305;[1, 6, 17];0.14721970667486484;[2, 44]
557;1;17;305;[1, 6, 17];1.8629468109721166;[2, 44]
558;1;7;3;[1, 7];0.0011439257876513231;[3]
559;1;7;3;[1, 7];1.2391222584328836;[3]
560;1;10;159;[1, 7, 10];0.19454269664414992;[3, 45]
561;1;10;159;[1, 7, 10];1.56795399636673;[3, 45]
562;1;9;158;[1, 7, 9];0.3248405914394372;[3, 46]
563;1;9;158;[1, 7, 9];1.048595328617176;[3, 46]
564;1;13;162;[1, 7, 13];0.7239091878688568;[3, 47]
565;1;13;162;[1, 7, 13];1.5216996105365574;[3, 47]
566;1;11;160;[1, 7, 11];0.8821614999879956;[3, 48]
567;1;11;160;[1, 7, 11];1.2125396304786413;[3, 48]
568;1;12;161;[1, 7, 12];0.5999714232394482;[3, 49]
569;1;12;161;[1, 7, 12];1.156292499845166;[3, 49]
570;1;17;305;[1, 7, 17];0.5371138887084614;[3, 50]
571;1;17;305;[1, 7, 17];1.6012144747094759;[3, 50]
572;1;16;304;[1, 7, 16];0.8555755282159925;[3, 51]
573;1;16;304;[1, 7, 16];1.9994976121863257;[3, 51]
574;1;15;303;[1, 7, 15];0.9019915882070983;[3, 52]
575;1;15;303;[1, 7, 15];1.2755523247193759;[3, 52]
576;1;8;4;[1, 8];0.8859803712863219;[4]
577;1;8;4;[1, 8];1.2604179993574505;[4]
578;1;9;158;[1, 8, 9];0.7667029521297359;[4, 53]
579;1;9;158;[1, 8, 9];1.6545638886657041;[4, 53]
580;1;10;159;[1, 8, 10];0.059873739742334786;[4, 54]
581;1;10;159;[1, 8, 10];1.5871588850286518;[4, 54]
582;1;11;160;[1, 8, 11];0.4811364839769867;[4, 55]
583;1;11;160;[1, 8, 11];1.5608024891099983;[4, 55]
584;1;17;305;[1, 8, 17];0.6924313524966188;[4, 56]
