id;depart;arrivee;capacite du vol;list_itineraires
61;8;16;80;[47, 2495, 2496, 2721, 2722, 2851, 2852, 3057, 3058, 3207, 3208, 3631, 3632]
62;8;15;50;[46, 2497, 2498, 2723, 2724, 2853, 2854, 3059, 3060, 3209, 3210, 3649, 3650]
63;8;13;70;[44, 2499, 2500, 2725, 2726, 2855, 2856, 3061, 3062, 3211, 3212, 3665, 3666]
64;8;17;100;[48, 2501, 2502, 2727, 2728, 2857, 2858, 3063, 3064, 3213, 3214, 3685, 3686]
65;8;14;90;[45, 2503, 2504, 2729, 2730, 2859, 2860, 3065, 3066, 3215, 3216, 3703, 3704]
66;8;12;50;[43, 2505, 2506, 2731, 2732, 2861, 2862, 3067, 3068, 3217, 3218, 3723, 3724]
67;8;20;90;[711, 2507, 2508, 2733, 2734, 2863, 2864, 3069, 3070, 3219, 3220, 3739, 3740]
68;8;21;60;[712, 2509, 2510, 2735, 2736, 2865, 2866, 3071, 3072, 3221, 3222, 3761, 3762]
69;8;22;70;[713, 2511, 2512, 2737, 2738, 2867, 2868, 3073, 3074, 3223, 3224, 3781, 3782]
70;9;12;70;[51, 2533, 2534, 2665, 2666, 2871, 2872, 3039, 3040, 3801, 3802]
71;9;11;60;[50, 2535, 2536, 2667, 2668, 2873, 2874, 3041, 3042, 3817, 3818]
72;9;17;60;[56, 2537, 2538, 2669, 2670, 2875, 2876, 3043, 3044, 3837, 3838]
73;9;16;70;[55, 2539, 2540, 2671, 2672, 2877, 2878, 3045, 3046, 3855, 3856]
74;9;14;80;[53, 2541, 2542, 2673, 2674, 2879, 2880, 3047, 3048, 3873, 3874]
75;9;21;50;[716, 2543, 2544, 2675, 2676, 2881, 2882, 3049, 3050, 3893, 3894]
76;9;19;70;[714, 2545, 2546, 2677, 2678, 2883, 2884, 3051, 3052, 3913, 3914]
77;9;22;60;[717, 2547, 2548, 2679, 2680, 2885, 2886, 3053, 3054, 3935, 3936]
78;10;16;90;[63, 2551, 2552, 2741, 2742, 2889, 2890, 3019, 3020, 3227, 3228, 3955, 3956]
79;10;14;60;[61, 2553, 2554, 2743, 2744, 2891, 2892, 3021, 3022, 3229, 3230, 3973, 3974]
80;10;17;80;[64, 2555, 2556, 2745, 2746, 2893, 2894, 3023, 3024, 3231, 3232, 3993, 3994]
81;10;11;80;[58, 2557, 2558, 2747, 2748, 2895, 2896, 3025, 3026, 3233, 3234, 4011, 4012]
82;10;15;90;[62, 2559, 2560, 2749, 2750, 2897, 2898, 3027, 3028, 3235, 3236, 4031, 4032]
83;10;22;70;[721, 2561, 2562, 2751, 2752, 2899, 2900, 3029, 3030, 3237, 3238, 4047, 4048]
84;10;21;90;[720, 2563, 2564, 2753, 2754, 2901, 2902, 3031, 3032, 3239, 3240, 4067, 4068]
85;10;19;100;[718, 2565, 2566, 2755, 2756, 2903, 2904, 3033, 3034, 3241, 3242, 4087, 4088]
86;10;20;70;[719, 2567, 2568, 2757, 2758, 2905, 2906, 3035, 3036, 3243, 3244, 4109, 4110]
87;11;19;50;[66, 2629, 2630, 2777, 2778, 3115, 3116, 3319, 3320, 3819, 3820, 4013, 4014, 4131, 4132]
88;11;22;90;[69, 2631, 2632, 2779, 2780, 3117, 3118, 3321, 3322, 3821, 3822, 4015, 4016, 4153, 4154]
89;11;21;100;[68, 2633, 2634, 2781, 2782, 3119, 3120, 3323, 3324, 3823, 3824, 4017, 4018, 4173, 4174]
90;11;20;100;[67, 2635, 2636, 2783, 2784, 3121, 3122, 3325, 3326, 3825, 3826, 4019, 4020, 4193, 4194]
91;11;23;60;[722, 2637, 2638, 2785, 2786, 3123, 3124, 3327, 3328, 3827, 3828, 4021, 4022, 4215, 4216]
92;11;30;100;[729, 2639, 2640, 2787, 2788, 3125, 3126, 3329, 3330, 3829, 3830, 4023, 4024, 4231, 4232]
93;11;28;50;[727, 2641, 2642, 2789, 2790, 3127, 3128, 3331, 3332, 3831, 3832, 4025, 4026, 4247, 4248]
94;11;25;60;[724, 2643, 2644, 2791, 2792, 3129, 3130, 3333, 3334, 3833, 3834, 4027, 4028, 4267, 4268]
95;11;26;80;[725, 2645, 2646, 2793, 2794, 3131, 3132, 3335, 3336, 3835, 3836, 4029, 4030, 4285, 4286]
96;12;22;70;[73, 2649, 2650, 2835, 2836, 2965, 2966, 3379, 3380, 3513, 3514, 3725, 3726, 3803, 3804, 4303, 4304]
97;12;21;50;[72, 2651, 2652, 2837, 2838, 2967, 2968, 3381, 3382, 3515, 3516, 3727, 3728, 3805, 3806, 4323, 4324]
98;12;20;80;[71, 2653, 2654, 2839, 2840, 2969, 2970, 3383, 3384, 3517, 3518, 3729, 3730, 3807, 3808, 4343, 4344]
99;12;19;100;[70, 2655, 2656, 2841, 2842, 2971, 2972, 3385, 3386, 3519, 3520, 3731, 3732, 3809, 3810, 4365, 4366]
100;12;25;60;[732, 2657, 2658, 2843, 2844, 2973, 2974, 3387, 3388, 3521, 3522, 3733, 3734, 3811, 3812, 4387, 4388]
101;12;29;100;[736, 2659, 2660, 2845, 2846, 2975, 2976, 3389, 3390, 3523, 3524, 3735, 3736, 3813, 3814, 4405, 4406]
102;12;30;50;[737, 2661, 2662, 2847, 2848, 2977, 2978, 3391, 3392, 3525, 3526, 3737, 3738, 3815, 3816, 4423, 4424]
103;13;19;100;[74, 2609, 2610, 2815, 2816, 3359, 3360, 3529, 3530, 3667, 3668, 4439, 4440]
104;13;21;100;[76, 2611, 2612, 2817, 2818, 3361, 3362, 3531, 3532, 3669, 3670, 4461, 4462]
105;13;22;90;[77, 2613, 2614, 2819, 2820, 3363, 3364, 3533, 3534, 3671, 3672, 4481, 4482]
106;13;20;100;[75, 2615, 2616, 2821, 2822, 3365, 3366, 3535, 3536, 3673, 3674, 4501, 4502]
107;13;24;80;[739, 2617, 2618, 2823, 2824, 3367, 3368, 3537, 3538, 3675, 3676, 4523, 4524]
108;13;27;90;[742, 2619, 2620, 2825, 2826, 3369, 3370, 3539, 3540, 3677, 3678, 4539, 4540]
109;13;30;50;[745, 2621, 2622, 2827, 2828, 3371, 3372, 3541, 3542, 3679, 3680, 4557, 4558]
110;13;26;60;[741, 2623, 2624, 2829, 2830, 3373, 3374, 3543, 3544, 3681, 3682, 4573, 4574]
111;13;28;90;[743, 2625, 2626, 2831, 2832, 3375, 3376, 3545, 3546, 3683, 3684, 4591, 4592]
112;14;19;50;[78, 2981, 2982, 3247, 3248, 3339, 3340, 3705, 3706, 3875, 3876, 3975, 3976, 4611, 4612]
113;14;22;70;[81, 2983, 2984, 3249, 3250, 3341, 3342, 3707, 3708, 3877, 3878, 3977, 3978, 4633, 4634]
114;14;20;90;[79, 2985, 2986, 3251, 3252, 3343, 3344, 3709, 3710, 3879, 3880, 3979, 3980, 4653, 4654]
115;14;21;90;[80, 2987, 2988, 3253, 3254, 3345, 3346, 3711, 3712, 3881, 3882, 3981, 3982, 4675, 4676]
116;14;26;90;[749, 2989, 2990, 3255, 3256, 3347, 3348, 3713, 3714, 3883, 3884, 3983, 3984, 4695, 4696]
117;14;25;90;[748, 2991, 2992, 3257, 3258, 3349, 3350, 3715, 3716, 3885, 3886, 3985, 3986, 4713, 4714]
118;14;30;100;[753, 2993, 2994, 3259, 3260, 3351, 3352, 3717, 3718, 3887, 3888, 3987, 3988, 4731, 4732]
119;14;27;100;[750, 2995, 2996, 3261, 3262, 3353, 3354, 3719, 3720, 3889, 3890, 3989, 3990, 4747, 4748]
120;14;28;50;[751, 2997, 2998, 3263, 3264, 3355, 3356, 3721, 3722, 3891, 3892, 3991, 3992, 4765, 4766]
121;15;21;80;[84, 2761, 2762, 3135, 3136, 3285, 3286, 3479, 3480, 3651, 3652, 4033, 4034, 4785, 4786]
122;15;19;90;[82, 2763, 2764, 3137, 3138, 3287, 3288, 3481, 3482, 3653, 3654, 4035, 4036, 4805, 4806]
123;15;20;70;[83, 2765, 2766, 3139, 3140, 3289, 3290, 3483, 3484, 3655, 3656, 4037, 4038, 4827, 4828]
124;15;22;70;[85, 2767, 2768, 3141, 3142, 3291, 3292, 3485, 3486, 3657, 3658, 4039, 4040, 4849, 4850]
125;15;29;90;[760, 2769, 2770, 3143, 3144, 3293, 3294, 3487, 3488, 3659, 3660, 4041, 4042, 4869, 4870]
126;15;25;70;[756, 2771, 2772, 3145, 3146, 3295, 3296, 3489, 3490, 3661, 3662, 4043, 4044, 4887, 4888]
127;15;30;50;[761, 2773, 2774, 3147, 3148, 3297, 3298, 3491, 3492, 3663, 3664, 4045, 4046, 4905, 4906]
128;16;19;60;[86, 3151, 3152, 3267, 3268, 3495, 3496, 3633, 3634, 3857, 3858, 3957, 3958, 4921, 4922]
129;16;20;50;[87, 3153, 3154, 3269, 3270, 3497, 3498, 3635, 3636, 3859, 3860, 3959, 3960, 4943, 4944]
130;16;22;80;[89, 3155, 3156, 3271, 3272, 3499, 3500, 3637, 3638, 3861, 3862, 3961, 3962, 4965, 4966]
131;16;21;60;[88, 3157, 3158, 3273, 3274, 3501, 3502, 3639, 3640, 3863, 3864, 3963, 3964, 4985, 4986]
132;16;28;70;[767, 3159, 3160, 3275, 3276, 3503, 3504, 3641, 3642, 3865, 3866, 3965, 3966, 5005, 5006]
133;16;27;80;[766, 3161, 3162, 3277, 3278, 3505, 3506, 3643, 3644, 3867, 3868, 3967, 3968, 5025, 5026]
134;16;26;60;[765, 3163, 3164, 3279, 3280, 3507, 3508, 3645, 3646, 3869, 3870, 3969, 3970, 5043, 5044]
135;16;25;80;[764, 3165, 3166, 3281, 3282, 3509, 3510, 3647, 3648, 3871, 3872, 3971, 3972, 5061, 5062]
136;17;22;80;[93, 2591, 2592, 2797, 2798, 2947, 2948, 3301, 3302, 3687, 3688, 3839, 3840, 3995, 3996, 5079, 5080]
137;17;20;80;[91, 2593, 2594, 2799, 2800, 2949, 2950, 3303, 3304, 3689, 3690, 3841, 3842, 3997, 3998, 5099, 5100]
138;17;19;70;[90, 2595, 2596, 2801, 2802, 2951, 2952, 3305, 3306, 3691, 3692, 3843, 3844, 3999, 4000, 5121, 5122]
139;17;21;80;[92, 2597, 2598, 2803, 2804, 2953, 2954, 3307, 3308, 3693, 3694, 3845, 3846, 4001, 4002, 5143, 5144]
140;17;28;60;[775, 2599, 2600, 2805, 2806, 2955, 2956, 3309, 3310, 3695, 3696, 3847, 3848, 4003, 4004, 5163, 5164]
141;17;30;50;[777, 2601, 2602, 2807, 2808, 2957, 2958, 3311, 3312, 3697, 3698, 3849, 3850, 4005, 4006, 5183, 5184]
142;17;26;60;[773, 2603, 2604, 2809, 2810, 2959, 2960, 3313, 3314, 3699, 3700, 3851, 3852, 4007, 4008, 5199, 5200]
143;17;23;50;[770, 2605, 2606, 2811, 2812, 2961, 2962, 3315, 3316, 3701, 3702, 3853, 3854, 4009, 4010, 5217, 5218]
144;18;22;80;[97, 3001, 3002, 5233, 5234]
145;18;20;80;[95, 3003, 3004, 5253, 5254]
146;18;19;70;[94, 3005, 3006, 5275, 5276]
147;18;21;80;[96, 3007, 3008, 5297, 5298]
148;18;26;90;[781, 3009, 3010, 5317, 5318]
149;18;29;60;[784, 3011, 3012, 5335, 5336]
150;18;24;70;[779, 3013, 3014, 5353, 5354]
151;18;23;70;[778, 3015, 3016, 5369, 5370]
152;19;24;70;[99, 3457, 3458, 3569, 3570, 3915, 3916, 4089, 4090, 4133, 4134, 4367, 4368, 4441, 4442, 4613, 4614, 4807, 4808, 4923, 4924, 5123, 5124, 5277, 5278, 5385, 5386]
153;19;28;50;[103, 3459, 3460, 3571, 3572, 3917, 3918, 4091, 4092, 4135, 4136, 4369, 4370, 4443, 4444, 4615, 4616, 4809, 4810, 4925, 4926, 5125, 5126, 5279, 5280, 5401, 5402]
154;19;25;90;[100, 3461, 3462, 3573, 3574, 3919, 3920, 4093, 4094, 4137, 4138, 4371, 4372, 4445, 4446, 4617, 4618, 4811, 4812, 4927, 4928, 5127, 5128, 5281, 5282, 5421, 5422]
155;19;29;70;[104, 3463, 3464, 3575, 3576, 3921, 3922, 4095, 4096, 4139, 4140, 4373, 4374, 4447, 4448, 4619, 4620, 4813, 4814, 4929, 4930, 5129, 5130, 5283, 5284, 5439, 5440]
156;19;30;70;[105, 3465, 3466, 3577, 3578, 3923, 3924, 4097, 4098, 4141, 4142, 4375, 4376, 4449, 4450, 4621, 4622, 4815, 4816, 4931, 4932, 5131, 5132, 5285, 5286, 5457, 5458]
157;19;27;50;[102, 3467, 3468, 3579, 3580, 3925, 3926, 4099, 4100, 4143, 4144, 4377, 4378, 4451, 4452, 4623, 4624, 4817, 4818, 4933, 4934, 5133, 5134, 5287, 5288, 5473, 5474]
158;19;31;60;[786, 3469, 3470, 3581, 3582, 3927, 3928, 4101, 4102, 4145, 4146, 4379, 4380, 4453, 4454, 4625, 4626, 4819, 4820, 4935, 4936, 5135, 5136, 5289, 5290, 5491, 5492]
159;19;33;70;[788, 3471, 3472, 3583, 3584, 3929, 3930, 4103, 4104, 4147, 4148, 4381, 4382, 4455, 4456, 4627, 4628, 4821, 4822, 4937, 4938, 5137, 5138, 5291, 5292, 5511, 5512]
160;19;32;90;[787, 3473, 3474, 3585, 3586, 3931, 3932, 4105, 4106, 4149, 4150, 4383, 4384, 4457, 4458, 4629, 4630, 4823, 4824, 4939, 4940, 5139, 5140, 5293, 5294, 5529, 5530]
161;19;34;90;[789, 3475, 3476, 3587, 3588, 3933, 3934, 4107, 4108, 4151, 4152, 4385, 4386, 4459, 4460, 4631, 4632, 4825, 4826, 4941, 4942, 5141, 5142, 5295, 5296, 5545, 5546]
162;20;26;100;[109, 3435, 3436, 3611, 3612, 3741, 3742, 4111, 4112, 4195, 4196, 4345, 4346, 4503, 4504, 4655, 4656, 4829, 4830, 4945, 4946, 5101, 5102, 5255, 5256, 5567, 5568]
163;20;28;90;[111, 3437, 3438, 3613, 3614, 3743, 3744, 4113, 4114, 4197, 4198, 4347, 4348, 4505, 4506, 4657, 4658, 4831, 4832, 4947, 4948, 5103, 5104, 5257, 5258, 5585, 5586]
164;20;25;90;[108, 3439, 3440, 3615, 3616, 3745, 3746, 4115, 4116, 4199, 4200, 4349, 4350, 4507, 4508, 4659, 4660, 4833, 4834, 4949, 4950, 5105, 5106, 5259, 5260, 5605, 5606]
165;20;27;60;[110, 3441, 3442, 3617, 3618, 3747, 3748, 4117, 4118, 4201, 4202, 4351, 4352, 4509, 4510, 4661, 4662, 4835, 4836, 4951, 4952, 5107, 5108, 5261, 5262, 5623, 5624]
166;20;30;90;[113, 3443, 3444, 3619, 3620, 3749, 3750, 4119, 4120, 4203, 4204, 4353, 4354, 4511, 4512, 4663, 4664, 4837, 4838, 4953, 4954, 5109, 5110, 5263, 5264, 5641, 5642]
167;20;24;80;[107, 3445, 3446, 3621, 3622, 3751, 3752, 4121, 4122, 4205, 4206, 4355, 4356, 4513, 4514, 4665, 4666, 4839, 4840, 4955, 4956, 5111, 5112, 5265, 5266, 5657, 5658]
168;20;33;90;[792, 3447, 3448, 3623, 3624, 3753, 3754, 4123, 4124, 4207, 4208, 4357, 4358, 4515, 4516, 4667, 4668, 4841, 4842, 4957, 4958, 5113, 5114, 5267, 5268, 5673, 5674]
169;20;31;50;[790, 3449, 3450, 3625, 3626, 3755, 3756, 4125, 4126, 4209, 4210, 4359, 4360, 4517, 4518, 4669, 4670, 4843, 4844, 4959, 4960, 5115, 5116, 5269, 5270, 5691, 5692]
170;20;34;50;[793, 3451, 3452, 3627, 3628, 3757, 3758, 4127, 4128, 4211, 4212, 4361, 4362, 4519, 4520, 4671, 4672, 4845, 4846, 4961, 4962, 5117, 5118, 5271, 5272, 5711, 5712]
171;20;32;90;[791, 3453, 3454, 3629, 3630, 3759, 3760, 4129, 4130, 4213, 4214, 4363, 4364, 4521, 4522, 4673, 4674, 4847, 4848, 4963, 4964, 5119, 5120, 5273, 5274, 5733, 5734]
172;21;25;80;[116, 3415, 3416, 3591, 3592, 3763, 3764, 3895, 3896, 4069, 4070, 4175, 4176, 4325, 4326, 4463, 4464, 4677, 4678, 4787, 4788, 4987, 4988, 5145, 5146, 5299, 5300, 5749, 5750]
173;21;30;60;[121, 3417, 3418, 3593, 3594, 3765, 3766, 3897, 3898, 4071, 4072, 4177, 4178, 4327, 4328, 4465, 4466, 4679, 4680, 4789, 4790, 4989, 4990, 5147, 5148, 5301, 5302, 5767, 5768]
174;21;26;70;[117, 3419, 3420, 3595, 3596, 3767, 3768, 3899, 3900, 4073, 4074, 4179, 4180, 4329, 4330, 4467, 4468, 4681, 4682, 4791, 4792, 4991, 4992, 5149, 5150, 5303, 5304, 5783, 5784]
175;21;27;70;[118, 3421, 3422, 3597, 3598, 3769, 3770, 3901, 3902, 4075, 4076, 4181, 4182, 4331, 4332, 4469, 4470, 4683, 4684, 4793, 4794, 4993, 4994, 5151, 5152, 5305, 5306, 5801, 5802]
176;21;24;70;[115, 3423, 3424, 3599, 3600, 3771, 3772, 3903, 3904, 4077, 4078, 4183, 4184, 4333, 4334, 4471, 4472, 4685, 4686, 4795, 4796, 4995, 4996, 5153, 5154, 5307, 5308, 5819, 5820]
177;21;31;50;[794, 3425, 3426, 3601, 3602, 3773, 3774, 3905, 3906, 4079, 4080, 4185, 4186, 4335, 4336, 4473, 4474, 4687, 4688, 4797, 4798, 4997, 4998, 5155, 5156, 5309, 5310, 5835, 5836]
178;21;33;70;[796, 3427, 3428, 3603, 3604, 3775, 3776, 3907, 3908, 4081, 4082, 4187, 4188, 4337, 4338, 4475, 4476, 4689, 4690, 4799, 4800, 4999, 5000, 5157, 5158, 5311, 5312, 5855, 5856]
179;21;34;70;[797, 3429, 3430, 3605, 3606, 3777, 3778, 3909, 3910, 4083, 4084, 4189, 4190, 4339, 4340, 4477, 4478, 4691, 4692, 4801, 4802, 5001, 5002, 5159, 5160, 5313, 5314, 5873, 5874]
180;21;32;80;[795, 3431, 3432, 3607, 3608, 3779, 3780, 3911, 3912, 4085, 4086, 4191, 4192, 4341, 4342, 4479, 4480, 4693, 4694, 4803, 4804, 5003, 5004, 5161, 5162, 5315, 5316, 5895, 5896]
181;22;30;60;[129, 3395, 3396, 3549, 3550, 3783, 3784, 3937, 3938, 4049, 4050, 4155, 4156, 4305, 4306, 4483, 4484, 4635, 4636, 4851, 4852, 4967, 4968, 5081, 5082, 5235, 5236, 5911, 5912]
182;22;28;70;[127, 3397, 3398, 3551, 3552, 3785, 3786, 3939, 3940, 4051, 4052, 4157, 4158, 4307, 4308, 4485, 4486, 4637, 4638, 4853, 4854, 4969, 4970, 5083, 5084, 5237, 5238, 5927, 5928]
183;22;26;90;[125, 3399, 3400, 3553, 3554, 3787, 3788, 3941, 3942, 4053, 4054, 4159, 4160, 4309, 4310, 4487, 4488, 4639, 4640, 4855, 4856, 4971, 4972, 5085, 5086, 5239, 5240, 5947, 5948]
184;22;24;70;[123, 3401, 3402, 3555, 3556, 3789, 3790, 3943, 3944, 4055, 4056, 4161, 4162, 4311, 4312, 4489, 4490, 4641, 4642, 4857, 4858, 4973, 4974, 5087, 5088, 5241, 5242, 5965, 5966]
185;22;25;70;[124, 3403, 3404, 3557, 3558, 3791, 3792, 3945, 3946, 4057, 4058, 4163, 4164, 4313, 4314, 4491, 4492, 4643, 4644, 4859, 4860, 4975, 4976, 5089, 5090, 5243, 5244, 5981, 5982]
186;22;31;90;[798, 3405, 3406, 3559, 3560, 3793, 3794, 3947, 3948, 4059, 4060, 4165, 4166, 4315, 4316, 4493, 4494, 4645, 4646, 4861, 4862, 4977, 4978, 5091, 5092, 5245, 5246, 5999, 6000]
187;22;32;70;[799, 3407, 3408, 3561, 3562, 3795, 3796, 3949, 3950, 4061, 4062, 4167, 4168, 4317, 4318, 4495, 4496, 4647, 4648, 4863, 4864, 4979, 4980, 5093, 5094, 5247, 5248, 6019, 6020]
188;22;34;60;[801, 3409, 3410, 3563, 3564, 3797, 3798, 3951, 3952, 4063, 4064, 4169, 4170, 4319, 4320, 4497, 4498, 4649, 4650, 4865, 4866, 4981, 4982, 5095, 5096, 5249, 5250, 6035, 6036]
189;22;33;70;[800, 3411, 3412, 3565, 3566, 3799, 3800, 3953, 3954, 4065, 4066, 4171, 4172, 4321, 4322, 4499, 4500, 4651, 4652, 4867, 4868, 4983, 4984, 5097, 5098, 5251, 5252, 6057, 6058]
190;23;33;80;[132, 4217, 4218, 5219, 5220, 5371, 5372, 6075, 6076]
191;23;34;60;[133, 4219, 4220, 5221, 5222, 5373, 5374, 6093, 6094]
192;23;31;80;[130, 4221, 4222, 5223, 5224, 5375, 5376, 6115, 6116]
193;23;32;90;[131, 4223, 4224, 5225, 5226, 5377, 5378, 6135, 6136]
194;23;40;100;[807, 4225, 4226, 5227, 5228, 5379, 5380, 6151, 6152]
195;23;36;100;[803, 4227, 4228, 5229, 5230, 5381, 5382, 6171, 6172]
196;23;41;60;[808, 4229, 4230, 5231, 5232, 5383, 5384, 6191, 6192]
197;24;34;90;[137, 4525, 4526, 5355, 5356, 5387, 5388, 5659, 5660, 5821, 5822, 5967, 5968, 6211, 6212]
198;24;31;100;[134, 4527, 4528, 5357, 5358, 5389, 5390, 5661, 5662, 5823, 5824, 5969, 5970, 6233, 6234]
199;24;32;50;[135, 4529, 4530, 5359, 5360, 5391, 5392, 5663, 5664, 5825, 5826, 5971, 5972, 6253, 6254]
200;24;33;80;[136, 4531, 4532, 5361, 5362, 5393, 5394, 5665, 5666, 5827, 5828, 5973, 5974, 6269, 6270]
201;24;39;80;[814, 4533, 4534, 5363, 5364, 5395, 5396, 5667, 5668, 5829, 5830, 5975, 5976, 6287, 6288]
202;24;38;100;[813, 4535, 4536, 5365, 5366, 5397, 5398, 5669, 5670, 5831, 5832, 5977, 5978, 6307, 6308]
203;24;40;80;[815, 4537, 4538, 5367, 5368, 5399, 5400, 5671, 5672, 5833, 5834, 5979, 5980, 6323, 6324]
204;25;31;90;[138, 4269, 4270, 4389, 4390, 4715, 4716, 4889, 4890, 5063, 5064, 5423, 5424, 5607, 5608, 5751, 5752, 5983, 5984, 6343, 6344]
205;25;33;80;[140, 4271, 4272, 4391, 4392, 4717, 4718, 4891, 4892, 5065, 5066, 5425, 5426, 5609, 5610, 5753, 5754, 5985, 5986, 6363, 6364]
206;25;32;80;[139, 4273, 4274, 4393, 4394, 4719, 4720, 4893, 4894, 5067, 5068, 5427, 5428, 5611, 5612, 5755, 5756, 5987, 5988, 6381, 6382]
207;25;34;50;[141, 4275, 4276, 4395, 4396, 4721, 4722, 4895, 4896, 5069, 5070, 5429, 5430, 5613, 5614, 5757, 5758, 5989, 5990, 6397, 6398]
208;25;35;60;[818, 4277, 4278, 4397, 4398, 4723, 4724, 4897, 4898, 5071, 5072, 5431, 5432, 5615, 5616, 5759, 5760, 5991, 5992, 6419, 6420]
209;25;40;100;[823, 4279, 4280, 4399, 4400, 4725, 4726, 4899, 4900, 5073, 5074, 5433, 5434, 5617, 5618, 5761, 5762, 5993, 5994, 6439, 6440]
210;25;38;80;[821, 4281, 4282, 4401, 4402, 4727, 4728, 4901, 4902, 5075, 5076, 5435, 5436, 5619, 5620, 5763, 5764, 5995, 5996, 6459, 6460]
211;25;42;60;[825, 4283, 4284, 4403, 4404, 4729, 4730, 4903, 4904, 5077, 5078, 5437, 5438, 5621, 5622, 5765, 5766, 5997, 5998, 6475, 6476]
212;26;33;60;[144, 4287, 4288, 4575, 4576, 4697, 4698, 5045, 5046, 5201, 5202, 5319, 5320, 5569, 5570, 5785, 5786, 5949, 5950, 6497, 6498]
213;26;31;90;[142, 4289, 4290, 4577, 4578, 4699, 4700, 5047, 5048, 5203, 5204, 5321, 5322, 5571, 5572, 5787, 5788, 5951, 5952, 6515, 6516]
214;26;34;80;[145, 4291, 4292, 4579, 4580, 4701, 4702, 5049, 5050, 5205, 5206, 5323, 5324, 5573, 5574, 5789, 5790, 5953, 5954, 6535, 6536]
