id;depart;arrivee;demand_business;demand_family;list_itineraires
86;14;19;2;50;[86]
87;14;20;6;30;[87, 5419, 5420]
88;14;21;2;55;[88, 5439, 5440]
89;14;22;8;55;[89, 5461, 5462]
90;14;23;2;45;[90, 5505, 5506]
91;15;17;4;35;[91, 5631, 5632]
92;15;18;8;45;[92, 5585, 5586]
93;15;19;6;30;[93, 5653, 5654]
94;15;20;8;50;[94, 5611, 5612]
95;15;21;10;50;[95, 5675, 5676]
96;15;22;4;45;[96]
97;15;23;10;60;[97]
98;16;17;8;35;[98]
99;16;18;4;55;[99, 5801, 5802]
100;16;19;8;30;[100, 5759, 5760]
101;16;20;4;55;[101, 5781, 5782]
102;16;21;10;35;[102, 5827, 5828]
103;16;22;8;50;[103, 5849, 5850]
104;16;23;4;55;[104, 5871, 5872]
105;17;24;4;50;[105]
106;17;25;2;50;[106, 6037, 6038]
107;17;26;4;50;[107, 5993, 5994]
108;17;27;8;30;[108]
109;17;28;8;35;[109, 6015, 6016]
110;17;29;2;60;[110, 5973, 5974]
111;18;24;2;60;[111, 6209, 6210]
112;18;25;10;30;[112, 6269, 6270]
113;18;26;2;60;[113, 6287, 6288]
114;18;27;6;40;[114, 6187, 6188]
115;18;28;2;40;[115, 6227, 6228]
116;18;29;4;35;[116, 6249, 6250]
117;19;24;6;45;[117, 6441, 6442]
118;19;25;6;40;[118, 6501, 6502]
119;19;26;6;30;[119]
120;19;27;2;60;[120]
121;19;28;10;40;[121, 6479, 6480]
122;19;29;10;45;[122, 6459, 6460]
123;20;24;2;50;[123, 6715, 6716]
124;20;25;2;30;[124]
125;20;26;6;30;[125, 6651, 6652]
126;20;27;2;55;[126, 6673, 6674]
127;20;28;4;30;[127]
128;20;29;4;60;[128, 6695, 6696]
129;21;24;4;40;[129, 6925, 6926]
130;21;25;8;35;[130, 6843, 6844]
131;21;26;2;55;[131, 6943, 6944]
132;21;27;4;55;[132, 6883, 6884]
133;21;28;8;35;[133, 6861, 6862]
134;21;29;8;50;[134, 6905, 6906]
135;22;24;8;40;[135, 7077, 7078]
136;22;25;2;60;[136, 7139, 7140]
137;22;26;2;35;[137, 7117, 7118]
138;22;27;4;50;[138, 7095, 7096]
139;22;28;6;35;[139, 7055, 7056]
140;22;29;4;35;[140]
141;23;24;4;35;[141, 7305, 7306]
142;23;25;4;50;[142, 7267, 7268]
143;23;26;6;55;[143]
144;23;27;2;55;[144, 7345, 7346]
145;23;28;10;50;[145, 7323, 7324]
146;23;29;8;55;[146, 7285, 7286]
147;24;30;4;45;[147, 7479, 7480]
148;24;31;2;30;[148, 7499, 7500]
149;24;32;10;45;[149]
150;24;33;4;35;[150, 7429, 7430]
151;24;34;2;50;[151]
152;24;35;10;55;[152, 7453, 7454]
153;25;30;4;35;[153, 7655, 7656]
154;25;31;4;35;[154, 7635, 7636]
155;25;32;2;35;[155]
156;25;33;6;30;[156, 7611, 7612]
157;25;34;2;50;[157, 7675, 7676]
158;25;35;2;35;[158, 7697, 7698]
159;26;30;6;50;[159]
160;26;31;10;30;[160, 7861, 7862]
161;26;32;6;45;[161, 7793, 7794]
162;26;33;6;55;[162]
163;26;34;2;35;[163, 7839, 7840]
164;26;35;4;50;[164, 7813, 7814]
165;27;30;2;35;[165, 8085, 8086]
166;27;31;8;55;[166, 8105, 8106]
167;27;32;4;40;[167, 8065, 8066]
168;27;33;10;30;[168, 8019, 8020]
169;27;34;2;50;[169, 8043, 8044]
170;27;35;6;40;[170]
171;28;30;6;40;[171, 8243, 8244]
172;28;31;4;50;[172, 8333, 8334]
173;28;32;6;60;[173, 8263, 8264]
174;28;33;8;40;[174, 8309, 8310]
175;28;34;10;55;[175, 8353, 8354]
176;28;35;8;40;[176, 8283, 8284]
177;29;30;8;50;[177, 8555, 8556]
178;29;31;6;45;[178, 8535, 8536]
179;29;32;10;30;[179]
180;29;33;10;50;[180, 8485, 8486]
181;29;34;8;35;[181, 8463, 8464]
182;29;35;2;30;[182, 8509, 8510]
183;30;36;6;45;[183]
184;30;37;10;35;[184]
185;30;38;6;55;[185, 8691, 8692]
186;30;39;10;40;[186, 8669, 8670]
187;30;40;10;60;[187]
188;30;41;4;60;[188, 8735, 8736]
189;30;42;8;35;[189, 8711, 8712]
190;31;36;4;55;[190, 8921, 8922]
191;31;37;6;40;[191, 8897, 8898]
192;31;38;10;50;[192]
193;31;39;4;45;[193]
194;31;40;10;55;[194, 8971, 8972]
195;31;41;6;30;[195, 8875, 8876]
196;31;42;10;30;[196, 8947, 8948]
197;32;36;10;55;[197, 9077, 9078]
198;32;37;2;40;[198]
199;32;38;4;45;[199, 9149, 9150]
200;32;39;4;50;[200, 9169, 9170]
201;32;40;10;50;[201, 9127, 9128]
202;32;41;6;35;[202, 9191, 9192]
203;32;42;6;45;[203, 9103, 9104]
204;33;36;8;40;[204, 9325, 9326]
205;33;37;10;60;[205]
206;33;38;10;60;[206]
207;33;39;6;30;[207, 9281, 9282]
208;33;40;8;45;[208, 9351, 9352]
209;33;41;6;40;[209, 9303, 9304]
210;33;42;6;60;[210, 9373, 9374]
211;34;36;8;55;[211, 9529, 9530]
212;34;37;6;40;[212, 9599, 9600]
213;34;38;2;30;[213]
214;34;39;6;35;[214, 9577, 9578]
215;34;40;6;35;[215, 9555, 9556]
216;34;41;10;55;[216]
217;34;42;8;55;[217]
218;35;36;10;55;[218, 9775, 9776]
219;35;37;6;45;[219, 9801, 9802]
220;35;38;4;50;[220, 9869, 9870]
221;35;39;6;40;[221, 9753, 9754]
222;35;40;8;50;[222, 9847, 9848]
223;35;41;8;35;[223, 9825, 9826]
224;35;42;2;45;[224]
225;36;43;10;50;[225, 10041, 10042]
226;36;44;10;35;[226, 10065, 10066]
227;36;45;8;40;[227, 10087, 10088]
228;36;46;4;45;[228, 10129, 10130]
229;36;47;10;55;[229, 10113, 10114]
230;36;48;6;40;[230, 10019, 10020]
231;36;49;4;35;[231]
232;36;50;10;55;[232]
233;37;43;2;30;[233]
234;37;44;2;60;[234]
235;37;45;6;60;[235, 10339, 10340]
236;37;46;4;45;[236, 10295, 10296]
237;37;47;4;50;[237, 10365, 10366]
238;37;48;10;60;[238, 10273, 10274]
239;37;49;10;35;[239, 10317, 10318]
240;37;50;8;55;[240]
241;38;43;8;55;[241]
242;38;44;4;55;[242]
243;38;45;10;35;[243, 10587, 10588]
244;38;46;6;35;[244, 10519, 10520]
245;38;47;10;35;[245, 10503, 10504]
246;38;48;4;55;[246, 10541, 10542]
247;38;49;2;30;[247, 10613, 10614]
248;38;50;4;35;[248, 10563, 10564]
249;39;43;10;30;[249]
250;39;44;10;60;[250, 10695, 10696]
251;39;45;4;35;[251]
252;39;46;6;30;[252]
253;39;47;2;55;[253]
254;39;48;4;35;[254, 10763, 10764]
255;39;49;8;30;[255, 10741, 10742]
256;39;50;10;45;[256, 10717, 10718]
257;40;43;6;55;[257, 10973, 10974]
258;40;44;6;35;[258, 10907, 10908]
259;40;45;6;45;[259]
260;40;46;6;60;[260, 10951, 10952]
261;40;47;6;40;[261]
262;40;48;6;60;[262]
263;40;49;4;40;[263, 10929, 10930]
264;40;50;8;55;[264]
265;41;43;6;50;[265, 11235, 11236]
266;41;44;8;30;[266, 11213, 11214]
267;41;45;8;40;[267, 11163, 11164]
268;41;46;10;35;[268]
269;41;47;6;55;[269]
270;41;48;4;60;[270, 11119, 11120]
271;41;49;8;35;[271, 11141, 11142]
272;41;50;8;55;[272, 11189, 11190]
273;42;43;6;60;[273, 11393, 11394]
274;42;44;4;45;[274, 11371, 11372]
275;42;45;4;55;[275, 11345, 11346]
276;42;46;10;35;[276, 11439, 11440]
277;42;47;8;30;[277, 11461, 11462]
278;42;48;2;50;[278]
279;42;49;8;50;[279, 11417, 11418]
280;42;50;8;40;[280]
281;43;51;6;60;[281, 11601, 11602]
282;43;52;8;35;[282]
283;43;53;2;30;[283, 11621, 11622]
284;43;54;8;60;[284, 11639, 11640]
285;43;55;2;30;[285, 11657, 11658]
286;43;56;10;30;[286, 11577, 11578]
287;43;57;8;55;[287]
288;44;51;2;55;[288, 11863, 11864]
289;44;52;4;60;[289]
290;44;53;10;50;[290, 11883, 11884]
291;44;54;4;30;[291, 11821, 11822]
292;44;55;4;40;[292, 11799, 11800]
293;44;56;10;55;[293, 11839, 11840]
294;44;57;2;50;[294]
295;45;51;6;50;[295, 12017, 12018]
296;45;52;2;60;[296]
297;45;53;10;55;[297, 12057, 12058]
298;45;54;6;55;[298, 12099, 12100]
299;45;55;2;50;[299, 11995, 11996]
300;45;56;8;45;[300, 12075, 12076]
301;45;57;8;35;[301, 12037, 12038]
302;46;51;6;35;[302, 12255, 12256]
303;46;52;6;50;[303, 12293, 12294]
304;46;53;10;35;[304, 12275, 12276]
305;46;54;6;30;[305, 12335, 12336]
306;46;55;10;50;[306, 12233, 12234]
307;46;56;8;35;[307, 12311, 12312]
308;46;57;10;35;[308]
309;47;51;2;60;[309]
310;47;52;2;60;[310]
311;47;53;10;30;[311, 12497, 12498]
312;47;54;6;60;[312, 12435, 12436]
313;47;55;4;45;[313]
314;47;56;8;40;[314, 12473, 12474]
315;47;57;6;55;[315, 12453, 12454]
316;48;51;8;55;[316, 12615, 12616]
317;48;52;6;55;[317]
318;48;53;4;40;[318]
319;48;54;10;35;[319, 12597, 12598]
320;48;55;2;35;[320, 12575, 12576]
321;48;56;8;55;[321]
322;48;57;6;40;[322, 12635, 12636]
323;49;51;6;30;[323, 12811, 12812]
324;49;52;4;40;[324, 12773, 12774]
325;49;53;8;55;[325]
326;49;54;2;40;[326]
327;49;55;8;60;[327, 12831, 12832]
328;49;56;6;30;[328]
329;49;57;4;30;[329, 12791, 12792]
330;50;51;8;35;[330, 13057, 13058]
331;50;52;4;50;[331, 13077, 13078]
332;50;53;2;55;[332, 13039, 13040]
333;50;54;8;30;[333, 12975, 12976]
334;50;55;2;30;[334, 12993, 12994]
335;50;56;10;55;[335, 13015, 13016]
336;50;57;10;60;[336]
337;51;58;8;45;[337, 13235, 13236]
338;51;59;8;40;[338, 13195, 13196]
339;51;60;6;45;[339, 13293, 13294]
340;51;61;8;40;[340, 13277, 13278]
341;51;62;10;55;[341, 13257, 13258]
342;51;63;6;35;[342]
343;51;64;8;35;[343, 13217, 13218]
344;52;58;8;55;[344]
345;52;59;2;55;[345]
346;52;60;4;40;[346, 13391, 13392]
347;52;61;6;55;[347, 13449, 13450]
348;52;62;6;30;[348, 13371, 13372]
349;52;63;8;50;[349, 13411, 13412]
350;52;64;4;30;[350, 13431, 13432]
351;53;58;6;30;[351, 13537, 13538]
352;53;59;8;50;[352, 13579, 13580]
353;53;60;6;55;[353]
354;53;61;2;60;[354]
355;53;62;4;60;[355]
356;53;63;4;45;[356, 13559, 13560]
357;53;64;10;60;[357, 13519, 13520]
358;54;58;6;35;[358, 13697, 13698]
359;54;59;8;40;[359, 13675, 13676]
360;54;60;10;35;[360, 13719, 13720]
361;54;61;4;50;[361, 13739, 13740]
362;54;62;6;30;[362, 13755, 13756]
363;54;63;4;50;[363]
364;54;64;10;30;[364]
365;55;58;2;30;[365]
366;55;59;8;35;[366, 13833, 13834]
367;55;60;4;30;[367]
368;55;61;2;40;[368, 13855, 13856]
369;55;62;10;30;[369, 13891, 13892]
370;55;63;6;35;[370, 13871, 13872]
371;55;64;8;45;[371, 13911, 13912]
372;56;58;2;30;[372, 14097, 14098]
373;56;59;4;40;[373, 14075, 14076]
374;56;60;6;35;[374, 14119, 14120]
375;56;61;4;60;[375]
376;56;62;6;60;[376, 14037, 14038]
377;56;63;4;30;[377, 14017, 14018]
378;56;64;10;35;[378, 14057, 14058]
379;57;58;4;30;[379]
380;57;59;2;30;[380]
381;57;60;4;40;[381, 14287, 14288]
382;57;61;10;45;[382, 14253, 14254]
383;57;62;2;60;[383, 14233, 14234]
384;57;63;10;50;[384, 14307, 14308]
385;57;64;8;55;[385, 14269, 14270]
386;58;65;2;45;[386]
387;58;66;2;55;[387, 14401, 14402]
388;58;67;8;55;[388, 14491, 14492]
389;58;68;2;40;[389, 14433, 14434]
390;58;69;8;30;[390, 14451, 14452]
391;58;70;8;60;[391, 14417, 14418]
392;58;71;8;60;[392, 14471, 14472]
393;59;65;10;60;[393]
394;59;66;8;35;[394, 14695, 14696]
395;59;67;4;50;[395, 14601, 14602]
396;59;68;4;35;[396, 14637, 14638]
397;59;69;4;50;[397, 14675, 14676]
398;59;70;6;35;[398, 14621, 14622]
399;59;71;2;50;[399, 14655, 14656]
400;60;65;4;60;[400, 14857, 14858]
401;60;66;8;55;[401, 14895, 14896]
402;60;67;10;55;[402, 14875, 14876]
403;60;68;8;45;[403]
404;60;69;6;55;[404, 14801, 14802]
405;60;70;10;55;[405, 14821, 14822]
406;60;71;2;35;[406, 14837, 14838]
407;61;65;6;60;[407, 14993, 14994]
408;61;66;4;45;[408, 14977, 14978]
409;61;67;6;60;[409, 15031, 15032]
410;61;68;8;50;[410]
411;61;69;8;60;[411]
412;61;70;4;40;[412]
413;61;71;10;50;[413, 15011, 15012]
414;62;65;4;55;[414, 15117, 15118]
415;62;66;4;35;[415]
416;62;67;10;40;[416]
417;62;68;4;50;[417, 15135, 15136]
418;62;69;6;60;[418, 15153, 15154]
419;62;70;4;30;[419, 15173, 15174]
420;62;71;10;35;[420, 15189, 15190]
421;63;65;10;50;[421]
422;63;66;2;40;[422, 15373, 15374]
423;63;67;8;45;[423, 15353, 15354]
424;63;68;8;45;[424, 15299, 15300]
425;63;69;8;30;[425, 15333, 15334]
426;63;70;6;50;[426, 15317, 15318]
427;63;71;4;45;[427]
428;64;65;10;50;[428, 15499, 15500]
429;64;66;2;35;[429, 15517, 15518]
430;64;67;2;55;[430]
431;64;68;6;35;[431, 15533, 15534]
432;64;69;10;50;[432]
433;64;70;4;60;[433]
434;64;71;4;50;[434, 15479, 15480]
435;65;72;10;60;[435, 15707, 15708]
436;65;73;6;55;[436, 15641, 15642]
437;65;74;2;50;[437, 15687, 15688]
438;65;75;10;40;[438, 15663, 15664]
439;66;72;4;60;[439, 15815, 15816]
440;66;73;8;30;[440, 15839, 15840]
441;66;74;2;35;[441, 15885, 15886]
442;66;75;8;60;[442, 15861, 15862]
443;67;72;4;30;[443, 15969, 15970]
444;67;73;8;40;[444, 16013, 16014]
445;67;74;6;35;[445, 15993, 15994]
446;67;75;6;40;[446, 16035, 16036]
447;68;72;6;35;[447, 16205, 16206]
448;68;73;10;40;[448, 16229, 16230]
449;68;74;6;45;[449, 16185, 16186]
450;68;75;2;60;[450, 16161, 16162]
451;69;72;2;45;[451, 16335, 16336]
452;69;73;2;60;[452, 16359, 16360]
453;69;74;4;55;[453, 16405, 16406]
454;69;75;2;55;[454, 16381, 16382]
455;70;72;2;55;[455, 16573, 16574]
456;70;73;6;50;[456, 16551, 16552]
457;70;74;6;40;[457, 16597, 16598]
458;70;75;10;60;[458, 16527, 16528]
459;71;72;2;30;[459, 16681, 16682]
460;71;73;2;50;[460, 16705, 16706]
461;71;74;6;55;[461, 16751, 16752]
462;71;75;4;60;[462, 16727, 16728]
463;72;76;8;45;[463, 16955, 16956]
464;72;77;2;35;[464, 16895, 16896]
465;72;78;6;50;[465, 16937, 16938]
466;72;79;6;40;[466, 16917, 16918]
467;72;80;10;55;[467, 16873, 16874]
468;73;76;8;60;[468, 17099, 17100]
469;73;77;6;50;[469, 17159, 17160]
470;73;78;4;30;[470, 17141, 17142]
471;73;79;2;45;[471]
472;73;80;6;50;[472, 17119, 17120]
473;74;76;6;50;[473, 17387, 17388]
474;74;77;6;40;[474, 17325, 17326]
475;74;78;10;45;[475, 17369, 17370]
476;74;79;10;55;[476, 17305, 17306]
477;74;80;10;40;[477, 17347, 17348]
478;75;76;6;45;[478, 17553, 17554]
479;75;77;6;55;[479, 17573, 17574]
480;75;78;4;55;[480, 17515, 17516]
481;75;79;2;30;[481, 17533, 17534]
482;75;80;2;35;[482, 17493, 17494]
483;76;81;8;40;[483, 17779, 17780]
484;76;82;2;45;[484]
485;76;83;10;30;[485, 17719, 17720]
486;76;84;8;50;[486]
487;76;85;8;30;[487, 17755, 17756]
488;76;86;8;40;[488, 17737, 17738]
489;77;81;8;40;[489, 17993, 17994]
490;77;82;8;50;[490, 17931, 17932]
491;77;83;6;30;[491, 17951, 17952]
492;77;84;4;60;[492, 17909, 17910]
493;77;85;2;45;[493, 17969, 17970]
494;77;86;8;60;[494, 18015, 18016]
495;78;81;8;60;[495, 18117, 18118]
496;78;82;2;55;[496, 18175, 18176]
497;78;83;8;40;[497, 18139, 18140]
498;78;84;8;50;[498, 18195, 18196]
499;78;85;10;40;[499]
500;78;86;8;50;[500, 18157, 18158]
501;79;81;6;60;[501, 18321, 18322]
502;79;82;8;35;[502, 18283, 18284]
503;79;83;10;55;[503, 18303, 18304]
504;79;84;4;55;[504, 18367, 18368]
505;79;85;8;35;[505, 18343, 18344]
506;79;86;8;60;[506]
507;80;81;2;45;[507, 18521, 18522]
508;80;82;4;50;[508, 18479, 18480]
509;80;83;2;50;[509, 18543, 18544]
510;80;84;2;55;[510, 18499, 18500]
511;80;85;2;40;[511, 18579, 18580]
512;80;86;2;55;[512, 18561, 18562]
513;81;87;8;40;[513, 18685, 18686]
514;81;88;2;30;[514, 18725, 18726]
515;81;89;2;30;[515, 18751, 18752]
516;81;90;8;35;[516, 18769, 18770]
517;81;91;4;45;[517, 18701, 18702]
518;82;87;4;45;[518, 18967, 18968]
519;82;88;8;35;[519, 18983, 18984]
520;82;89;10;35;[520, 18949, 18950]
521;82;90;2;35;[521, 18901, 18902]
522;82;91;8;30;[522, 18925, 18926]
523;83;87;8;45;[523]
524;83;88;2;50;[524, 19155, 19156]
525;83;89;6;45;[525, 19137, 19138]
526;83;90;10;30;[526, 19089, 19090]
527;83;91;8;55;[527, 19113, 19114]
528;84;87;6;55;[528, 19333, 19334]
529;84;88;10;35;[529, 19265, 19266]
530;84;89;4;60;[530, 19315, 19316]
531;84;90;8;30;[531, 19349, 19350]
532;84;91;8;40;[532, 19291, 19292]
533;85;87;2;40;[533, 19501, 19502]
534;85;88;8;50;[534, 19565, 19566]
535;85;89;8;35;[535, 19483, 19484]
536;85;90;8;35;[536, 19541, 19542]
537;85;91;8;35;[537, 19517, 19518]
538;86;87;4;45;[538, 19719, 19720]
539;86;88;4;45;[539, 19777, 19778]
540;86;89;10;35;[540, 19735, 19736]
541;86;90;8;50;[541, 19803, 19804]
542;86;91;10;60;[542, 19753, 19754]
543;87;92;2;40;[543, 19907, 19908]
544;87;93;2;50;[544, 19953, 19954]
545;87;94;4;50;[545]
546;87;95;6;50;[546, 19931, 19932]
547;87;96;2;40;[547, 19889, 19890]
548;87;97;10;55;[548]
549;87;98;10;35;[549]
550;88;92;8;50;[550, 20145, 20146]
551;88;93;6;35;[551, 20101, 20102]
552;88;94;10;40;[552, 20121, 20122]
553;88;95;6;45;[553, 20079, 20080]
554;88;96;6;55;[554, 20061, 20062]
555;88;97;8;60;[555, 20037, 20038]
556;88;98;4;55;[556]
557;89;92;10;30;[557, 20285, 20286]
558;89;93;6;55;[558, 20309, 20310]
559;89;94;4;60;[559]
560;89;95;4;60;[560, 20329, 20330]
561;89;96;6;50;[561, 20351, 20352]
562;89;97;2;45;[562]
563;89;98;2;45;[563]
564;90;92;6;60;[564, 20505, 20506]
565;90;93;10;55;[565, 20553, 20554]
566;90;94;10;35;[566, 20445, 20446]
567;90;95;10;45;[567]
568;90;96;4;40;[568, 20487, 20488]
569;90;97;8;40;[569, 20529, 20530]
570;90;98;8;40;[570, 20469, 20470]
571;91;92;6;40;[571, 20743, 20744]
572;91;93;10;60;[572, 20677, 20678]
573;91;94;2;60;[573, 20697, 20698]
574;91;95;10;40;[574, 20721, 20722]
575;91;96;2;55;[575, 20767, 20768]
576;91;97;10;40;[576, 20785, 20786]
577;91;98;4;35;[577]
578;92;99;6;35;[578, 20953, 20954]
579;92;100;4;55;[579]
580;92;101;4;30;[580, 20997, 20998]
581;92;102;2;30;[581, 20937, 20938]
582;92;103;4;40;[582, 20973, 20974]
583;92;104;6;40;[583, 20903, 20904]
584;92;105;2;55;[584]
585;92;106;2;35;[585, 20919, 20920]
586;93;99;4;30;[586, 21159, 21160]
587;93;100;2;40;[587]
588;93;101;2;40;[588]
589;93;102;4;45;[589, 21203, 21204]
590;93;103;4;45;[590, 21179, 21180]
591;93;104;10;60;[591, 21219, 21220]
592;93;105;6;55;[592, 21139, 21140]
593;93;106;10;40;[593]
594;94;99;4;30;[594, 21343, 21344]
595;94;100;10;55;[595, 21431, 21432]
596;94;101;6;55;[596, 21407, 21408]
597;94;102;8;45;[597]
598;94;103;10;30;[598, 21383, 21384]
599;94;104;4;55;[599, 21327, 21328]
600;94;105;8;55;[600, 21363, 21364]
601;94;106;6;30;[601]
602;95;99;2;30;[602, 21625, 21626]
603;95;100;2;50;[603]
604;95;101;2;60;[604, 21645, 21646]
605;95;102;10;35;[605]
606;95;103;6;60;[606]
607;95;104;10;60;[607, 21571, 21572]
608;95;105;10;40;[608, 21587, 21588]
609;95;106;2;45;[609, 21607, 21608]
610;96;99;4;40;[610, 21787, 21788]
611;96;100;10;35;[611, 21825, 21826]
612;96;101;6;50;[612]
613;96;102;10;45;[613, 21871, 21872]
614;96;103;10;60;[614, 21847, 21848]
615;96;104;6;30;[615]
616;96;105;2;45;[616]
617;96;106;4;60;[617, 21807, 21808]
618;97;99;10;40;[618, 22021, 22022]
619;97;100;2;55;[619]
620;97;101;4;50;[620, 22059, 22060]
621;97;102;8;55;[621]
622;97;103;2;45;[622, 21997, 21998]
623;97;104;10;60;[623, 21981, 21982]
624;97;105;6;35;[624, 21961, 21962]
625;97;106;6;45;[625, 22041, 22042]
626;98;99;6;40;[626, 22261, 22262]
627;98;100;10;50;[627, 22281, 22282]
628;98;101;10;60;[628]
629;98;102;10;60;[629, 22201, 22202]
630;98;103;8;50;[630, 22237, 22238]
631;98;104;10;30;[631]
632;98;105;2;30;[632, 22217, 22218]
633;98;106;6;45;[633]
634;99;107;10;55;[634]
635;99;108;6;45;[635, 22421, 22422]
636;99;109;10;35;[636, 22447, 22448]
637;99;110;4;30;[637, 22395, 22396]
638;99;111;8;60;[638, 22371, 22372]
639;100;107;10;35;[639, 22507, 22508]
640;100;108;8;45;[640, 22481, 22482]
641;100;109;10;45;[641, 22525, 22526]
642;100;110;10;50;[642]
643;100;111;6;55;[643, 22549, 22550]
644;101;107;10;50;[644, 22635, 22636]
645;101;108;10;50;[645, 22585, 22586]
646;101;109;6;40;[646, 22611, 22612]
647;101;110;8;40;[647, 22653, 22654]
648;101;111;10;60;[648, 22679, 22680]
649;102;107;6;50;[649, 22715, 22716]
650;102;108;6;35;[650, 22733, 22734]
651;102;109;10;50;[651, 22759, 22760]
652;102;110;8;45;[652]
653;102;111;2;40;[653, 22783, 22784]
654;103;107;8;45;[654, 22887, 22888]
655;103;108;10;60;[655, 22905, 22906]
656;103;109;2;45;[656, 22839, 22840]
657;103;110;6;40;[657, 22813, 22814]
658;103;111;10;45;[658, 22863, 22864]
659;104;107;4;60;[659]
660;104;108;8;35;[660, 22993, 22994]
661;104;109;2;55;[661, 22943, 22944]
662;104;110;10;35;[662, 22967, 22968]
663;104;111;6;55;[663, 23019, 23020]
664;105;107;4;45;[664, 23049, 23050]
665;105;108;2;50;[665, 23091, 23092]
666;105;109;6;40;[666, 23067, 23068]
667;105;110;6;45;[667]
668;105;111;2;35;[668, 23117, 23118]
669;106;107;4;35;[669, 23251, 23252]
670;106;108;8;60;[670, 23201, 23202]
671;106;109;8;40;[671, 23227, 23228]
672;106;110;10;35;[672, 23151, 23152]
673;106;111;10;40;[673, 23177, 23178]
674;107;112;6;50;[674, 23279, 23280]
675;107;113;6;55;[675]
676;107;114;2;60;[676, 23283, 23284]
677;107;115;2;40;[677]
678;107;116;8;30;[678, 23275, 23276]
679;107;117;2;45;[679, 23281, 23282]
680;107;118;4;60;[680, 23277, 23278]
681;107;119;10;30;[681]
682;108;112;8;45;[682]
683;108;113;2;45;[683, 23291, 23292]
684;108;114;6;55;[684]
685;108;115;6;35;[685, 23297, 23298]
686;108;116;4;45;[686, 23299, 23300]
687;108;117;8;35;[687, 23301, 23302]
688;108;118;6;50;[688, 23295, 23296]
689;108;119;6;30;[689, 23293, 23294]
690;109;112;10;45;[690, 23315, 23316]
