id;depart;arrivee;capacite du vol;list_itineraires
176;19;25;100;[4007, 4008, 4471, 4472, 4831, 4832, 5235, 5236, 5661, 5662, 5767, 5768, 6501, 6502]
177;19;35;90;[4009, 4010, 4473, 4474, 4833, 4834, 5237, 5238, 5663, 5664, 5769, 5770, 6519, 6520]
178;19;34;100;[4011, 4012, 4475, 4476, 4835, 4836, 5239, 5240, 5665, 5666, 5771, 5772, 6545, 6546]
179;19;30;100;[4013, 4014, 4477, 4478, 4837, 4838, 5241, 5242, 5667, 5668, 5773, 5774, 6567, 6568]
180;19;31;100;[4015, 4016, 4479, 4480, 4839, 4840, 5243, 5244, 5669, 5670, 5775, 5776, 6587, 6588]
181;19;32;90;[4017, 4018, 4481, 4482, 4841, 4842, 5245, 5246, 5671, 5672, 5777, 5778, 6607, 6608]
182;19;33;50;[4019, 4020, 4483, 4484, 4843, 4844, 5247, 5248, 5673, 5674, 5779, 5780, 6627, 6628]
183;20;26;80;[3757, 3758, 3959, 3960, 4161, 4162, 4383, 4384, 4487, 4488, 4677, 4678, 4909, 4910, 5183, 5184, 5421, 5422, 5613, 5614, 5783, 5784, 6651, 6652]
184;20;27;90;[3759, 3760, 3961, 3962, 4163, 4164, 4385, 4386, 4489, 4490, 4679, 4680, 4911, 4912, 5185, 5186, 5423, 5424, 5615, 5616, 5785, 5786, 6673, 6674]
185;20;29;80;[3761, 3762, 3963, 3964, 4165, 4166, 4387, 4388, 4491, 4492, 4681, 4682, 4913, 4914, 5187, 5188, 5425, 5426, 5617, 5618, 5787, 5788, 6695, 6696]
186;20;24;70;[3763, 3764, 3965, 3966, 4167, 4168, 4389, 4390, 4493, 4494, 4683, 4684, 4915, 4916, 5189, 5190, 5427, 5428, 5619, 5620, 5789, 5790, 6715, 6716]
187;20;33;50;[3765, 3766, 3967, 3968, 4169, 4170, 4391, 4392, 4495, 4496, 4685, 4686, 4917, 4918, 5191, 5192, 5429, 5430, 5621, 5622, 5791, 5792, 6733, 6734]
188;20;35;70;[3767, 3768, 3969, 3970, 4171, 4172, 4393, 4394, 4497, 4498, 4687, 4688, 4919, 4920, 5193, 5194, 5431, 5432, 5623, 5624, 5793, 5794, 6757, 6758]
189;20;32;100;[3769, 3770, 3971, 3972, 4173, 4174, 4395, 4396, 4499, 4500, 4689, 4690, 4921, 4922, 5195, 5196, 5433, 5434, 5625, 5626, 5795, 5796, 6783, 6784]
190;20;30;50;[3771, 3772, 3973, 3974, 4175, 4176, 4397, 4398, 4501, 4502, 4691, 4692, 4923, 4924, 5197, 5198, 5435, 5436, 5627, 5628, 5797, 5798, 6803, 6804]
191;20;31;60;[3773, 3774, 3975, 3976, 4177, 4178, 4399, 4400, 4503, 4504, 4693, 4694, 4925, 4926, 5199, 5200, 5437, 5438, 5629, 5630, 5799, 5800, 6823, 6824]
192;21;25;50;[3713, 3714, 3979, 3980, 4507, 4508, 4697, 4698, 4865, 4866, 5059, 5060, 5251, 5252, 5441, 5442, 5677, 5678, 5829, 5830, 6843, 6844]
193;21;28;60;[3715, 3716, 3981, 3982, 4509, 4510, 4699, 4700, 4867, 4868, 5061, 5062, 5253, 5254, 5443, 5444, 5679, 5680, 5831, 5832, 6861, 6862]
194;21;27;60;[3717, 3718, 3983, 3984, 4511, 4512, 4701, 4702, 4869, 4870, 5063, 5064, 5255, 5256, 5445, 5446, 5681, 5682, 5833, 5834, 6883, 6884]
195;21;29;80;[3719, 3720, 3985, 3986, 4513, 4514, 4703, 4704, 4871, 4872, 5065, 5066, 5257, 5258, 5447, 5448, 5683, 5684, 5835, 5836, 6905, 6906]
196;21;24;50;[3721, 3722, 3987, 3988, 4515, 4516, 4705, 4706, 4873, 4874, 5067, 5068, 5259, 5260, 5449, 5450, 5685, 5686, 5837, 5838, 6925, 6926]
197;21;26;70;[3723, 3724, 3989, 3990, 4517, 4518, 4707, 4708, 4875, 4876, 5069, 5070, 5261, 5262, 5451, 5452, 5687, 5688, 5839, 5840, 6943, 6944]
198;21;32;60;[3725, 3726, 3991, 3992, 4519, 4520, 4709, 4710, 4877, 4878, 5071, 5072, 5263, 5264, 5453, 5454, 5689, 5690, 5841, 5842, 6965, 6966]
199;21;33;90;[3727, 3728, 3993, 3994, 4521, 4522, 4711, 4712, 4879, 4880, 5073, 5074, 5265, 5266, 5455, 5456, 5691, 5692, 5843, 5844, 6985, 6986]
200;21;35;90;[3729, 3730, 3995, 3996, 4523, 4524, 4713, 4714, 4881, 4882, 5075, 5076, 5267, 5268, 5457, 5458, 5693, 5694, 5845, 5846, 7009, 7010]
201;21;31;100;[3731, 3732, 3997, 3998, 4525, 4526, 4715, 4716, 4883, 4884, 5077, 5078, 5269, 5270, 5459, 5460, 5695, 5696, 5847, 5848, 7035, 7036]
202;22;28;60;[3735, 3736, 3937, 3938, 4181, 4182, 4361, 4362, 4719, 4720, 5037, 5038, 5143, 5144, 5463, 5464, 5851, 5852, 7055, 7056]
203;22;24;70;[3737, 3738, 3939, 3940, 4183, 4184, 4363, 4364, 4721, 4722, 5039, 5040, 5145, 5146, 5465, 5466, 5853, 5854, 7077, 7078]
204;22;27;100;[3739, 3740, 3941, 3942, 4185, 4186, 4365, 4366, 4723, 4724, 5041, 5042, 5147, 5148, 5467, 5468, 5855, 5856, 7095, 7096]
205;22;26;70;[3741, 3742, 3943, 3944, 4187, 4188, 4367, 4368, 4725, 4726, 5043, 5044, 5149, 5150, 5469, 5470, 5857, 5858, 7117, 7118]
206;22;25;60;[3743, 3744, 3945, 3946, 4189, 4190, 4369, 4370, 4727, 4728, 5045, 5046, 5151, 5152, 5471, 5472, 5859, 5860, 7139, 7140]
207;22;30;100;[3745, 3746, 3947, 3948, 4191, 4192, 4371, 4372, 4729, 4730, 5047, 5048, 5153, 5154, 5473, 5474, 5861, 5862, 7157, 7158]
208;22;31;90;[3747, 3748, 3949, 3950, 4193, 4194, 4373, 4374, 4731, 4732, 5049, 5050, 5155, 5156, 5475, 5476, 5863, 5864, 7177, 7178]
209;22;32;70;[3749, 3750, 3951, 3952, 4195, 4196, 4375, 4376, 4733, 4734, 5051, 5052, 5157, 5158, 5477, 5478, 5865, 5866, 7197, 7198]
210;22;33;100;[3751, 3752, 3953, 3954, 4197, 4198, 4377, 4378, 4735, 4736, 5053, 5054, 5159, 5160, 5479, 5480, 5867, 5868, 7217, 7218]
211;22;35;100;[3753, 3754, 3955, 3956, 4199, 4200, 4379, 4380, 4737, 4738, 5055, 5056, 5161, 5162, 5481, 5482, 5869, 5870, 7241, 7242]
212;23;25;60;[3777, 3778, 4203, 4204, 4403, 4404, 4421, 4422, 4659, 4660, 4847, 4848, 5165, 5166, 5507, 5508, 5873, 5874, 7267, 7268]
213;23;29;80;[3779, 3780, 4205, 4206, 4405, 4406, 4423, 4424, 4661, 4662, 4849, 4850, 5167, 5168, 5509, 5510, 5875, 5876, 7285, 7286]
214;23;24;100;[3781, 3782, 4207, 4208, 4407, 4408, 4425, 4426, 4663, 4664, 4851, 4852, 5169, 5170, 5511, 5512, 5877, 5878, 7305, 7306]
215;23;28;50;[3783, 3784, 4209, 4210, 4409, 4410, 4427, 4428, 4665, 4666, 4853, 4854, 5171, 5172, 5513, 5514, 5879, 5880, 7323, 7324]
216;23;27;80;[3785, 3786, 4211, 4212, 4411, 4412, 4429, 4430, 4667, 4668, 4855, 4856, 5173, 5174, 5515, 5516, 5881, 5882, 7345, 7346]
217;23;34;100;[3787, 3788, 4213, 4214, 4413, 4414, 4431, 4432, 4669, 4670, 4857, 4858, 5175, 5176, 5517, 5518, 5883, 5884, 7367, 7368]
218;23;32;50;[3789, 3790, 4215, 4216, 4415, 4416, 4433, 4434, 4671, 4672, 4859, 4860, 5177, 5178, 5519, 5520, 5885, 5886, 7389, 7390]
219;23;31;70;[3791, 3792, 4217, 4218, 4417, 4418, 4435, 4436, 4673, 4674, 4861, 4862, 5179, 5180, 5521, 5522, 5887, 5888, 7409, 7410]
220;24;33;50;[4807, 4808, 4929, 4930, 5081, 5082, 5333, 5334, 5891, 5892, 6211, 6212, 6443, 6444, 6717, 6718, 6927, 6928, 7079, 7080, 7307, 7308, 7429, 7430]
221;24;35;90;[4809, 4810, 4931, 4932, 5083, 5084, 5335, 5336, 5893, 5894, 6213, 6214, 6445, 6446, 6719, 6720, 6929, 6930, 7081, 7082, 7309, 7310, 7453, 7454]
222;24;30;90;[4811, 4812, 4933, 4934, 5085, 5086, 5337, 5338, 5895, 5896, 6215, 6216, 6447, 6448, 6721, 6722, 6931, 6932, 7083, 7084, 7311, 7312, 7479, 7480]
223;24;31;50;[4813, 4814, 4935, 4936, 5087, 5088, 5339, 5340, 5897, 5898, 6217, 6218, 6449, 6450, 6723, 6724, 6933, 6934, 7085, 7086, 7313, 7314, 7499, 7500]
224;24;36;80;[4815, 4816, 4937, 4938, 5089, 5090, 5341, 5342, 5899, 5900, 6219, 6220, 6451, 6452, 6725, 6726, 6935, 6936, 7087, 7088, 7315, 7316, 7519, 7520]
225;24;38;50;[4817, 4818, 4939, 4940, 5091, 5092, 5343, 5344, 5901, 5902, 6221, 6222, 6453, 6454, 6727, 6728, 6937, 6938, 7089, 7090, 7317, 7318, 7545, 7546]
226;24;37;60;[4819, 4820, 4941, 4942, 5093, 5094, 5345, 5346, 5903, 5904, 6223, 6224, 6455, 6456, 6729, 6730, 6939, 6940, 7091, 7092, 7319, 7320, 7565, 7566]
227;24;41;80;[4821, 4822, 4943, 4944, 5095, 5096, 5347, 5348, 5905, 5906, 6225, 6226, 6457, 6458, 6731, 6732, 6941, 6942, 7093, 7094, 7321, 7322, 7589, 7590]
228;25;33;60;[4593, 4594, 5315, 5316, 5525, 5526, 5699, 5700, 6039, 6040, 6271, 6272, 6503, 6504, 6845, 6846, 7141, 7142, 7269, 7270, 7611, 7612]
229;25;31;50;[4595, 4596, 5317, 5318, 5527, 5528, 5701, 5702, 6041, 6042, 6273, 6274, 6505, 6506, 6847, 6848, 7143, 7144, 7271, 7272, 7635, 7636]
