id;depart;arrivee;demand_business;demand_family;list_itineraires
65;16;20;2;45;[65]
66;17;18;4;50;[66]
67;17;19;6;50;[67]
68;17;20;8;50;[68]
69;1;10;10;45;[69, 162, 163, 178, 179, 194, 195, 206, 207]
70;1;11;8;60;[70, 168, 169, 182, 183, 204, 205, 246, 247]
71;1;12;4;30;[71, 166, 167, 184, 185, 192, 193, 216, 217]
72;1;13;10;45;[72, 164, 165, 180, 181, 196, 197, 208, 209, 230, 231]
73;2;10;2;60;[73, 260, 261, 280, 281, 290, 291, 306, 307, 314, 315]
74;2;11;8;55;[74, 266, 267, 276, 277, 294, 295, 328, 329]
75;2;12;6;40;[75, 264, 265, 278, 279, 296, 297, 304, 305]
76;2;13;4;50;[76, 262, 263, 292, 293, 308, 309]
77;3;10;4;55;[77, 342, 343, 362, 363, 372, 373, 388, 389]
78;3;11;6;60;[78, 348, 349, 358, 359, 376, 377, 396, 397]
79;3;12;2;55;[79, 346, 347, 360, 361, 378, 379, 386, 387]
80;3;13;2;45;[80, 344, 345, 374, 375, 390, 391, 408, 409]
81;4;10;4;45;[81, 426, 427, 442, 443, 454, 455, 466, 467]
82;4;11;8;45;[82, 430, 431, 452, 453, 472, 473, 480, 481]
83;4;12;8;55;[83, 432, 433, 440, 441, 470, 471, 492, 493]
84;4;13;4;60;[84, 428, 429, 444, 445, 456, 457, 468, 469]
85;5;14;2;60;[85, 508, 509, 526, 527, 540, 541, 550, 551]
86;5;15;6;45;[86, 512, 513, 522, 523, 536, 537]
87;5;16;8;50;[87, 528, 529, 538, 539, 552, 553]
88;5;17;10;30;[88, 510, 511, 524, 525, 542, 543]
89;6;14;2;45;[89, 560, 561, 574, 575, 586, 587, 614, 615]
90;6;15;6;30;[90, 556, 557, 570, 571, 590, 591, 602, 603, 612, 613]
91;6;16;2;55;[91, 562, 563, 572, 573, 600, 601]
92;6;17;6;45;[92, 558, 559, 576, 577, 588, 589, 604, 605, 610, 611]
93;7;14;2;55;[93, 634, 635, 648, 649, 658, 659]
94;7;15;2;60;[94, 620, 621, 630, 631, 644, 645, 660, 661]
95;7;16;8;45;[95, 618, 619, 636, 637, 646, 647, 662, 663]
96;7;17;4;50;[96, 622, 623, 632, 633, 650, 651]
97;8;14;8;40;[97, 678, 679, 696, 697]
98;8;15;4;35;[98, 668, 669, 682, 683, 692, 693, 706, 707]
99;8;16;6;50;[99, 666, 667, 698, 699, 704, 705]
100;8;17;2;50;[100, 670, 671, 680, 681, 694, 695, 708, 709]
101;9;14;6;50;[101, 716, 717, 730, 731, 754, 755, 768, 769]
102;9;15;2;45;[102, 712, 713, 726, 727, 744, 745, 758, 759, 766, 767]
103;9;16;8;40;[103, 718, 719, 728, 729, 742, 743]
104;9;17;8;60;[104, 714, 715, 732, 733, 746, 747, 756, 757]
105;10;18;10;55;[105, 780, 781]
106;10;19;8;50;[106]
107;10;20;10;55;[107, 778, 779]
108;11;18;2;60;[108, 788, 789]
109;11;19;10;45;[109, 790, 791]
110;11;20;4;30;[110]
111;12;18;4;60;[111, 798, 799]
112;12;19;4;40;[112, 800, 801]
113;12;20;4;35;[113, 802, 803]
114;13;18;8;35;[114, 814, 815]
115;13;19;8;55;[115, 816, 817]
116;13;20;6;40;[116, 812, 813]
117;1;14;6;50;[117, 174, 175, 188, 189, 198, 199, 210, 211, 218, 219, 236, 237]
118;1;15;10;60;[118, 172, 173, 186, 187, 212, 213, 222, 223, 232, 233, 250, 251]
119;1;16;8;35;[119, 200, 201, 214, 215, 234, 235, 248, 249]
120;1;17;6;60;[120, 170, 171, 220, 221, 238, 239, 252, 253]
121;2;14;4;45;[121, 272, 273, 300, 301, 310, 311, 320, 321]
122;2;15;4;60;[122, 270, 271, 284, 285, 298, 299, 316, 317, 332, 333]
123;2;16;10;55;[123, 282, 283, 312, 313, 322, 323, 330, 331]
124;2;17;6;30;[124, 268, 269, 286, 287, 318, 319, 334, 335]
125;3;14;2;60;[125, 354, 355, 382, 383, 392, 393, 414, 415]
126;3;15;8;55;[126, 352, 353, 366, 367, 380, 381, 400, 401, 410, 411]
127;3;16;8;35;[127, 364, 365, 394, 395, 398, 399, 412, 413]
128;3;17;10;35;[128, 350, 351, 368, 369, 402, 403, 416, 417]
129;4;14;4;55;[129, 436, 437, 446, 447, 458, 459, 478, 479, 494, 495]
130;4;15;6;60;[130, 434, 435, 460, 461, 476, 477, 484, 485, 498, 499]
131;4;16;2;45;[131, 448, 449, 462, 463, 482, 483]
132;4;17;8;30;[132, 474, 475, 486, 487, 496, 497]
133;5;18;2;30;[133, 514, 515, 532, 533, 546, 547]
134;5;19;4;60;[134, 516, 517, 548, 549]
135;5;20;8;50;[135, 518, 519, 530, 531, 544, 545]
136;6;18;10;35;[136, 566, 567, 580, 581, 592, 593, 606, 607]
137;6;19;4;45;[137, 582, 583, 594, 595, 608, 609]
138;6;20;6;60;[138, 564, 565, 578, 579, 596, 597]
139;7;18;2;50;[139, 624, 625, 640, 641, 654, 655]
140;7;19;8;40;[140, 626, 627, 656, 657]
141;7;20;8;40;[141, 638, 639, 652, 653]
142;8;18;8;60;[142, 672, 673, 684, 685, 702, 703]
143;8;19;2;60;[143, 674, 675, 686, 687]
144;8;20;2;30;[144, 688, 689, 700, 701]
145;9;18;4;55;[145, 722, 723, 736, 737, 748, 749, 760, 761]
146;9;19;4;40;[146, 738, 739, 750, 751, 762, 763]
147;9;20;2;55;[147, 720, 721, 734, 735, 764, 765]
148;1;18;6;60;[148, 224, 225, 242, 243, 254, 255]
149;1;19;2;35;[149, 226, 227, 244, 245, 256, 257]
150;1;20;8;40;[150, 228, 229, 240, 241]
151;2;18;10;45;[151, 326, 327, 336, 337]
152;2;19;6;55;[152, 338, 339]
153;2;20;8;60;[153, 324, 325]
154;3;18;2;45;[154, 404, 405, 420, 421]
155;3;19;2;50;[155, 406, 407, 422, 423]
156;3;20;2;45;[156, 418, 419]
157;4;18;8;60;[157, 488, 489, 500, 501]
158;4;19;6;30;[158, 490, 491, 502, 503]
159;4;20;10;50;[159, 504, 505]
