id;depart;arrivee;capacite du vol;list_itineraires
74;9;19;60;[1920, 1921, 2118, 2119, 2242, 2243, 2366, 2367, 2570, 2571, 2698, 2699, 2842, 2843, 3350, 3351]
75;10;16;90;[1888, 1889, 2044, 2045, 2210, 2211, 2370, 2371, 2702, 2703, 2866, 2867, 3370, 3371]
76;10;17;80;[1890, 1891, 2046, 2047, 2212, 2213, 2372, 2373, 2704, 2705, 2868, 2869, 3392, 3393]
77;10;15;60;[1892, 1893, 2048, 2049, 2214, 2215, 2374, 2375, 2706, 2707, 2870, 2871, 3410, 3411]
78;10;14;100;[1894, 1895, 2050, 2051, 2216, 2217, 2376, 2377, 2708, 2709, 2872, 2873, 3434, 3435]
79;10;20;90;[1896, 1897, 2052, 2053, 2218, 2219, 2378, 2379, 2710, 2711, 2874, 2875, 3458, 3459]
80;10;23;70;[1898, 1899, 2054, 2055, 2220, 2221, 2380, 2381, 2712, 2713, 2876, 2877, 3474, 3475]
81;10;21;100;[1900, 1901, 2056, 2057, 2222, 2223, 2382, 2383, 2714, 2715, 2878, 2879, 3494, 3495]
82;10;22;80;[1902, 1903, 2058, 2059, 2224, 2225, 2384, 2385, 2716, 2717, 2880, 2881, 3514, 3515]
83;11;16;80;[1866, 1867, 2082, 2083, 2246, 2247, 2388, 2389, 2662, 2663, 2922, 2923, 3530, 3531]
84;11;14;60;[1868, 1869, 2084, 2085, 2248, 2249, 2390, 2391, 2664, 2665, 2924, 2925, 3552, 3553]
85;11;15;100;[1870, 1871, 2086, 2087, 2250, 2251, 2392, 2393, 2666, 2667, 2926, 2927, 3576, 3577]
86;11;17;90;[1872, 1873, 2088, 2089, 2252, 2253, 2394, 2395, 2668, 2669, 2928, 2929, 3600, 3601]
87;11;20;50;[1874, 1875, 2090, 2091, 2254, 2255, 2396, 2397, 2670, 2671, 2930, 2931, 3618, 3619]
88;11;19;90;[1876, 1877, 2092, 2093, 2256, 2257, 2398, 2399, 2672, 2673, 2932, 2933, 3634, 3635]
89;11;23;50;[1878, 1879, 2094, 2095, 2258, 2259, 2400, 2401, 2674, 2675, 2934, 2935, 3654, 3655]
90;11;18;60;[1880, 1881, 2096, 2097, 2260, 2261, 2402, 2403, 2676, 2677, 2936, 2937, 3674, 3675]
91;11;21;70;[1882, 1883, 2098, 2099, 2262, 2263, 2404, 2405, 2678, 2679, 2938, 2939, 3694, 3695]
92;11;22;100;[1884, 1885, 2100, 2101, 2264, 2265, 2406, 2407, 2680, 2681, 2940, 2941, 3714, 3715]
93;12;14;60;[1924, 1925, 2026, 2027, 2192, 2193, 2498, 2499, 2884, 2885, 3730, 3731]
94;12;16;100;[1926, 1927, 2028, 2029, 2194, 2195, 2500, 2501, 2886, 2887, 3754, 3755]
95;12;15;90;[1928, 1929, 2030, 2031, 2196, 2197, 2502, 2503, 2888, 2889, 3776, 3777]
96;12;17;50;[1930, 1931, 2032, 2033, 2198, 2199, 2504, 2505, 2890, 2891, 3800, 3801]
97;12;18;50;[1932, 1933, 2034, 2035, 2200, 2201, 2506, 2507, 2892, 2893, 3818, 3819]
98;12;22;80;[1934, 1935, 2036, 2037, 2202, 2203, 2508, 2509, 2894, 2895, 3838, 3839]
99;12;19;90;[1936, 1937, 2038, 2039, 2204, 2205, 2510, 2511, 2896, 2897, 3854, 3855]
100;12;20;70;[1938, 1939, 2040, 2041, 2206, 2207, 2512, 2513, 2898, 2899, 3874, 3875]
101;13;17;100;[1942, 1943, 2332, 2333, 2536, 2537, 2902, 2903, 3890, 3891]
102;13;15;70;[1944, 1945, 2334, 2335, 2538, 2539, 2904, 2905, 3908, 3909]
103;13;14;50;[1946, 1947, 2336, 2337, 2540, 2541, 2906, 2907, 3932, 3933]
104;13;16;90;[1948, 1949, 2338, 2339, 2542, 2543, 2908, 2909, 3956, 3957]
105;13;21;60;[1950, 1951, 2340, 2341, 2544, 2545, 2910, 2911, 3978, 3979]
106;13;20;60;[1952, 1953, 2342, 2343, 2546, 2547, 2912, 2913, 3998, 3999]
107;13;23;70;[1954, 1955, 2344, 2345, 2548, 2549, 2914, 2915, 4014, 4015]
108;13;18;60;[1956, 1957, 2346, 2347, 2550, 2551, 2916, 2917, 4034, 4035]
109;13;19;70;[1958, 1959, 2348, 2349, 2552, 2553, 2918, 2919, 4054, 4055]
110;14;23;90;[2144, 2145, 2410, 2411, 2638, 2639, 2782, 2783, 2944, 2945, 3032, 3033, 3230, 3231, 3436, 3437, 3554, 3555, 3732, 3733, 3934, 3935, 4074, 4075]
111;14;18;50;[2146, 2147, 2412, 2413, 2640, 2641, 2784, 2785, 2946, 2947, 3034, 3035, 3232, 3233, 3438, 3439, 3556, 3557, 3734, 3735, 3936, 3937, 4094, 4095]
112;14;20;80;[2148, 2149, 2414, 2415, 2642, 2643, 2786, 2787, 2948, 2949, 3036, 3037, 3234, 3235, 3440, 3441, 3558, 3559, 3736, 3737, 3938, 3939, 4114, 4115]
113;14;22;60;[2150, 2151, 2416, 2417, 2644, 2645, 2788, 2789, 2950, 2951, 3038, 3039, 3236, 3237, 3442, 3443, 3560, 3561, 3738, 3739, 3940, 3941, 4130, 4131]
114;14;19;50;[2152, 2153, 2418, 2419, 2646, 2647, 2790, 2791, 2952, 2953, 3040, 3041, 3238, 3239, 3444, 3445, 3562, 3563, 3740, 3741, 3942, 3943, 4146, 4147]
115;14;21;50;[2154, 2155, 2420, 2421, 2648, 2649, 2792, 2793, 2954, 2955, 3042, 3043, 3240, 3241, 3446, 3447, 3564, 3565, 3742, 3743, 3944, 3945, 4166, 4167]
116;14;25;100;[2156, 2157, 2422, 2423, 2650, 2651, 2794, 2795, 2956, 2957, 3044, 3045, 3242, 3243, 3448, 3449, 3566, 3567, 3744, 3745, 3946, 3947, 4186, 4187]
117;14;26;70;[2158, 2159, 2424, 2425, 2652, 2653, 2796, 2797, 2958, 2959, 3046, 3047, 3244, 3245, 3450, 3451, 3568, 3569, 3746, 3747, 3948, 3949, 4204, 4205]
118;14;28;80;[2160, 2161, 2426, 2427, 2654, 2655, 2798, 2799, 2960, 2961, 3048, 3049, 3246, 3247, 3452, 3453, 3570, 3571, 3748, 3749, 3950, 3951, 4222, 4223]
119;14;24;50;[2162, 2163, 2428, 2429, 2656, 2657, 2800, 2801, 2962, 2963, 3050, 3051, 3248, 3249, 3454, 3455, 3572, 3573, 3750, 3751, 3952, 3953, 4240, 4241]
120;14;27;60;[2164, 2165, 2430, 2431, 2658, 2659, 2802, 2803, 2964, 2965, 3052, 3053, 3250, 3251, 3456, 3457, 3574, 3575, 3752, 3753, 3954, 3955, 4258, 4259]
121;15;18;70;[1984, 1985, 2168, 2169, 2268, 2269, 2474, 2475, 2614, 2615, 2740, 2741, 2968, 2969, 3078, 3079, 3254, 3255, 3412, 3413, 3578, 3579, 3778, 3779, 3910, 3911, 4276, 4277]
122;15;23;70;[1986, 1987, 2170, 2171, 2270, 2271, 2476, 2477, 2616, 2617, 2742, 2743, 2970, 2971, 3080, 3081, 3256, 3257, 3414, 3415, 3580, 3581, 3780, 3781, 3912, 3913, 4296, 4297]
123;15;21;80;[1988, 1989, 2172, 2173, 2272, 2273, 2478, 2479, 2618, 2619, 2744, 2745, 2972, 2973, 3082, 3083, 3258, 3259, 3416, 3417, 3582, 3583, 3782, 3783, 3914, 3915, 4316, 4317]
124;15;19;50;[1990, 1991, 2174, 2175, 2274, 2275, 2480, 2481, 2620, 2621, 2746, 2747, 2974, 2975, 3084, 3085, 3260, 3261, 3418, 3419, 3584, 3585, 3784, 3785, 3916, 3917, 4336, 4337]
125;15;22;70;[1992, 1993, 2176, 2177, 2276, 2277, 2482, 2483, 2622, 2623, 2748, 2749, 2976, 2977, 3086, 3087, 3262, 3263, 3420, 3421, 3586, 3587, 3786, 3787, 3918, 3919, 4356, 4357]
126;15;20;100;[1994, 1995, 2178, 2179, 2278, 2279, 2484, 2485, 2624, 2625, 2750, 2751, 2978, 2979, 3088, 3089, 3264, 3265, 3422, 3423, 3588, 3589, 3788, 3789, 3920, 3921, 4372, 4373]
127;15;26;70;[1996, 1997, 2180, 2181, 2280, 2281, 2486, 2487, 2626, 2627, 2752, 2753, 2980, 2981, 3090, 3091, 3266, 3267, 3424, 3425, 3590, 3591, 3790, 3791, 3922, 3923, 4388, 4389]
128;15;28;80;[1998, 1999, 2182, 2183, 2282, 2283, 2488, 2489, 2628, 2629, 2754, 2755, 2982, 2983, 3092, 3093, 3268, 3269, 3426, 3427, 3592, 3593, 3792, 3793, 3924, 3925, 4406, 4407]
129;15;27;70;[2000, 2001, 2184, 2185, 2284, 2285, 2490, 2491, 2630, 2631, 2756, 2757, 2984, 2985, 3094, 3095, 3270, 3271, 3428, 3429, 3594, 3595, 3794, 3795, 3926, 3927, 4424, 4425]
130;15;24;70;[2002, 2003, 2186, 2187, 2286, 2287, 2492, 2493, 2632, 2633, 2758, 2759, 2986, 2987, 3096, 3097, 3272, 3273, 3430, 3431, 3596, 3597, 3796, 3797, 3928, 3929, 4442, 4443]
131;15;25;70;[2004, 2005, 2188, 2189, 2288, 2289, 2494, 2495, 2634, 2635, 2760, 2761, 2988, 2989, 3098, 3099, 3274, 3275, 3432, 3433, 3598, 3599, 3798, 3799, 3930, 3931, 4460, 4461]
132;16;18;100;[1962, 1963, 2122, 2123, 2310, 2311, 2452, 2453, 2592, 2593, 2806, 2807, 2992, 2993, 3056, 3057, 3278, 3279, 3372, 3373, 3532, 3533, 3756, 3757, 3958, 3959, 4478, 4479]
133;16;22;60;[1964, 1965, 2124, 2125, 2312, 2313, 2454, 2455, 2594, 2595, 2808, 2809, 2994, 2995, 3058, 3059, 3280, 3281, 3374, 3375, 3534, 3535, 3758, 3759, 3960, 3961, 4498, 4499]
134;16;19;80;[1966, 1967, 2126, 2127, 2314, 2315, 2456, 2457, 2596, 2597, 2810, 2811, 2996, 2997, 3060, 3061, 3282, 3283, 3376, 3377, 3536, 3537, 3760, 3761, 3962, 3963, 4514, 4515]
135;16;21;50;[1968, 1969, 2128, 2129, 2316, 2317, 2458, 2459, 2598, 2599, 2812, 2813, 2998, 2999, 3062, 3063, 3284, 3285, 3378, 3379, 3538, 3539, 3762, 3763, 3964, 3965, 4534, 4535]
136;16;20;50;[1970, 1971, 2130, 2131, 2318, 2319, 2460, 2461, 2600, 2601, 2814, 2815, 3000, 3001, 3064, 3065, 3286, 3287, 3380, 3381, 3540, 3541, 3764, 3765, 3966, 3967, 4554, 4555]
137;16;23;100;[1972, 1973, 2132, 2133, 2320, 2321, 2462, 2463, 2602, 2603, 2816, 2817, 3002, 3003, 3066, 3067, 3288, 3289, 3382, 3383, 3542, 3543, 3766, 3767, 3968, 3969, 4570, 4571]
138;16;24;50;[1974, 1975, 2134, 2135, 2322, 2323, 2464, 2465, 2604, 2605, 2818, 2819, 3004, 3005, 3068, 3069, 3290, 3291, 3384, 3385, 3544, 3545, 3768, 3769, 3970, 3971, 4590, 4591]
139;16;27;90;[1976, 1977, 2136, 2137, 2324, 2325, 2466, 2467, 2606, 2607, 2820, 2821, 3006, 3007, 3070, 3071, 3292, 3293, 3386, 3387, 3546, 3547, 3770, 3771, 3972, 3973, 4608, 4609]
140;16;25;70;[1978, 1979, 2138, 2139, 2326, 2327, 2468, 2469, 2608, 2609, 2822, 2823, 3008, 3009, 3072, 3073, 3294, 3295, 3388, 3389, 3548, 3549, 3772, 3773, 3974, 3975, 4626, 4627]
141;16;28;70;[1980, 1981, 2140, 2141, 2328, 2329, 2470, 2471, 2610, 2611, 2824, 2825, 3010, 3011, 3074, 3075, 3296, 3297, 3390, 3391, 3550, 3551, 3774, 3775, 3976, 3977, 4644, 4645]
142;17;22;70;[2008, 2009, 2292, 2293, 2434, 2435, 2574, 2575, 2764, 2765, 3014, 3015, 3102, 3103, 3212, 3213, 3394, 3395, 3602, 3603, 3802, 3803, 3892, 3893, 4662, 4663]
143;17;23;90;[2010, 2011, 2294, 2295, 2436, 2437, 2576, 2577, 2766, 2767, 3016, 3017, 3104, 3105, 3214, 3215, 3396, 3397, 3604, 3605, 3804, 3805, 3894, 3895, 4678, 4679]
144;17;18;100;[2012, 2013, 2296, 2297, 2438, 2439, 2578, 2579, 2768, 2769, 3018, 3019, 3106, 3107, 3216, 3217, 3398, 3399, 3606, 3607, 3806, 3807, 3896, 3897, 4698, 4699]
145;17;20;70;[2014, 2015, 2298, 2299, 2440, 2441, 2580, 2581, 2770, 2771, 3020, 3021, 3108, 3109, 3218, 3219, 3400, 3401, 3608, 3609, 3808, 3809, 3898, 3899, 4718, 4719]
146;17;21;70;[2016, 2017, 2300, 2301, 2442, 2443, 2582, 2583, 2772, 2773, 3022, 3023, 3110, 3111, 3220, 3221, 3402, 3403, 3610, 3611, 3810, 3811, 3900, 3901, 4734, 4735]
147;17;28;50;[2018, 2019, 2302, 2303, 2444, 2445, 2584, 2585, 2774, 2775, 3024, 3025, 3112, 3113, 3222, 3223, 3404, 3405, 3612, 3613, 3812, 3813, 3902, 3903, 4754, 4755]
148;17;26;80;[2020, 2021, 2304, 2305, 2446, 2447, 2586, 2587, 2776, 2777, 3026, 3027, 3114, 3115, 3224, 3225, 3406, 3407, 3614, 3615, 3814, 3815, 3904, 3905, 4772, 4773]
149;17;25;50;[2022, 2023, 2306, 2307, 2448, 2449, 2588, 2589, 2778, 2779, 3028, 3029, 3116, 3117, 3226, 3227, 3408, 3409, 3616, 3617, 3816, 3817, 3906, 3907, 4790, 4791]
150;18;24;100;[3172, 3173, 3676, 3677, 3820, 3821, 4036, 4037, 4096, 4097, 4278, 4279, 4480, 4481, 4700, 4701, 4808, 4809]
151;18;25;50;[3174, 3175, 3678, 3679, 3822, 3823, 4038, 4039, 4098, 4099, 4280, 4281, 4482, 4483, 4702, 4703, 4826, 4827]
152;18;28;90;[3176, 3177, 3680, 3681, 3824, 3825, 4040, 4041, 4100, 4101, 4282, 4283, 4484, 4485, 4704, 4705, 4844, 4845]
153;18;26;60;[3178, 3179, 3682, 3683, 3826, 3827, 4042, 4043, 4102, 4103, 4284, 4285, 4486, 4487, 4706, 4707, 4862, 4863]
154;18;27;60;[3180, 3181, 3684, 3685, 3828, 3829, 4044, 4045, 4104, 4105, 4286, 4287, 4488, 4489, 4708, 4709, 4880, 4881]
155;18;29;50;[3182, 3183, 3686, 3687, 3830, 3831, 4046, 4047, 4106, 4107, 4288, 4289, 4490, 4491, 4710, 4711, 4898, 4899]
156;18;31;90;[3184, 3185, 3688, 3689, 3832, 3833, 4048, 4049, 4108, 4109, 4290, 4291, 4492, 4493, 4712, 4713, 4914, 4915]
157;18;32;90;[3186, 3187, 3690, 3691, 3834, 3835, 4050, 4051, 4110, 4111, 4292, 4293, 4494, 4495, 4714, 4715, 4932, 4933]
158;18;30;70;[3188, 3189, 3692, 3693, 3836, 3837, 4052, 4053, 4112, 4113, 4294, 4295, 4496, 4497, 4716, 4717, 4948, 4949]
159;19;28;100;[3136, 3137, 3352, 3353, 3636, 3637, 3856, 3857, 4056, 4057, 4148, 4149, 4338, 4339, 4516, 4517, 4966, 4967]
160;19;27;80;[3138, 3139, 3354, 3355, 3638, 3639, 3858, 3859, 4058, 4059, 4150, 4151, 4340, 4341, 4518, 4519, 4984, 4985]
161;19;25;80;[3140, 3141, 3356, 3357, 3640, 3641, 3860, 3861, 4060, 4061, 4152, 4153, 4342, 4343, 4520, 4521, 5002, 5003]
162;19;26;70;[3142, 3143, 3358, 3359, 3642, 3643, 3862, 3863, 4062, 4063, 4154, 4155, 4344, 4345, 4522, 4523, 5020, 5021]
163;19;24;70;[3144, 3145, 3360, 3361, 3644, 3645, 3864, 3865, 4064, 4065, 4156, 4157, 4346, 4347, 4524, 4525, 5038, 5039]
164;19;29;50;[3146, 3147, 3362, 3363, 3646, 3647, 3866, 3867, 4066, 4067, 4158, 4159, 4348, 4349, 4526, 4527, 5056, 5057]
165;19;30;50;[3148, 3149, 3364, 3365, 3648, 3649, 3868, 3869, 4068, 4069, 4160, 4161, 4350, 4351, 4528, 4529, 5072, 5073]
166;19;32;90;[3150, 3151, 3366, 3367, 3650, 3651, 3870, 3871, 4070, 4071, 4162, 4163, 4352, 4353, 4530, 4531, 5090, 5091]
167;19;31;90;[3152, 3153, 3368, 3369, 3652, 3653, 3872, 3873, 4072, 4073, 4164, 4165, 4354, 4355, 4532, 4533, 5106, 5107]
168;20;24;50;[3156, 3157, 3300, 3301, 3460, 3461, 3620, 3621, 3876, 3877, 4000, 4001, 4116, 4117, 4374, 4375, 4556, 4557, 4720, 4721, 5124, 5125]
169;20;27;60;[3158, 3159, 3302, 3303, 3462, 3463, 3622, 3623, 3878, 3879, 4002, 4003, 4118, 4119, 4376, 4377, 4558, 4559, 4722, 4723, 5142, 5143]
170;20;25;70;[3160, 3161, 3304, 3305, 3464, 3465, 3624, 3625, 3880, 3881, 4004, 4005, 4120, 4121, 4378, 4379, 4560, 4561, 4724, 4725, 5160, 5161]
171;20;26;90;[3162, 3163, 3306, 3307, 3466, 3467, 3626, 3627, 3882, 3883, 4006, 4007, 4122, 4123, 4380, 4381, 4562, 4563, 4726, 4727, 5178, 5179]
172;20;30;100;[3164, 3165, 3308, 3309, 3468, 3469, 3628, 3629, 3884, 3885, 4008, 4009, 4124, 4125, 4382, 4383, 4564, 4565, 4728, 4729, 5196, 5197]
173;20;32;60;[3166, 3167, 3310, 3311, 3470, 3471, 3630, 3631, 3886, 3887, 4010, 4011, 4126, 4127, 4384, 4385, 4566, 4567, 4730, 4731, 5214, 5215]
174;20;31;90;[3168, 3169, 3312, 3313, 3472, 3473, 3632, 3633, 3888, 3889, 4012, 4013, 4128, 4129, 4386, 4387, 4568, 4569, 4732, 4733, 5230, 5231]
175;21;25;80;[3496, 3497, 3696, 3697, 3980, 3981, 4168, 4169, 4318, 4319, 4536, 4537, 4736, 4737, 5248, 5249]
176;21;26;100;[3498, 3499, 3698, 3699, 3982, 3983, 4170, 4171, 4320, 4321, 4538, 4539, 4738, 4739, 5266, 5267]
177;21;28;80;[3500, 3501, 3700, 3701, 3984, 3985, 4172, 4173, 4322, 4323, 4540, 4541, 4740, 4741, 5284, 5285]
178;21;27;70;[3502, 3503, 3702, 3703, 3986, 3987, 4174, 4175, 4324, 4325, 4542, 4543, 4742, 4743, 5302, 5303]
179;21;24;70;[3504, 3505, 3704, 3705, 3988, 3989, 4176, 4177, 4326, 4327, 4544, 4545, 4744, 4745, 5320, 5321]
180;21;32;80;[3506, 3507, 3706, 3707, 3990, 3991, 4178, 4179, 4328, 4329, 4546, 4547, 4746, 4747, 5338, 5339]
181;21;29;70;[3508, 3509, 3708, 3709, 3992, 3993, 4180, 4181, 4330, 4331, 4548, 4549, 4748, 4749, 5354, 5355]
182;21;30;100;[3510, 3511, 3710, 3711, 3994, 3995, 4182, 4183, 4332, 4333, 4550, 4551, 4750, 4751, 5370, 5371]
183;21;31;100;[3512, 3513, 3712, 3713, 3996, 3997, 4184, 4185, 4334, 4335, 4552, 4553, 4752, 4753, 5388, 5389]
184;22;24;80;[3120, 3121, 3316, 3317, 3516, 3517, 3716, 3717, 3840, 3841, 4132, 4133, 4358, 4359, 4500, 4501, 4664, 4665, 5406, 5407]
185;22;25;90;[3122, 3123, 3318, 3319, 3518, 3519, 3718, 3719, 3842, 3843, 4134, 4135, 4360, 4361, 4502, 4503, 4666, 4667, 5424, 5425]
186;22;26;60;[3124, 3125, 3320, 3321, 3520, 3521, 3720, 3721, 3844, 3845, 4136, 4137, 4362, 4363, 4504, 4505, 4668, 4669, 5442, 5443]
187;22;27;70;[3126, 3127, 3322, 3323, 3522, 3523, 3722, 3723, 3846, 3847, 4138, 4139, 4364, 4365, 4506, 4507, 4670, 4671, 5460, 5461]
188;22;32;100;[3128, 3129, 3324, 3325, 3524, 3525, 3724, 3725, 3848, 3849, 4140, 4141, 4366, 4367, 4508, 4509, 4672, 4673, 5478, 5479]
189;22;31;70;[3130, 3131, 3326, 3327, 3526, 3527, 3726, 3727, 3850, 3851, 4142, 4143, 4368, 4369, 4510, 4511, 4674, 4675, 5494, 5495]
190;22;29;70;[3132, 3133, 3328, 3329, 3528, 3529, 3728, 3729, 3852, 3853, 4144, 4145, 4370, 4371, 4512, 4513, 4676, 4677, 5512, 5513]
191;23;27;80;[3192, 3193, 3332, 3333, 3476, 3477, 3656, 3657, 4016, 4017, 4076, 4077, 4298, 4299, 4572, 4573, 4680, 4681, 5528, 5529]
192;23;25;100;[3194, 3195, 3334, 3335, 3478, 3479, 3658, 3659, 4018, 4019, 4078, 4079, 4300, 4301, 4574, 4575, 4682, 4683, 5546, 5547]
193;23;28;90;[3196, 3197, 3336, 3337, 3480, 3481, 3660, 3661, 4020, 4021, 4080, 4081, 4302, 4303, 4576, 4577, 4684, 4685, 5564, 5565]
194;23;24;70;[3198, 3199, 3338, 3339, 3482, 3483, 3662, 3663, 4022, 4023, 4082, 4083, 4304, 4305, 4578, 4579, 4686, 4687, 5582, 5583]
195;23;26;90;[3200, 3201, 3340, 3341, 3484, 3485, 3664, 3665, 4024, 4025, 4084, 4085, 4306, 4307, 4580, 4581, 4688, 4689, 5600, 5601]
196;23;30;90;[3202, 3203, 3342, 3343, 3486, 3487, 3666, 3667, 4026, 4027, 4086, 4087, 4308, 4309, 4582, 4583, 4690, 4691, 5618, 5619]
197;23;29;80;[3204, 3205, 3344, 3345, 3488, 3489, 3668, 3669, 4028, 4029, 4088, 4089, 4310, 4311, 4584, 4585, 4692, 4693, 5636, 5637]
198;23;31;100;[3206, 3207, 3346, 3347, 3490, 3491, 3670, 3671, 4030, 4031, 4090, 4091, 4312, 4313, 4586, 4587, 4694, 4695, 5652, 5653]
199;23;32;50;[3208, 3209, 3348, 3349, 3492, 3493, 3672, 3673, 4032, 4033, 4092, 4093, 4314, 4315, 4588, 4589, 4696, 4697, 5670, 5671]
200;24;29;80;[4242, 4243, 4444, 4445, 4592, 4593, 4810, 4811, 5040, 5041, 5126, 5127, 5322, 5323, 5408, 5409, 5584, 5585, 5686, 5687]
201;24;31;70;[4244, 4245, 4446, 4447, 4594, 4595, 4812, 4813, 5042, 5043, 5128, 5129, 5324, 5325, 5410, 5411, 5586, 5587, 5702, 5703]
202;24;32;80;[4246, 4247, 4448, 4449, 4596, 4597, 4814, 4815, 5044, 5045, 5130, 5131, 5326, 5327, 5412, 5413, 5588, 5589, 5720, 5721]
203;24;30;50;[4248, 4249, 4450, 4451, 4598, 4599, 4816, 4817, 5046, 5047, 5132, 5133, 5328, 5329, 5414, 5415, 5590, 5591, 5736, 5737]
204;24;34;50;[4250, 4251, 4452, 4453, 4600, 4601, 4818, 4819, 5048, 5049, 5134, 5135, 5330, 5331, 5416, 5417, 5592, 5593, 5754, 5755]
205;24;33;80;[4252, 4253, 4454, 4455, 4602, 4603, 4820, 4821, 5050, 5051, 5136, 5137, 5332, 5333, 5418, 5419, 5594, 5595, 5772, 5773]
206;24;35;100;[4254, 4255, 4456, 4457, 4604, 4605, 4822, 4823, 5052, 5053, 5138, 5139, 5334, 5335, 5420, 5421, 5596, 5597, 5792, 5793]
207;24;36;100;[4256, 4257, 4458, 4459, 4606, 4607, 4824, 4825, 5054, 5055, 5140, 5141, 5336, 5337, 5422, 5423, 5598, 5599, 5812, 5813]
208;25;30;90;[4188, 4189, 4462, 4463, 4628, 4629, 4792, 4793, 4828, 4829, 5004, 5005, 5162, 5163, 5250, 5251, 5426, 5427, 5548, 5549, 5828, 5829]
209;25;32;80;[4190, 4191, 4464, 4465, 4630, 4631, 4794, 4795, 4830, 4831, 5006, 5007, 5164, 5165, 5252, 5253, 5428, 5429, 5550, 5551, 5846, 5847]
210;25;31;70;[4192, 4193, 4466, 4467, 4632, 4633, 4796, 4797, 4832, 4833, 5008, 5009, 5166, 5167, 5254, 5255, 5430, 5431, 5552, 5553, 5862, 5863]
