id;depart;arrivee;capacite du vol;list_itineraires
75;9;18;90;[2347, 2348, 2463, 2464, 2667, 2668, 2779, 2780, 2965, 2966, 3153, 3154, 3609, 3610, 3677, 3678]
76;9;19;90;[2349, 2350, 2465, 2466, 2669, 2670, 2781, 2782, 2967, 2968, 3155, 3156, 3611, 3612, 3693, 3694]
77;9;17;60;[2351, 2352, 2467, 2468, 2671, 2672, 2783, 2784, 2969, 2970, 3157, 3158, 3613, 3614, 3713, 3714]
78;9;16;60;[2353, 2354, 2469, 2470, 2673, 2674, 2785, 2786, 2971, 2972, 3159, 3160, 3615, 3616, 3735, 3736]
79;9;23;70;[2355, 2356, 2471, 2472, 2675, 2676, 2787, 2788, 2973, 2974, 3161, 3162, 3617, 3618, 3753, 3754]
80;9;22;80;[2357, 2358, 2473, 2474, 2677, 2678, 2789, 2790, 2975, 2976, 3163, 3164, 3619, 3620, 3773, 3774]
81;9;24;60;[2359, 2360, 2475, 2476, 2679, 2680, 2791, 2792, 2977, 2978, 3165, 3166, 3621, 3622, 3793, 3794]
82;9;21;80;[2361, 2362, 2477, 2478, 2681, 2682, 2793, 2794, 2979, 2980, 3167, 3168, 3623, 3624, 3809, 3810]
83;10;19;100;[2307, 2308, 2443, 2444, 2647, 2648, 2815, 2816, 2945, 2946, 3171, 3172, 3343, 3344, 3515, 3516, 3835, 3836]
84;10;18;100;[2309, 2310, 2445, 2446, 2649, 2650, 2817, 2818, 2947, 2948, 3173, 3174, 3345, 3346, 3517, 3518, 3855, 3856]
85;10;17;50;[2311, 2312, 2447, 2448, 2651, 2652, 2819, 2820, 2949, 2950, 3175, 3176, 3347, 3348, 3519, 3520, 3871, 3872]
86;10;16;80;[2313, 2314, 2449, 2450, 2653, 2654, 2821, 2822, 2951, 2952, 3177, 3178, 3349, 3350, 3521, 3522, 3893, 3894]
87;10;20;50;[2315, 2316, 2451, 2452, 2655, 2656, 2823, 2824, 2953, 2954, 3179, 3180, 3351, 3352, 3523, 3524, 3911, 3912]
88;10;21;60;[2317, 2318, 2453, 2454, 2657, 2658, 2825, 2826, 2955, 2956, 3181, 3182, 3353, 3354, 3525, 3526, 3929, 3930]
89;10;23;50;[2319, 2320, 2455, 2456, 2659, 2660, 2827, 2828, 2957, 2958, 3183, 3184, 3355, 3356, 3527, 3528, 3955, 3956]
90;10;24;100;[2321, 2322, 2457, 2458, 2661, 2662, 2829, 2830, 2959, 2960, 3185, 3186, 3357, 3358, 3529, 3530, 3975, 3976]
91;10;22;70;[2323, 2324, 2459, 2460, 2663, 2664, 2831, 2832, 2961, 2962, 3187, 3188, 3359, 3360, 3531, 3532, 3991, 3992]
92;11;19;100;[2501, 2502, 2797, 2798, 2983, 2984, 3135, 3136, 3403, 3404, 3571, 3572, 4011, 4012]
93;11;18;80;[2503, 2504, 2799, 2800, 2985, 2986, 3137, 3138, 3405, 3406, 3573, 3574, 4031, 4032]
94;11;20;90;[2505, 2506, 2801, 2802, 2987, 2988, 3139, 3140, 3407, 3408, 3575, 3576, 4047, 4048]
95;11;16;100;[2507, 2508, 2803, 2804, 2989, 2990, 3141, 3142, 3409, 3410, 3577, 3578, 4065, 4066]
96;11;21;100;[2509, 2510, 2805, 2806, 2991, 2992, 3143, 3144, 3411, 3412, 3579, 3580, 4083, 4084]
97;11;23;90;[2511, 2512, 2807, 2808, 2993, 2994, 3145, 3146, 3413, 3414, 3581, 3582, 4109, 4110]
98;11;22;60;[2513, 2514, 2809, 2810, 2995, 2996, 3147, 3148, 3415, 3416, 3583, 3584, 4129, 4130]
99;11;24;100;[2515, 2516, 2811, 2812, 2997, 2998, 3149, 3150, 3417, 3418, 3585, 3586, 4149, 4150]
100;12;18;100;[2611, 2612, 2855, 2856, 3307, 3308, 3555, 3556, 4165, 4166]
101;12;20;90;[2613, 2614, 2857, 2858, 3309, 3310, 3557, 3558, 4181, 4182]
102;12;19;70;[2615, 2616, 2859, 2860, 3311, 3312, 3559, 3560, 4199, 4200]
103;12;17;90;[2617, 2618, 2861, 2862, 3313, 3314, 3561, 3562, 4219, 4220]
104;12;21;60;[2619, 2620, 2863, 2864, 3315, 3316, 3563, 3564, 4241, 4242]
105;12;22;70;[2621, 2622, 2865, 2866, 3317, 3318, 3565, 3566, 4267, 4268]
106;12;24;90;[2623, 2624, 2867, 2868, 3319, 3320, 3567, 3568, 4287, 4288]
107;13;20;80;[2327, 2328, 2539, 2540, 2835, 2836, 2925, 2926, 3211, 3212, 3383, 3384, 3535, 3536, 4303, 4304]
108;13;17;60;[2329, 2330, 2541, 2542, 2837, 2838, 2927, 2928, 3213, 3214, 3385, 3386, 3537, 3538, 4321, 4322]
109;13;18;90;[2331, 2332, 2543, 2544, 2839, 2840, 2929, 2930, 3215, 3216, 3387, 3388, 3539, 3540, 4343, 4344]
110;13;19;50;[2333, 2334, 2545, 2546, 2841, 2842, 2931, 2932, 3217, 3218, 3389, 3390, 3541, 3542, 4359, 4360]
111;13;16;100;[2335, 2336, 2547, 2548, 2843, 2844, 2933, 2934, 3219, 3220, 3391, 3392, 3543, 3544, 4379, 4380]
112;13;23;80;[2337, 2338, 2549, 2550, 2845, 2846, 2935, 2936, 3221, 3222, 3393, 3394, 3545, 3546, 4397, 4398]
113;13;24;90;[2339, 2340, 2551, 2552, 2847, 2848, 2937, 2938, 3223, 3224, 3395, 3396, 3547, 3548, 4417, 4418]
114;13;21;60;[2341, 2342, 2553, 2554, 2849, 2850, 2939, 2940, 3225, 3226, 3397, 3398, 3549, 3550, 4433, 4434]
115;13;22;90;[2343, 2344, 2555, 2556, 2851, 2852, 2941, 2942, 3227, 3228, 3399, 3400, 3551, 3552, 4459, 4460]
116;14;16;90;[2481, 2482, 2627, 2628, 3001, 3002, 3231, 3232, 3323, 3324, 3589, 3590, 4479, 4480]
117;14;20;60;[2483, 2484, 2629, 2630, 3003, 3004, 3233, 3234, 3325, 3326, 3591, 3592, 4497, 4498]
118;14;17;90;[2485, 2486, 2631, 2632, 3005, 3006, 3235, 3236, 3327, 3328, 3593, 3594, 4515, 4516]
119;14;18;100;[2487, 2488, 2633, 2634, 3007, 3008, 3237, 3238, 3329, 3330, 3595, 3596, 4537, 4538]
120;14;19;90;[2489, 2490, 2635, 2636, 3009, 3010, 3239, 3240, 3331, 3332, 3597, 3598, 4553, 4554]
121;14;21;80;[2491, 2492, 2637, 2638, 3011, 3012, 3241, 3242, 3333, 3334, 3599, 3600, 4573, 4574]
122;14;23;80;[2493, 2494, 2639, 2640, 3013, 3014, 3243, 3244, 3335, 3336, 3601, 3602, 4599, 4600]
123;14;24;100;[2495, 2496, 2641, 2642, 3015, 3016, 3245, 3246, 3337, 3338, 3603, 3604, 4619, 4620]
124;14;22;90;[2497, 2498, 2643, 2644, 3017, 3018, 3247, 3248, 3339, 3340, 3605, 3606, 4635, 4636]
125;15;17;60;[2287, 2288, 2519, 2520, 3021, 3022, 3191, 3192, 3363, 3364, 4655, 4656]
126;15;20;80;[2289, 2290, 2521, 2522, 3023, 3024, 3193, 3194, 3365, 3366, 4677, 4678]
127;15;18;50;[2291, 2292, 2523, 2524, 3025, 3026, 3195, 3196, 3367, 3368, 4695, 4696]
128;15;16;90;[2293, 2294, 2525, 2526, 3027, 3028, 3197, 3198, 3369, 3370, 4711, 4712]
129;15;19;90;[2295, 2296, 2527, 2528, 3029, 3030, 3199, 3200, 3371, 3372, 4729, 4730]
130;15;24;100;[2297, 2298, 2529, 2530, 3031, 3032, 3201, 3202, 3373, 3374, 4749, 4750]
131;15;23;60;[2299, 2300, 2531, 2532, 3033, 3034, 3203, 3204, 3375, 3376, 4765, 4766]
132;15;21;80;[2301, 2302, 2533, 2534, 3035, 3036, 3205, 3206, 3377, 3378, 4785, 4786]
133;15;22;90;[2303, 2304, 2535, 2536, 3037, 3038, 3207, 3208, 3379, 3380, 4811, 4812]
134;16;21;90;[2403, 2404, 2593, 2594, 2719, 2720, 3095, 3096, 3251, 3252, 3457, 3458, 3661, 3662, 3737, 3738, 3895, 3896, 4067, 4068, 4381, 4382, 4481, 4482, 4713, 4714, 4831, 4832]
135;16;22;70;[2405, 2406, 2595, 2596, 2721, 2722, 3097, 3098, 3253, 3254, 3459, 3460, 3663, 3664, 3739, 3740, 3897, 3898, 4069, 4070, 4383, 4384, 4483, 4484, 4715, 4716, 4857, 4858]
136;16;23;90;[2407, 2408, 2597, 2598, 2723, 2724, 3099, 3100, 3255, 3256, 3461, 3462, 3665, 3666, 3741, 3742, 3899, 3900, 4071, 4072, 4385, 4386, 4485, 4486, 4717, 4718, 4877, 4878]
137;16;24;70;[2409, 2410, 2599, 2600, 2725, 2726, 3101, 3102, 3257, 3258, 3463, 3464, 3667, 3668, 3743, 3744, 3901, 3902, 4073, 4074, 4387, 4388, 4487, 4488, 4719, 4720, 4897, 4898]
138;16;29;70;[2411, 2412, 2601, 2602, 2727, 2728, 3103, 3104, 3259, 3260, 3465, 3466, 3669, 3670, 3745, 3746, 3903, 3904, 4075, 4076, 4389, 4390, 4489, 4490, 4721, 4722, 4913, 4914]
139;16;31;60;[2413, 2414, 2603, 2604, 2729, 2730, 3105, 3106, 3261, 3262, 3467, 3468, 3671, 3672, 3747, 3748, 3905, 3906, 4077, 4078, 4391, 4392, 4491, 4492, 4723, 4724, 4931, 4932]
140;16;27;80;[2415, 2416, 2605, 2606, 2731, 2732, 3107, 3108, 3263, 3264, 3469, 3470, 3673, 3674, 3749, 3750, 3907, 3908, 4079, 4080, 4393, 4394, 4493, 4494, 4725, 4726, 4953, 4954]
141;16;25;70;[2417, 2418, 2607, 2608, 2733, 2734, 3109, 3110, 3265, 3266, 3471, 3472, 3675, 3676, 3751, 3752, 3909, 3910, 4081, 4082, 4395, 4396, 4495, 4496, 4727, 4728, 4971, 4972]
142;17;22;70;[2421, 2422, 2757, 2758, 3113, 3114, 3269, 3270, 3475, 3476, 3715, 3716, 3873, 3874, 4221, 4222, 4323, 4324, 4517, 4518, 4657, 4658, 4989, 4990]
143;17;24;50;[2423, 2424, 2759, 2760, 3115, 3116, 3271, 3272, 3477, 3478, 3717, 3718, 3875, 3876, 4223, 4224, 4325, 4326, 4519, 4520, 4659, 4660, 5009, 5010]
144;17;21;60;[2425, 2426, 2761, 2762, 3117, 3118, 3273, 3274, 3479, 3480, 3719, 3720, 3877, 3878, 4225, 4226, 4327, 4328, 4521, 4522, 4661, 4662, 5025, 5026]
145;17;23;80;[2427, 2428, 2763, 2764, 3119, 3120, 3275, 3276, 3481, 3482, 3721, 3722, 3879, 3880, 4227, 4228, 4329, 4330, 4523, 4524, 4663, 4664, 5051, 5052]
146;17;27;60;[2429, 2430, 2765, 2766, 3121, 3122, 3277, 3278, 3483, 3484, 3723, 3724, 3881, 3882, 4229, 4230, 4331, 4332, 4525, 4526, 4665, 4666, 5071, 5072]
147;17;26;50;[2431, 2432, 2767, 2768, 3123, 3124, 3279, 3280, 3485, 3486, 3725, 3726, 3883, 3884, 4231, 4232, 4333, 4334, 4527, 4528, 4667, 4668, 5089, 5090]
148;17;25;60;[2433, 2434, 2769, 2770, 3125, 3126, 3281, 3282, 3487, 3488, 3727, 3728, 3885, 3886, 4233, 4234, 4335, 4336, 4529, 4530, 4669, 4670, 5113, 5114]
149;17;29;100;[2435, 2436, 2771, 2772, 3127, 3128, 3283, 3284, 3489, 3490, 3729, 3730, 3887, 3888, 4235, 4236, 4337, 4338, 4531, 4532, 4671, 4672, 5131, 5132]
150;17;32;70;[2437, 2438, 2773, 2774, 3129, 3130, 3285, 3286, 3491, 3492, 3731, 3732, 3889, 3890, 4237, 4238, 4339, 4340, 4533, 4534, 4673, 4674, 5149, 5150]
151;17;30;50;[2439, 2440, 2775, 2776, 3131, 3132, 3287, 3288, 3493, 3494, 3733, 3734, 3891, 3892, 4239, 4240, 4341, 4342, 4535, 4536, 4675, 4676, 5167, 5168]
152;18;24;100;[2559, 2560, 2703, 2704, 2871, 2872, 3059, 3060, 3291, 3292, 3421, 3422, 3627, 3628, 3679, 3680, 3857, 3858, 4033, 4034, 4167, 4168, 4345, 4346, 4539, 4540, 4697, 4698, 5187, 5188]
153;18;21;60;[2561, 2562, 2705, 2706, 2873, 2874, 3061, 3062, 3293, 3294, 3423, 3424, 3629, 3630, 3681, 3682, 3859, 3860, 4035, 4036, 4169, 4170, 4347, 4348, 4541, 4542, 4699, 4700, 5203, 5204]
154;18;23;70;[2563, 2564, 2707, 2708, 2875, 2876, 3063, 3064, 3295, 3296, 3425, 3426, 3631, 3632, 3683, 3684, 3861, 3862, 4037, 4038, 4171, 4172, 4349, 4350, 4543, 4544, 4701, 4702, 5229, 5230]
155;18;22;80;[2565, 2566, 2709, 2710, 2877, 2878, 3065, 3066, 3297, 3298, 3427, 3428, 3633, 3634, 3685, 3686, 3863, 3864, 4039, 4040, 4173, 4174, 4351, 4352, 4545, 4546, 4703, 4704, 5249, 5250]
156;18;31;70;[2567, 2568, 2711, 2712, 2879, 2880, 3067, 3068, 3299, 3300, 3429, 3430, 3635, 3636, 3687, 3688, 3865, 3866, 4041, 4042, 4175, 4176, 4353, 4354, 4547, 4548, 4705, 4706, 5269, 5270]
157;18;25;80;[2569, 2570, 2713, 2714, 2881, 2882, 3069, 3070, 3301, 3302, 3431, 3432, 3637, 3638, 3689, 3690, 3867, 3868, 4043, 4044, 4177, 4178, 4355, 4356, 4549, 4550, 4707, 4708, 5291, 5292]
158;18;28;50;[2571, 2572, 2715, 2716, 2883, 2884, 3071, 3072, 3303, 3304, 3433, 3434, 3639, 3640, 3691, 3692, 3869, 3870, 4045, 4046, 4179, 4180, 4357, 4358, 4551, 4552, 4709, 4710, 5309, 5310]
159;19;22;100;[2383, 2384, 2737, 2738, 2905, 2906, 3075, 3076, 3437, 3438, 3695, 3696, 3837, 3838, 4013, 4014, 4201, 4202, 4361, 4362, 4555, 4556, 4731, 4732, 5329, 5330]
160;19;21;70;[2385, 2386, 2739, 2740, 2907, 2908, 3077, 3078, 3439, 3440, 3697, 3698, 3839, 3840, 4015, 4016, 4203, 4204, 4363, 4364, 4557, 4558, 4733, 4734, 5349, 5350]
161;19;24;70;[2387, 2388, 2741, 2742, 2909, 2910, 3079, 3080, 3441, 3442, 3699, 3700, 3841, 3842, 4017, 4018, 4205, 4206, 4365, 4366, 4559, 4560, 4735, 4736, 5375, 5376]
162;19;23;60;[2389, 2390, 2743, 2744, 2911, 2912, 3081, 3082, 3443, 3444, 3701, 3702, 3843, 3844, 4019, 4020, 4207, 4208, 4367, 4368, 4561, 4562, 4737, 4738, 5391, 5392]
163;19;32;70;[2391, 2392, 2745, 2746, 2913, 2914, 3083, 3084, 3445, 3446, 3703, 3704, 3845, 3846, 4021, 4022, 4209, 4210, 4369, 4370, 4563, 4564, 4739, 4740, 5411, 5412]
164;19;30;50;[2393, 2394, 2747, 2748, 2915, 2916, 3085, 3086, 3447, 3448, 3705, 3706, 3847, 3848, 4023, 4024, 4211, 4212, 4371, 4372, 4565, 4566, 4741, 4742, 5429, 5430]
165;19;29;80;[2395, 2396, 2749, 2750, 2917, 2918, 3087, 3088, 3449, 3450, 3707, 3708, 3849, 3850, 4025, 4026, 4213, 4214, 4373, 4374, 4567, 4568, 4743, 4744, 5449, 5450]
166;19;28;80;[2397, 2398, 2751, 2752, 2919, 2920, 3089, 3090, 3451, 3452, 3709, 3710, 3851, 3852, 4027, 4028, 4215, 4216, 4375, 4376, 4569, 4570, 4745, 4746, 5467, 5468]
167;19;25;80;[2399, 2400, 2753, 2754, 2921, 2922, 3091, 3092, 3453, 3454, 3711, 3712, 3853, 3854, 4029, 4030, 4217, 4218, 4377, 4378, 4571, 4572, 4747, 4748, 5487, 5488]
168;20;23;80;[2365, 2366, 2575, 2576, 2685, 2686, 2887, 2888, 3041, 3042, 3497, 3498, 3643, 3644, 3913, 3914, 4049, 4050, 4183, 4184, 4305, 4306, 4499, 4500, 4679, 4680, 5505, 5506]
169;20;21;70;[2367, 2368, 2577, 2578, 2687, 2688, 2889, 2890, 3043, 3044, 3499, 3500, 3645, 3646, 3915, 3916, 4051, 4052, 4185, 4186, 4307, 4308, 4501, 4502, 4681, 4682, 5525, 5526]
170;20;22;50;[2369, 2370, 2579, 2580, 2689, 2690, 2891, 2892, 3045, 3046, 3501, 3502, 3647, 3648, 3917, 3918, 4053, 4054, 4187, 4188, 4309, 4310, 4503, 4504, 4683, 4684, 5551, 5552]
171;20;24;100;[2371, 2372, 2581, 2582, 2691, 2692, 2893, 2894, 3047, 3048, 3503, 3504, 3649, 3650, 3919, 3920, 4055, 4056, 4189, 4190, 4311, 4312, 4505, 4506, 4685, 4686, 5571, 5572]
172;20;30;90;[2373, 2374, 2583, 2584, 2693, 2694, 2895, 2896, 3049, 3050, 3505, 3506, 3651, 3652, 3921, 3922, 4057, 4058, 4191, 4192, 4313, 4314, 4507, 4508, 4687, 4688, 5587, 5588]
173;20;32;60;[2375, 2376, 2585, 2586, 2695, 2696, 2897, 2898, 3051, 3052, 3507, 3508, 3653, 3654, 3923, 3924, 4059, 4060, 4193, 4194, 4315, 4316, 4509, 4510, 4689, 4690, 5607, 5608]
174;20;26;90;[2377, 2378, 2587, 2588, 2697, 2698, 2899, 2900, 3053, 3054, 3509, 3510, 3655, 3656, 3925, 3926, 4061, 4062, 4195, 4196, 4317, 4318, 4511, 4512, 4691, 4692, 5625, 5626]
175;20;29;50;[2379, 2380, 2589, 2590, 2699, 2700, 2901, 2902, 3055, 3056, 3511, 3512, 3657, 3658, 3927, 3928, 4063, 4064, 4197, 4198, 4319, 4320, 4513, 4514, 4693, 4694, 5649, 5650]
176;21;32;80;[3811, 3812, 3931, 3932, 4085, 4086, 4243, 4244, 4435, 4436, 4575, 4576, 4787, 4788, 4833, 4834, 5027, 5028, 5205, 5206, 5351, 5352, 5527, 5528, 5667, 5668]
177;21;28;60;[3813, 3814, 3933, 3934, 4087, 4088, 4245, 4246, 4437, 4438, 4577, 4578, 4789, 4790, 4835, 4836, 5029, 5030, 5207, 5208, 5353, 5354, 5529, 5530, 5685, 5686]
178;21;30;60;[3815, 3816, 3935, 3936, 4089, 4090, 4247, 4248, 4439, 4440, 4579, 4580, 4791, 4792, 4837, 4838, 5031, 5032, 5209, 5210, 5355, 5356, 5531, 5532, 5705, 5706]
179;21;27;50;[3817, 3818, 3937, 3938, 4091, 4092, 4249, 4250, 4441, 4442, 4581, 4582, 4793, 4794, 4839, 4840, 5033, 5034, 5211, 5212, 5357, 5358, 5533, 5534, 5725, 5726]
180;21;29;60;[3819, 3820, 3939, 3940, 4093, 4094, 4251, 4252, 4443, 4444, 4583, 4584, 4795, 4796, 4841, 4842, 5035, 5036, 5213, 5214, 5359, 5360, 5535, 5536, 5743, 5744]
181;21;25;60;[3821, 3822, 3941, 3942, 4095, 4096, 4253, 4254, 4445, 4446, 4585, 4586, 4797, 4798, 4843, 4844, 5037, 5038, 5215, 5216, 5361, 5362, 5537, 5538, 5761, 5762]
182;21;34;70;[3823, 3824, 3943, 3944, 4097, 4098, 4255, 4256, 4447, 4448, 4587, 4588, 4799, 4800, 4845, 4846, 5039, 5040, 5217, 5218, 5363, 5364, 5539, 5540, 5779, 5780]
183;21;33;70;[3825, 3826, 3945, 3946, 4099, 4100, 4257, 4258, 4449, 4450, 4589, 4590, 4801, 4802, 4847, 4848, 5041, 5042, 5219, 5220, 5365, 5366, 5541, 5542, 5799, 5800]
184;21;35;90;[3827, 3828, 3947, 3948, 4101, 4102, 4259, 4260, 4451, 4452, 4591, 4592, 4803, 4804, 4849, 4850, 5043, 5044, 5221, 5222, 5367, 5368, 5543, 5544, 5815, 5816]
185;21;39;60;[3829, 3830, 3949, 3950, 4103, 4104, 4261, 4262, 4453, 4454, 4593, 4594, 4805, 4806, 4851, 4852, 5045, 5046, 5223, 5224, 5369, 5370, 5545, 5546, 5833, 5834]
186;21;36;80;[3831, 3832, 3951, 3952, 4105, 4106, 4263, 4264, 4455, 4456, 4595, 4596, 4807, 4808, 4853, 4854, 5047, 5048, 5225, 5226, 5371, 5372, 5547, 5548, 5855, 5856]
187;21;38;90;[3833, 3834, 3953, 3954, 4107, 4108, 4265, 4266, 4457, 4458, 4597, 4598, 4809, 4810, 4855, 4856, 5049, 5050, 5227, 5228, 5373, 5374, 5549, 5550, 5873, 5874]
188;22;32;90;[3775, 3776, 3993, 3994, 4131, 4132, 4269, 4270, 4461, 4462, 4637, 4638, 4813, 4814, 4859, 4860, 4991, 4992, 5251, 5252, 5331, 5332, 5553, 5554, 5895, 5896]
189;22;27;80;[3777, 3778, 3995, 3996, 4133, 4134, 4271, 4272, 4463, 4464, 4639, 4640, 4815, 4816, 4861, 4862, 4993, 4994, 5253, 5254, 5333, 5334, 5555, 5556, 5913, 5914]
190;22;25;70;[3779, 3780, 3997, 3998, 4135, 4136, 4273, 4274, 4465, 4466, 4641, 4642, 4817, 4818, 4863, 4864, 4995, 4996, 5255, 5256, 5335, 5336, 5557, 5558, 5931, 5932]
191;22;29;70;[3781, 3782, 3999, 4000, 4137, 4138, 4275, 4276, 4467, 4468, 4643, 4644, 4819, 4820, 4865, 4866, 4997, 4998, 5257, 5258, 5337, 5338, 5559, 5560, 5949, 5950]
192;22;31;70;[3783, 3784, 4001, 4002, 4139, 4140, 4277, 4278, 4469, 4470, 4645, 4646, 4821, 4822, 4867, 4868, 4999, 5000, 5259, 5260, 5339, 5340, 5561, 5562, 5967, 5968]
193;22;28;90;[3785, 3786, 4003, 4004, 4141, 4142, 4279, 4280, 4471, 4472, 4647, 4648, 4823, 4824, 4869, 4870, 5001, 5002, 5261, 5262, 5341, 5342, 5563, 5564, 5989, 5990]
194;22;39;80;[3787, 3788, 4005, 4006, 4143, 4144, 4281, 4282, 4473, 4474, 4649, 4650, 4825, 4826, 4871, 4872, 5003, 5004, 5263, 5264, 5343, 5344, 5565, 5566, 6009, 6010]
195;22;35;100;[3789, 3790, 4007, 4008, 4145, 4146, 4283, 4284, 4475, 4476, 4651, 4652, 4827, 4828, 4873, 4874, 5005, 5006, 5265, 5266, 5345, 5346, 5567, 5568, 6031, 6032]
196;22;33;50;[3791, 3792, 4009, 4010, 4147, 4148, 4285, 4286, 4477, 4478, 4653, 4654, 4829, 4830, 4875, 4876, 5007, 5008, 5267, 5268, 5347, 5348, 5569, 5570, 6049, 6050]
197;23;25;100;[3755, 3756, 3957, 3958, 4111, 4112, 4399, 4400, 4601, 4602, 4767, 4768, 4879, 4880, 5053, 5054, 5231, 5232, 5393, 5394, 5507, 5508, 6065, 6066]
198;23;30;50;[3757, 3758, 3959, 3960, 4113, 4114, 4401, 4402, 4603, 4604, 4769, 4770, 4881, 4882, 5055, 5056, 5233, 5234, 5395, 5396, 5509, 5510, 6083, 6084]
199;23;29;50;[3759, 3760, 3961, 3962, 4115, 4116, 4403, 4404, 4605, 4606, 4771, 4772, 4883, 4884, 5057, 5058, 5235, 5236, 5397, 5398, 5511, 5512, 6103, 6104]
200;23;28;50;[3761, 3762, 3963, 3964, 4117, 4118, 4405, 4406, 4607, 4608, 4773, 4774, 4885, 4886, 5059, 5060, 5237, 5238, 5399, 5400, 5513, 5514, 6121, 6122]
201;23;39;70;[3763, 3764, 3965, 3966, 4119, 4120, 4407, 4408, 4609, 4610, 4775, 4776, 4887, 4888, 5061, 5062, 5239, 5240, 5401, 5402, 5515, 5516, 6141, 6142]
202;23;34;100;[3765, 3766, 3967, 3968, 4121, 4122, 4409, 4410, 4611, 4612, 4777, 4778, 4889, 4890, 5063, 5064, 5241, 5242, 5403, 5404, 5517, 5518, 6163, 6164]
203;23;33;80;[3767, 3768, 3969, 3970, 4123, 4124, 4411, 4412, 4613, 4614, 4779, 4780, 4891, 4892, 5065, 5066, 5243, 5244, 5405, 5406, 5519, 5520, 6183, 6184]
204;23;35;90;[3769, 3770, 3971, 3972, 4125, 4126, 4413, 4414, 4615, 4616, 4781, 4782, 4893, 4894, 5067, 5068, 5245, 5246, 5407, 5408, 5521, 5522, 6199, 6200]
205;23;38;50;[3771, 3772, 3973, 3974, 4127, 4128, 4415, 4416, 4617, 4618, 4783, 4784, 4895, 4896, 5069, 5070, 5247, 5248, 5409, 5410, 5523, 5524, 6217, 6218]
206;24;26;90;[3795, 3796, 3977, 3978, 4151, 4152, 4289, 4290, 4419, 4420, 4621, 4622, 4751, 4752, 4899, 4900, 5011, 5012, 5189, 5190, 5377, 5378, 5573, 5574, 6239, 6240]
207;24;31;100;[3797, 3798, 3979, 3980, 4153, 4154, 4291, 4292, 4421, 4422, 4623, 4624, 4753, 4754, 4901, 4902, 5013, 5014, 5191, 5192, 5379, 5380, 5575, 5576, 6263, 6264]
208;24;27;50;[3799, 3800, 3981, 3982, 4155, 4156, 4293, 4294, 4423, 4424, 4625, 4626, 4755, 4756, 4903, 4904, 5015, 5016, 5193, 5194, 5381, 5382, 5577, 5578, 6285, 6286]
209;24;25;100;[3801, 3802, 3983, 3984, 4157, 4158, 4295, 4296, 4425, 4426, 4627, 4628, 4757, 4758, 4905, 4906, 5017, 5018, 5195, 5196, 5383, 5384, 5579, 5580, 6303, 6304]
