id;depart;arrivee;capacite du vol;list_itineraires
51;6;16;70;[2672, 2673, 2828, 2829, 3040, 3041, 3192, 3193, 3634, 3635]
52;7;11;60;[2714, 2715, 2850, 2851, 2988, 2989, 3196, 3197, 3654, 3655]
53;7;10;80;[2716, 2717, 2852, 2853, 2990, 2991, 3198, 3199, 3672, 3673]
54;7;9;100;[2718, 2719, 2854, 2855, 2992, 2993, 3200, 3201, 3694, 3695]
55;7;12;50;[2720, 2721, 2856, 2857, 2994, 2995, 3202, 3203, 3714, 3715]
56;7;13;70;[2722, 2723, 2858, 2859, 2996, 2997, 3204, 3205, 3736, 3737]
57;7;21;90;[2724, 2725, 2860, 2861, 2998, 2999, 3206, 3207, 3754, 3755]
58;7;18;70;[2726, 2727, 2862, 2863, 3000, 3001, 3208, 3209, 3774, 3775]
59;7;14;90;[2728, 2729, 2864, 2865, 3002, 3003, 3210, 3211, 3796, 3797]
60;8;9;100;[2696, 2697, 2832, 2833, 3044, 3045, 3140, 3141, 3820, 3821]
61;8;11;100;[2698, 2699, 2834, 2835, 3046, 3047, 3142, 3143, 3840, 3841]
62;8;10;60;[2700, 2701, 2836, 2837, 3048, 3049, 3144, 3145, 3858, 3859]
63;8;13;70;[2702, 2703, 2838, 2839, 3050, 3051, 3146, 3147, 3880, 3881]
64;8;12;50;[2704, 2705, 2840, 2841, 3052, 3053, 3148, 3149, 3898, 3899]
65;8;15;70;[2706, 2707, 2842, 2843, 3054, 3055, 3150, 3151, 3920, 3921]
66;8;17;100;[2708, 2709, 2844, 2845, 3056, 3057, 3152, 3153, 3940, 3941]
67;8;20;70;[2710, 2711, 2846, 2847, 3058, 3059, 3154, 3155, 3962, 3963]
68;9;21;50;[2794, 2795, 2946, 2947, 3120, 3121, 3294, 3295, 3336, 3337, 3576, 3577, 3696, 3697, 3822, 3823, 3984, 3985]
69;9;19;70;[2796, 2797, 2948, 2949, 3122, 3123, 3296, 3297, 3338, 3339, 3578, 3579, 3698, 3699, 3824, 3825, 4004, 4005]
70;9;18;90;[2798, 2799, 2950, 2951, 3124, 3125, 3298, 3299, 3340, 3341, 3580, 3581, 3700, 3701, 3826, 3827, 4022, 4023]
71;9;14;70;[2800, 2801, 2952, 2953, 3126, 3127, 3300, 3301, 3342, 3343, 3582, 3583, 3702, 3703, 3828, 3829, 4044, 4045]
72;9;15;60;[2802, 2803, 2954, 2955, 3128, 3129, 3302, 3303, 3344, 3345, 3584, 3585, 3704, 3705, 3830, 3831, 4068, 4069]
73;9;27;80;[2804, 2805, 2956, 2957, 3130, 3131, 3304, 3305, 3346, 3347, 3586, 3587, 3706, 3707, 3832, 3833, 4088, 4089]
74;9;23;50;[2806, 2807, 2958, 2959, 3132, 3133, 3306, 3307, 3348, 3349, 3588, 3589, 3708, 3709, 3834, 3835, 4110, 4111]
75;9;22;100;[2808, 2809, 2960, 2961, 3134, 3135, 3308, 3309, 3350, 3351, 3590, 3591, 3710, 3711, 3836, 3837, 4134, 4135]
76;9;26;60;[2810, 2811, 2962, 2963, 3136, 3137, 3310, 3311, 3352, 3353, 3592, 3593, 3712, 3713, 3838, 3839, 4154, 4155]
77;10;16;60;[2754, 2755, 2966, 2967, 3214, 3215, 3314, 3315, 3536, 3537, 3674, 3675, 3860, 3861, 4170, 4171]
78;10;14;100;[2756, 2757, 2968, 2969, 3216, 3217, 3316, 3317, 3538, 3539, 3676, 3677, 3862, 3863, 4190, 4191]
79;10;20;50;[2758, 2759, 2970, 2971, 3218, 3219, 3318, 3319, 3540, 3541, 3678, 3679, 3864, 3865, 4214, 4215]
80;10;15;100;[2760, 2761, 2972, 2973, 3220, 3221, 3320, 3321, 3542, 3543, 3680, 3681, 3866, 3867, 4236, 4237]
81;10;24;60;[2762, 2763, 2974, 2975, 3222, 3223, 3322, 3323, 3544, 3545, 3682, 3683, 3868, 3869, 4256, 4257]
82;10;25;60;[2764, 2765, 2976, 2977, 3224, 3225, 3324, 3325, 3546, 3547, 3684, 3685, 3870, 3871, 4282, 4283]
83;10;23;90;[2766, 2767, 2978, 2979, 3226, 3227, 3326, 3327, 3548, 3549, 3686, 3687, 3872, 3873, 4306, 4307]
84;10;28;100;[2768, 2769, 2980, 2981, 3228, 3229, 3328, 3329, 3550, 3551, 3688, 3689, 3874, 3875, 4330, 4331]
85;10;27;70;[2770, 2771, 2982, 2983, 3230, 3231, 3330, 3331, 3552, 3553, 3690, 3691, 3876, 3877, 4348, 4349]
86;10;22;100;[2772, 2773, 2984, 2985, 3232, 3233, 3332, 3333, 3554, 3555, 3692, 3693, 3878, 3879, 4370, 4371]
87;11;15;90;[2776, 2777, 2906, 2907, 3080, 3081, 3236, 3237, 3558, 3559, 3656, 3657, 3842, 3843, 4390, 4391]
88;11;16;70;[2778, 2779, 2908, 2909, 3082, 3083, 3238, 3239, 3560, 3561, 3658, 3659, 3844, 3845, 4410, 4411]
89;11;19;100;[2780, 2781, 2910, 2911, 3084, 3085, 3240, 3241, 3562, 3563, 3660, 3661, 3846, 3847, 4430, 4431]
90;11;17;50;[2782, 2783, 2912, 2913, 3086, 3087, 3242, 3243, 3564, 3565, 3662, 3663, 3848, 3849, 4448, 4449]
91;11;24;50;[2784, 2785, 2914, 2915, 3088, 3089, 3244, 3245, 3566, 3567, 3664, 3665, 3850, 3851, 4470, 4471]
92;11;23;100;[2786, 2787, 2916, 2917, 3090, 3091, 3246, 3247, 3568, 3569, 3666, 3667, 3852, 3853, 4496, 4497]
93;11;27;70;[2788, 2789, 2918, 2919, 3092, 3093, 3248, 3249, 3570, 3571, 3668, 3669, 3854, 3855, 4520, 4521]
94;11;22;70;[2790, 2791, 2920, 2921, 3094, 3095, 3250, 3251, 3572, 3573, 3670, 3671, 3856, 3857, 4542, 4543]
95;12;14;60;[2732, 2733, 2924, 2925, 3098, 3099, 3254, 3255, 3356, 3357, 3496, 3497, 3716, 3717, 3900, 3901, 4562, 4563]
96;12;19;80;[2734, 2735, 2926, 2927, 3100, 3101, 3256, 3257, 3358, 3359, 3498, 3499, 3718, 3719, 3902, 3903, 4586, 4587]
97;12;21;70;[2736, 2737, 2928, 2929, 3102, 3103, 3258, 3259, 3360, 3361, 3500, 3501, 3720, 3721, 3904, 3905, 4604, 4605]
98;12;15;80;[2738, 2739, 2930, 2931, 3104, 3105, 3260, 3261, 3362, 3363, 3502, 3503, 3722, 3723, 3906, 3907, 4624, 4625]
99;12;17;80;[2740, 2741, 2932, 2933, 3106, 3107, 3262, 3263, 3364, 3365, 3504, 3505, 3724, 3725, 3908, 3909, 4644, 4645]
100;12;16;100;[2742, 2743, 2934, 2935, 3108, 3109, 3264, 3265, 3366, 3367, 3506, 3507, 3726, 3727, 3910, 3911, 4666, 4667]
101;12;27;70;[2744, 2745, 2936, 2937, 3110, 3111, 3266, 3267, 3368, 3369, 3508, 3509, 3728, 3729, 3912, 3913, 4686, 4687]
102;12;25;80;[2746, 2747, 2938, 2939, 3112, 3113, 3268, 3269, 3370, 3371, 3510, 3511, 3730, 3731, 3914, 3915, 4708, 4709]
103;12;22;50;[2748, 2749, 2940, 2941, 3114, 3115, 3270, 3271, 3372, 3373, 3512, 3513, 3732, 3733, 3916, 3917, 4732, 4733]
104;12;28;90;[2750, 2751, 2942, 2943, 3116, 3117, 3272, 3273, 3374, 3375, 3514, 3515, 3734, 3735, 3918, 3919, 4752, 4753]
105;13;18;90;[2888, 2889, 3062, 3063, 3276, 3277, 3378, 3379, 3518, 3519, 3738, 3739, 3882, 3883, 4770, 4771]
106;13;19;60;[2890, 2891, 3064, 3065, 3278, 3279, 3380, 3381, 3520, 3521, 3740, 3741, 3884, 3885, 4792, 4793]
107;13;16;60;[2892, 2893, 3066, 3067, 3280, 3281, 3382, 3383, 3522, 3523, 3742, 3743, 3886, 3887, 4810, 4811]
108;13;20;50;[2894, 2895, 3068, 3069, 3282, 3283, 3384, 3385, 3524, 3525, 3744, 3745, 3888, 3889, 4830, 4831]
109;13;28;70;[2896, 2897, 3070, 3071, 3284, 3285, 3386, 3387, 3526, 3527, 3746, 3747, 3890, 3891, 4852, 4853]
110;13;27;50;[2898, 2899, 3072, 3073, 3286, 3287, 3388, 3389, 3528, 3529, 3748, 3749, 3892, 3893, 4870, 4871]
111;13;24;60;[2900, 2901, 3074, 3075, 3288, 3289, 3390, 3391, 3530, 3531, 3750, 3751, 3894, 3895, 4892, 4893]
112;13;23;60;[2902, 2903, 3076, 3077, 3290, 3291, 3392, 3393, 3532, 3533, 3752, 3753, 3896, 3897, 4918, 4919]
113;14;25;100;[3798, 3799, 4046, 4047, 4192, 4193, 4564, 4565, 4942, 4943]
114;14;26;70;[3800, 3801, 4048, 4049, 4194, 4195, 4566, 4567, 4966, 4967]
115;14;23;60;[3802, 3803, 4050, 4051, 4196, 4197, 4568, 4569, 4982, 4983]
116;14;24;60;[3804, 3805, 4052, 4053, 4198, 4199, 4570, 4571, 5006, 5007]
117;14;28;60;[3806, 3807, 4054, 4055, 4200, 4201, 4572, 4573, 5032, 5033]
118;14;27;90;[3808, 3809, 4056, 4057, 4202, 4203, 4574, 4575, 5050, 5051]
119;14;29;60;[3810, 3811, 4058, 4059, 4204, 4205, 4576, 4577, 5072, 5073]
120;14;34;90;[3812, 3813, 4060, 4061, 4206, 4207, 4578, 4579, 5094, 5095]
121;14;30;80;[3814, 3815, 4062, 4063, 4208, 4209, 4580, 4581, 5118, 5119]
122;14;33;100;[3816, 3817, 4064, 4065, 4210, 4211, 4582, 4583, 5140, 5141]
123;14;32;90;[3818, 3819, 4066, 4067, 4212, 4213, 4584, 4585, 5162, 5163]
124;15;25;100;[3456, 3457, 3922, 3923, 4070, 4071, 4238, 4239, 4392, 4393, 4626, 4627, 5178, 5179]
125;15;27;50;[3458, 3459, 3924, 3925, 4072, 4073, 4240, 4241, 4394, 4395, 4628, 4629, 5202, 5203]
126;15;28;50;[3460, 3461, 3926, 3927, 4074, 4075, 4242, 4243, 4396, 4397, 4630, 4631, 5224, 5225]
127;15;26;70;[3462, 3463, 3928, 3929, 4076, 4077, 4244, 4245, 4398, 4399, 4632, 4633, 5242, 5243]
128;15;22;70;[3464, 3465, 3930, 3931, 4078, 4079, 4246, 4247, 4400, 4401, 4634, 4635, 5258, 5259]
129;15;30;70;[3466, 3467, 3932, 3933, 4080, 4081, 4248, 4249, 4402, 4403, 4636, 4637, 5278, 5279]
130;15;34;80;[3468, 3469, 3934, 3935, 4082, 4083, 4250, 4251, 4404, 4405, 4638, 4639, 5300, 5301]
131;15;32;50;[3470, 3471, 3936, 3937, 4084, 4085, 4252, 4253, 4406, 4407, 4640, 4641, 5324, 5325]
132;15;29;80;[3472, 3473, 3938, 3939, 4086, 4087, 4254, 4255, 4408, 4409, 4642, 4643, 5340, 5341]
133;16;28;80;[3476, 3477, 3636, 3637, 4172, 4173, 4412, 4413, 4668, 4669, 4812, 4813, 5362, 5363]
134;16;25;60;[3478, 3479, 3638, 3639, 4174, 4175, 4414, 4415, 4670, 4671, 4814, 4815, 5380, 5381]
135;16;24;70;[3480, 3481, 3640, 3641, 4176, 4177, 4416, 4417, 4672, 4673, 4816, 4817, 5404, 5405]
136;16;27;100;[3482, 3483, 3642, 3643, 4178, 4179, 4418, 4419, 4674, 4675, 4818, 4819, 5430, 5431]
137;16;32;50;[3484, 3485, 3644, 3645, 4180, 4181, 4420, 4421, 4676, 4677, 4820, 4821, 5452, 5453]
138;16;29;70;[3486, 3487, 3646, 3647, 4182, 4183, 4422, 4423, 4678, 4679, 4822, 4823, 5468, 5469]
139;16;34;70;[3488, 3489, 3648, 3649, 4184, 4185, 4424, 4425, 4680, 4681, 4824, 4825, 5490, 5491]
140;16;33;50;[3490, 3491, 3650, 3651, 4186, 4187, 4426, 4427, 4682, 4683, 4826, 4827, 5514, 5515]
141;16;30;50;[3492, 3493, 3652, 3653, 4188, 4189, 4428, 4429, 4684, 4685, 4828, 4829, 5536, 5537]
142;17;23;80;[3434, 3435, 3942, 3943, 4450, 4451, 4646, 4647, 5558, 5559]
143;17;24;100;[3436, 3437, 3944, 3945, 4452, 4453, 4648, 4649, 5582, 5583]
144;17;26;50;[3438, 3439, 3946, 3947, 4454, 4455, 4650, 4651, 5608, 5609]
145;17;27;90;[3440, 3441, 3948, 3949, 4456, 4457, 4652, 4653, 5624, 5625]
146;17;22;90;[3442, 3443, 3950, 3951, 4458, 4459, 4654, 4655, 5646, 5647]
147;17;28;60;[3444, 3445, 3952, 3953, 4460, 4461, 4656, 4657, 5666, 5667]
148;17;34;70;[3446, 3447, 3954, 3955, 4462, 4463, 4658, 4659, 5684, 5685]
149;17;30;50;[3448, 3449, 3956, 3957, 4464, 4465, 4660, 4661, 5708, 5709]
150;17;29;70;[3450, 3451, 3958, 3959, 4466, 4467, 4662, 4663, 5730, 5731]
151;17;31;90;[3452, 3453, 3960, 3961, 4468, 4469, 4664, 4665, 5752, 5753]
152;18;28;80;[3596, 3597, 3776, 3777, 4024, 4025, 4772, 4773, 5770, 5771]
153;18;22;90;[3598, 3599, 3778, 3779, 4026, 4027, 4774, 4775, 5788, 5789]
154;18;24;70;[3600, 3601, 3780, 3781, 4028, 4029, 4776, 4777, 5808, 5809]
155;18;26;100;[3602, 3603, 3782, 3783, 4030, 4031, 4778, 4779, 5834, 5835]
156;18;32;60;[3604, 3605, 3784, 3785, 4032, 4033, 4780, 4781, 5850, 5851]
157;18;31;90;[3606, 3607, 3786, 3787, 4034, 4035, 4782, 4783, 5866, 5867]
158;18;30;70;[3608, 3609, 3788, 3789, 4036, 4037, 4784, 4785, 5884, 5885]
159;18;29;80;[3610, 3611, 3790, 3791, 4038, 4039, 4786, 4787, 5906, 5907]
160;18;33;90;[3612, 3613, 3792, 3793, 4040, 4041, 4788, 4789, 5928, 5929]
161;18;34;90;[3614, 3615, 3794, 3795, 4042, 4043, 4790, 4791, 5950, 5951]
162;19;26;80;[3396, 3397, 3618, 3619, 4006, 4007, 4432, 4433, 4588, 4589, 4794, 4795, 5974, 5975]
163;19;25;70;[3398, 3399, 3620, 3621, 4008, 4009, 4434, 4435, 4590, 4591, 4796, 4797, 5990, 5991]
164;19;27;80;[3400, 3401, 3622, 3623, 4010, 4011, 4436, 4437, 4592, 4593, 4798, 4799, 6014, 6015]
165;19;28;100;[3402, 3403, 3624, 3625, 4012, 4013, 4438, 4439, 4594, 4595, 4800, 4801, 6036, 6037]
166;19;31;100;[3404, 3405, 3626, 3627, 4014, 4015, 4440, 4441, 4596, 4597, 4802, 4803, 6054, 6055]
167;19;33;60;[3406, 3407, 3628, 3629, 4016, 4017, 4442, 4443, 4598, 4599, 4804, 4805, 6072, 6073]
168;19;34;100;[3408, 3409, 3630, 3631, 4018, 4019, 4444, 4445, 4600, 4601, 4806, 4807, 6094, 6095]
169;19;30;50;[3410, 3411, 3632, 3633, 4020, 4021, 4446, 4447, 4602, 4603, 4808, 4809, 6118, 6119]
170;20;26;90;[3964, 3965, 4216, 4217, 4832, 4833, 6140, 6141]
171;20;25;50;[3966, 3967, 4218, 4219, 4834, 4835, 6156, 6157]
172;20;23;90;[3968, 3969, 4220, 4221, 4836, 4837, 6180, 6181]
173;20;24;90;[3970, 3971, 4222, 4223, 4838, 4839, 6204, 6205]
174;20;33;50;[3972, 3973, 4224, 4225, 4840, 4841, 6230, 6231]
175;20;30;60;[3974, 3975, 4226, 4227, 4842, 4843, 6252, 6253]
176;20;32;60;[3976, 3977, 4228, 4229, 4844, 4845, 6274, 6275]
177;20;34;100;[3978, 3979, 4230, 4231, 4846, 4847, 6290, 6291]
178;20;31;50;[3980, 3981, 4232, 4233, 4848, 4849, 6314, 6315]
179;20;29;50;[3982, 3983, 4234, 4235, 4850, 4851, 6332, 6333]
180;21;28;80;[3414, 3415, 3756, 3757, 3986, 3987, 4606, 4607, 6354, 6355]
181;21;23;70;[3416, 3417, 3758, 3759, 3988, 3989, 4608, 4609, 6372, 6373]
182;21;26;100;[3418, 3419, 3760, 3761, 3990, 3991, 4610, 4611, 6396, 6397]
183;21;22;50;[3420, 3421, 3762, 3763, 3992, 3993, 4612, 4613, 6412, 6413]
184;21;34;60;[3422, 3423, 3764, 3765, 3994, 3995, 4614, 4615, 6432, 6433]
185;21;33;70;[3424, 3425, 3766, 3767, 3996, 3997, 4616, 4617, 6456, 6457]
186;21;30;70;[3426, 3427, 3768, 3769, 3998, 3999, 4618, 4619, 6478, 6479]
187;21;29;100;[3428, 3429, 3770, 3771, 4000, 4001, 4620, 4621, 6500, 6501]
188;21;32;70;[3430, 3431, 3772, 3773, 4002, 4003, 4622, 4623, 6522, 6523]
189;22;30;70;[4136, 4137, 4372, 4373, 4544, 4545, 4734, 4735, 5260, 5261, 5648, 5649, 5790, 5791, 6414, 6415, 6538, 6539]
190;22;32;70;[4138, 4139, 4374, 4375, 4546, 4547, 4736, 4737, 5262, 5263, 5650, 5651, 5792, 5793, 6416, 6417, 6560, 6561]
191;22;34;100;[4140, 4141, 4376, 4377, 4548, 4549, 4738, 4739, 5264, 5265, 5652, 5653, 5794, 5795, 6418, 6419, 6576, 6577]
192;22;31;100;[4142, 4143, 4378, 4379, 4550, 4551, 4740, 4741, 5266, 5267, 5654, 5655, 5796, 5797, 6420, 6421, 6600, 6601]
193;22;29;70;[4144, 4145, 4380, 4381, 4552, 4553, 4742, 4743, 5268, 5269, 5656, 5657, 5798, 5799, 6422, 6423, 6618, 6619]
194;22;35;90;[4146, 4147, 4382, 4383, 4554, 4555, 4744, 4745, 5270, 5271, 5658, 5659, 5800, 5801, 6424, 6425, 6640, 6641]
195;22;39;50;[4148, 4149, 4384, 4385, 4556, 4557, 4746, 4747, 5272, 5273, 5660, 5661, 5802, 5803, 6426, 6427, 6658, 6659]
196;22;37;50;[4150, 4151, 4386, 4387, 4558, 4559, 4748, 4749, 5274, 5275, 5662, 5663, 5804, 5805, 6428, 6429, 6682, 6683]
197;22;38;70;[4152, 4153, 4388, 4389, 4560, 4561, 4750, 4751, 5276, 5277, 5664, 5665, 5806, 5807, 6430, 6431, 6702, 6703]
198;23;32;80;[4112, 4113, 4308, 4309, 4498, 4499, 4920, 4921, 4984, 4985, 5560, 5561, 6182, 6183, 6374, 6375, 6724, 6725]
199;23;30;90;[4114, 4115, 4310, 4311, 4500, 4501, 4922, 4923, 4986, 4987, 5562, 5563, 6184, 6185, 6376, 6377, 6740, 6741]
200;23;33;50;[4116, 4117, 4312, 4313, 4502, 4503, 4924, 4925, 4988, 4989, 5564, 5565, 6186, 6187, 6378, 6379, 6762, 6763]
201;23;31;100;[4118, 4119, 4314, 4315, 4504, 4505, 4926, 4927, 4990, 4991, 5566, 5567, 6188, 6189, 6380, 6381, 6784, 6785]
202;23;34;60;[4120, 4121, 4316, 4317, 4506, 4507, 4928, 4929, 4992, 4993, 5568, 5569, 6190, 6191, 6382, 6383, 6802, 6803]
203;23;29;70;[4122, 4123, 4318, 4319, 4508, 4509, 4930, 4931, 4994, 4995, 5570, 5571, 6192, 6193, 6384, 6385, 6826, 6827]
204;23;36;80;[4124, 4125, 4320, 4321, 4510, 4511, 4932, 4933, 4996, 4997, 5572, 5573, 6194, 6195, 6386, 6387, 6848, 6849]
205;23;37;60;[4126, 4127, 4322, 4323, 4512, 4513, 4934, 4935, 4998, 4999, 5574, 5575, 6196, 6197, 6388, 6389, 6866, 6867]
206;23;40;80;[4128, 4129, 4324, 4325, 4514, 4515, 4936, 4937, 5000, 5001, 5576, 5577, 6198, 6199, 6390, 6391, 6886, 6887]
207;23;39;70;[4130, 4131, 4326, 4327, 4516, 4517, 4938, 4939, 5002, 5003, 5578, 5579, 6200, 6201, 6392, 6393, 6902, 6903]
208;23;38;80;[4132, 4133, 4328, 4329, 4518, 4519, 4940, 4941, 5004, 5005, 5580, 5581, 6202, 6203, 6394, 6395, 6926, 6927]
209;24;30;90;[4258, 4259, 4472, 4473, 4894, 4895, 5008, 5009, 5406, 5407, 5584, 5585, 5810, 5811, 6206, 6207, 6948, 6949]
210;24;34;50;[4260, 4261, 4474, 4475, 4896, 4897, 5010, 5011, 5408, 5409, 5586, 5587, 5812, 5813, 6208, 6209, 6970, 6971]
211;24;31;100;[4262, 4263, 4476, 4477, 4898, 4899, 5012, 5013, 5410, 5411, 5588, 5589, 5814, 5815, 6210, 6211, 6994, 6995]
212;24;29;90;[4264, 4265, 4478, 4479, 4900, 4901, 5014, 5015, 5412, 5413, 5590, 5591, 5816, 5817, 6212, 6213, 7012, 7013]
213;24;32;70;[4266, 4267, 4480, 4481, 4902, 4903, 5016, 5017, 5414, 5415, 5592, 5593, 5818, 5819, 6214, 6215, 7034, 7035]
214;24;33;90;[4268, 4269, 4482, 4483, 4904, 4905, 5018, 5019, 5416, 5417, 5594, 5595, 5820, 5821, 6216, 6217, 7050, 7051]
215;24;36;90;[4270, 4271, 4484, 4485, 4906, 4907, 5020, 5021, 5418, 5419, 5596, 5597, 5822, 5823, 6218, 6219, 7072, 7073]
216;24;35;70;[4272, 4273, 4486, 4487, 4908, 4909, 5022, 5023, 5420, 5421, 5598, 5599, 5824, 5825, 6220, 6221, 7090, 7091]
217;24;38;70;[4274, 4275, 4488, 4489, 4910, 4911, 5024, 5025, 5422, 5423, 5600, 5601, 5826, 5827, 6222, 6223, 7108, 7109]
218;24;39;90;[4276, 4277, 4490, 4491, 4912, 4913, 5026, 5027, 5424, 5425, 5602, 5603, 5828, 5829, 6224, 6225, 7130, 7131]
219;24;40;90;[4278, 4279, 4492, 4493, 4914, 4915, 5028, 5029, 5426, 5427, 5604, 5605, 5830, 5831, 6226, 6227, 7154, 7155]
220;24;37;70;[4280, 4281, 4494, 4495, 4916, 4917, 5030, 5031, 5428, 5429, 5606, 5607, 5832, 5833, 6228, 6229, 7170, 7171]
221;25;33;60;[4284, 4285, 4710, 4711, 4944, 4945, 5180, 5181, 5382, 5383, 5992, 5993, 6158, 6159, 7190, 7191]
222;25;31;70;[4286, 4287, 4712, 4713, 4946, 4947, 5182, 5183, 5384, 5385, 5994, 5995, 6160, 6161, 7212, 7213]
223;25;34;70;[4288, 4289, 4714, 4715, 4948, 4949, 5184, 5185, 5386, 5387, 5996, 5997, 6162, 6163, 7230, 7231]
224;25;30;50;[4290, 4291, 4716, 4717, 4950, 4951, 5186, 5187, 5388, 5389, 5998, 5999, 6164, 6165, 7254, 7255]
225;25;29;100;[4292, 4293, 4718, 4719, 4952, 4953, 5188, 5189, 5390, 5391, 6000, 6001, 6166, 6167, 7276, 7277]
226;25;32;60;[4294, 4295, 4720, 4721, 4954, 4955, 5190, 5191, 5392, 5393, 6002, 6003, 6168, 6169, 7298, 7299]
227;25;36;50;[4296, 4297, 4722, 4723, 4956, 4957, 5192, 5193, 5394, 5395, 6004, 6005, 6170, 6171, 7314, 7315]
228;25;40;80;[4298, 4299, 4724, 4725, 4958, 4959, 5194, 5195, 5396, 5397, 6006, 6007, 6172, 6173, 7332, 7333]
229;25;39;90;[4300, 4301, 4726, 4727, 4960, 4961, 5196, 5197, 5398, 5399, 6008, 6009, 6174, 6175, 7348, 7349]
230;25;38;60;[4302, 4303, 4728, 4729, 4962, 4963, 5198, 5199, 5400, 5401, 6010, 6011, 6176, 6177, 7372, 7373]
231;25;37;80;[4304, 4305, 4730, 4731, 4964, 4965, 5200, 5201, 5402, 5403, 6012, 6013, 6178, 6179, 7394, 7395]
232;26;33;90;[4156, 4157, 4968, 4969, 5244, 5245, 5610, 5611, 5836, 5837, 5976, 5977, 6142, 6143, 6398, 6399, 7414, 7415]
233;26;30;90;[4158, 4159, 4970, 4971, 5246, 5247, 5612, 5613, 5838, 5839, 5978, 5979, 6144, 6145, 6400, 6401, 7436, 7437]
234;26;29;90;[4160, 4161, 4972, 4973, 5248, 5249, 5614, 5615, 5840, 5841, 5980, 5981, 6146, 6147, 6402, 6403, 7458, 7459]
235;26;32;100;[4162, 4163, 4974, 4975, 5250, 5251, 5616, 5617, 5842, 5843, 5982, 5983, 6148, 6149, 6404, 6405, 7480, 7481]
236;26;37;70;[4164, 4165, 4976, 4977, 5252, 5253, 5618, 5619, 5844, 5845, 5984, 5985, 6150, 6151, 6406, 6407, 7496, 7497]
237;26;35;70;[4166, 4167, 4978, 4979, 5254, 5255, 5620, 5621, 5846, 5847, 5986, 5987, 6152, 6153, 6408, 6409, 7516, 7517]
238;26;36;70;[4168, 4169, 4980, 4981, 5256, 5257, 5622, 5623, 5848, 5849, 5988, 5989, 6154, 6155, 6410, 6411, 7534, 7535]
239;27;33;90;[4090, 4091, 4350, 4351, 4522, 4523, 4688, 4689, 4872, 4873, 5052, 5053, 5204, 5205, 5432, 5433, 5626, 5627, 6016, 6017, 7552, 7553]
240;27;29;100;[4092, 4093, 4352, 4353, 4524, 4525, 4690, 4691, 4874, 4875, 5054, 5055, 5206, 5207, 5434, 5435, 5628, 5629, 6018, 6019, 7574, 7575]
241;27;34;70;[4094, 4095, 4354, 4355, 4526, 4527, 4692, 4693, 4876, 4877, 5056, 5057, 5208, 5209, 5436, 5437, 5630, 5631, 6020, 6021, 7596, 7597]
