id;depart;arrivee;demand_business;demand_family;list_itineraires
63;12;22;8;45;[63, 3860, 3861]
64;12;23;4;40;[64, 3910, 3911]
65;13;18;10;50;[65]
66;13;19;4;30;[66, 3996, 3997]
67;13;20;6;45;[67, 4048, 4049]
68;13;21;4;40;[68, 4014, 4015]
69;13;22;8;35;[69]
70;13;23;8;35;[70, 4030, 4031]
71;14;18;8;55;[71, 4200, 4201]
72;14;19;4;30;[72, 4182, 4183]
73;14;20;6;60;[73, 4216, 4217]
74;14;21;4;60;[74, 4166, 4167]
75;14;22;10;35;[75, 4150, 4151]
76;14;23;6;40;[76, 4132, 4133]
77;15;18;2;40;[77, 4300, 4301]
78;15;19;2;50;[78]
79;15;20;4;50;[79, 4284, 4285]
80;15;21;10;35;[80, 4316, 4317]
81;15;22;2;60;[81, 4332, 4333]
82;15;23;6;60;[82]
83;16;18;2;50;[83, 4466, 4467]
84;16;19;8;60;[84]
85;16;20;6;50;[85, 4432, 4433]
86;16;21;4;55;[86, 4482, 4483]
87;16;22;2;35;[87, 4416, 4417]
88;16;23;8;35;[88, 4448, 4449]
89;17;18;4;50;[89, 4598, 4599]
90;17;19;10;35;[90, 4580, 4581]
91;17;20;8;50;[91, 4614, 4615]
92;17;21;2;30;[92, 4548, 4549]
93;17;22;6;45;[93, 4564, 4565]
94;17;23;2;50;[94]
95;18;24;8;50;[95, 4732, 4733]
96;18;25;10;30;[96, 4750, 4751]
97;18;26;6;50;[97, 4698, 4699]
98;18;27;10;40;[98, 4714, 4715]
99;19;24;6;30;[99, 4854, 4855]
100;19;25;2;35;[100, 4820, 4821]
101;19;26;10;55;[101, 4872, 4873]
102;19;27;4;55;[102, 4836, 4837]
103;20;24;8;35;[103, 4960, 4961]
104;20;25;8;55;[104, 4994, 4995]
105;20;26;6;55;[105, 4978, 4979]
106;20;27;8;40;[106, 5010, 5011]
107;21;24;2;50;[107, 5082, 5083]
108;21;25;6;35;[108, 5118, 5119]
109;21;26;6;50;[109, 5134, 5135]
110;21;27;2;55;[110, 5100, 5101]
111;22;24;8;45;[111, 5204, 5205]
112;22;25;4;45;[112, 5240, 5241]
113;22;26;4;40;[113, 5256, 5257]
114;22;27;10;40;[114, 5222, 5223]
115;23;24;2;40;[115, 5360, 5361]
116;23;25;10;30;[116, 5378, 5379]
117;23;26;10;35;[117, 5326, 5327]
118;23;27;6;45;[118, 5342, 5343]
119;24;28;4;60;[119, 5466, 5467]
120;24;29;8;50;[120, 5502, 5503]
121;24;30;6;55;[121, 5484, 5485]
122;24;31;10;45;[122, 5520, 5521]
123;25;28;2;35;[123, 5652, 5653]
124;25;29;4;50;[124, 5616, 5617]
125;25;30;8;55;[125, 5670, 5671]
126;25;31;6;40;[126, 5634, 5635]
127;26;28;6;55;[127, 5766, 5767]
128;26;29;2;45;[128, 5748, 5749]
129;26;30;6;45;[129, 5802, 5803]
130;26;31;6;55;[130, 5784, 5785]
131;27;28;8;60;[131, 5878, 5879]
132;27;29;8;55;[132, 5932, 5933]
133;27;30;6;45;[133, 5914, 5915]
134;27;31;8;30;[134, 5896, 5897]
135;28;32;6;55;[135, 6088, 6089]
136;28;33;10;45;[136, 6028, 6029]
137;28;34;6;55;[137, 6048, 6049]
138;28;35;2;55;[138, 6068, 6069]
139;29;32;2;50;[139, 6180, 6181]
140;29;33;8;45;[140, 6198, 6199]
141;29;34;4;40;[141, 6218, 6219]
142;29;35;4;60;[142, 6238, 6239]
143;30;32;8;60;[143, 6352, 6353]
144;30;33;4;60;[144, 6332, 6333]
145;30;34;4;50;[145, 6370, 6371]
146;30;35;2;40;[146, 6390, 6391]
147;31;32;10;55;[147, 6484, 6485]
148;31;33;10;35;[148, 6522, 6523]
149;31;34;8;45;[149, 6542, 6543]
150;31;35;2;30;[150, 6502, 6503]
151;32;36;8;50;[151, 6636, 6637]
152;32;37;4;30;[152, 6674, 6675]
153;32;38;6;30;[153, 6692, 6693]
154;32;39;8;50;[154, 6654, 6655]
155;33;36;2;50;[155, 6848, 6849]
156;33;37;4;40;[156, 6830, 6831]
157;33;38;8;35;[157, 6812, 6813]
158;33;39;4;30;[158, 6792, 6793]
159;34;36;4;60;[159, 6998, 6999]
160;34;37;4;35;[160, 6960, 6961]
161;34;38;10;50;[161, 7016, 7017]
162;34;39;10;55;[162, 6978, 6979]
163;35;36;6;30;[163, 7132, 7133]
164;35;37;2;30;[164, 7150, 7151]
165;35;38;4;60;[165, 7168, 7169]
166;35;39;6;40;[166, 7186, 7187]
167;36;40;6;40;[167]
168;36;41;8;35;[168, 7364, 7365]
169;36;42;10;40;[169, 7322, 7323]
170;36;43;4;40;[170]
171;36;44;10;45;[171, 7344, 7345]
172;36;45;6;60;[172]
173;36;46;10;50;[173, 7302, 7303]
174;36;47;2;45;[174]
175;37;40;6;45;[175, 7544, 7545]
176;37;41;2;50;[176]
177;37;42;4;40;[177]
178;37;43;10;30;[178, 7528, 7529]
179;37;44;6;45;[179]
180;37;45;10;30;[180, 7506, 7507]
181;37;46;8;60;[181, 7486, 7487]
182;37;47;2;45;[182, 7466, 7467]
183;38;40;10;50;[183, 7708, 7709]
184;38;41;4;30;[184, 7666, 7667]
185;38;42;4;35;[185]
186;38;43;6;30;[186]
187;38;44;6;40;[187, 7646, 7647]
188;38;45;10;30;[188]
189;38;46;8;40;[189, 7626, 7627]
190;38;47;4;50;[190, 7688, 7689]
191;39;40;2;45;[191, 7866, 7867]
192;39;41;6;35;[192, 7822, 7823]
193;39;42;2;30;[193]
194;39;43;10;30;[194, 7806, 7807]
195;39;44;10;30;[195, 7786, 7787]
196;39;45;8;35;[196, 7844, 7845]
197;39;46;8;40;[197, 7882, 7883]
198;39;47;4;50;[198]
199;40;48;10;45;[199, 7960, 7961]
200;40;49;6;45;[200, 8004, 8005]
201;40;50;10;30;[201]
202;40;51;4;60;[202, 8026, 8027]
203;40;52;8;30;[203, 7982, 7983]
204;40;53;10;40;[204]
205;41;48;4;55;[205, 8188, 8189]
206;41;49;4;35;[206, 8148, 8149]
207;41;50;4;50;[207, 8130, 8131]
208;41;51;2;45;[208, 8108, 8109]
209;41;52;2;40;[209, 8210, 8211]
210;41;53;4;40;[210, 8170, 8171]
211;42;48;8;45;[211, 8402, 8403]
212;42;49;10;30;[212, 8340, 8341]
213;42;50;2;55;[213]
214;42;51;6;40;[214, 8362, 8363]
215;42;52;4;30;[215, 8318, 8319]
216;42;53;4;40;[216, 8384, 8385]
217;43;48;4;40;[217, 8530, 8531]
218;43;49;2;40;[218, 8552, 8553]
219;43;50;10;30;[219, 8596, 8597]
220;43;51;10;55;[220]
221;43;52;10;35;[221, 8574, 8575]
222;43;53;4;60;[222]
223;44;48;10;55;[223, 8734, 8735]
224;44;49;2;40;[224, 8756, 8757]
225;44;50;10;55;[225, 8676, 8677]
226;44;51;8;40;[226, 8778, 8779]
227;44;52;2;35;[227, 8694, 8695]
228;44;53;6;50;[228, 8716, 8717]
229;45;48;8;60;[229, 8908, 8909]
230;45;49;10;55;[230, 8864, 8865]
231;45;50;8;45;[231, 8930, 8931]
232;45;51;10;30;[232, 8886, 8887]
233;45;52;10;50;[233]
234;45;53;8;40;[234, 8948, 8949]
235;46;48;2;45;[235, 9076, 9077]
236;46;49;2;40;[236, 9178, 9179]
237;46;50;8;30;[237, 9116, 9117]
238;46;51;8;40;[238, 9156, 9157]
239;46;52;8;60;[239, 9134, 9135]
240;46;53;8;35;[240, 9098, 9099]
241;47;48;4;60;[241, 9282, 9283]
242;47;49;2;55;[242, 9304, 9305]
243;47;50;8;35;[243]
244;47;51;6;30;[244]
245;47;52;4;50;[245, 9260, 9261]
246;47;53;10;60;[246, 9326, 9327]
247;48;54;4;40;[247]
248;48;55;10;45;[248, 9536, 9537]
249;48;56;4;55;[249, 9494, 9495]
250;48;57;10;35;[250, 9514, 9515]
251;48;58;2;40;[251, 9472, 9473]
252;48;59;8;35;[252, 9454, 9455]
253;49;54;2;55;[253, 9750, 9751]
254;49;55;2;45;[254, 9684, 9685]
255;49;56;6;45;[255, 9708, 9709]
256;49;57;8;45;[256, 9662, 9663]
257;49;58;10;30;[257, 9728, 9729]
258;49;59;6;35;[258]
259;50;54;4;40;[259, 9920, 9921]
260;50;55;2;60;[260, 9874, 9875]
261;50;56;10;35;[261, 9964, 9965]
262;50;57;10;35;[262, 9898, 9899]
263;50;58;4;60;[263, 9942, 9943]
264;50;59;6;50;[264]
265;51;54;4;45;[265, 10158, 10159]
266;51;55;8;35;[266, 10090, 10091]
267;51;56;10;45;[267, 10070, 10071]
268;51;57;6;60;[268, 10114, 10115]
269;51;58;8;50;[269, 10136, 10137]
270;51;59;2;35;[270, 10052, 10053]
271;52;54;6;30;[271, 10266, 10267]
272;52;55;2;35;[272, 10330, 10331]
273;52;56;4;50;[273, 10288, 10289]
274;52;57;6;35;[274]
275;52;58;6;55;[275, 10308, 10309]
276;52;59;10;55;[276, 10354, 10355]
277;53;54;2;35;[277]
278;53;55;6;45;[278, 10476, 10477]
279;53;56;4;40;[279, 10500, 10501]
280;53;57;6;35;[280]
281;53;58;4;60;[281, 10520, 10521]
282;53;59;4;55;[282, 10542, 10543]
283;54;60;10;60;[283]
284;54;61;2;45;[284, 10706, 10707]
285;54;62;6;35;[285, 10664, 10665]
286;54;63;6;30;[286, 10688, 10689]
287;54;64;2;60;[287]
288;54;65;10;40;[288, 10726, 10727]
289;54;66;4;45;[289, 10646, 10647]
290;55;60;4;55;[290]
291;55;61;6;35;[291, 10908, 10909]
292;55;62;6;60;[292, 10884, 10885]
293;55;63;8;60;[293, 10946, 10947]
294;55;64;8;45;[294, 10846, 10847]
295;55;65;2;55;[295, 10862, 10863]
296;55;66;6;45;[296, 10928, 10929]
297;56;60;8;60;[297, 11112, 11113]
298;56;61;10;45;[298, 11092, 11093]
299;56;62;2;60;[299, 11154, 11155]
300;56;63;2;55;[300, 11136, 11137]
301;56;64;4;45;[301]
302;56;65;6;30;[302, 11070, 11071]
303;56;66;10;35;[303]
304;57;60;2;35;[304, 11340, 11341]
305;57;61;6;40;[305]
306;57;62;6;55;[306, 11276, 11277]
307;57;63;2;40;[307, 11322, 11323]
308;57;64;2;55;[308, 11260, 11261]
309;57;65;4;60;[309, 11300, 11301]
310;57;66;2;55;[310]
311;58;60;8;30;[311, 11524, 11525]
312;58;61;6;60;[312]
313;58;62;4;50;[313, 11460, 11461]
314;58;63;4;40;[314, 11506, 11507]
315;58;64;10;55;[315]
316;58;65;6;50;[316, 11484, 11485]
317;58;66;2;30;[317, 11548, 11549]
318;59;60;4;45;[318, 11712, 11713]
319;59;61;6;30;[319]
320;59;62;4;40;[320, 11670, 11671]
321;59;63;10;35;[321, 11736, 11737]
322;59;64;6;35;[322]
323;59;65;10;30;[323]
324;59;66;10;45;[324, 11694, 11695]
325;60;67;6;50;[325]
326;60;68;6;30;[326, 11886, 11887]
327;60;69;6;55;[327, 11924, 11925]
328;60;70;2;50;[328, 11944, 11945]
329;60;71;4;35;[329, 11842, 11843]
330;60;72;8;40;[330, 11864, 11865]
331;60;73;2;35;[331, 11908, 11909]
332;61;67;10;45;[332, 12076, 12077]
333;61;68;8;60;[333]
334;61;69;4;60;[334]
335;61;70;8;45;[335, 12092, 12093]
336;61;71;6;60;[336]
337;61;72;4;50;[337, 12116, 12117]
338;61;73;6;35;[338, 12060, 12061]
339;62;67;10;35;[339, 12334, 12335]
340;62;68;4;45;[340, 12230, 12231]
341;62;69;2;30;[341, 12274, 12275]
342;62;70;8;30;[342, 12294, 12295]
343;62;71;6;40;[343, 12252, 12253]
344;62;72;4;50;[344]
345;62;73;6;45;[345, 12318, 12319]
346;63;67;6;35;[346, 12524, 12525]
347;63;68;6;55;[347]
348;63;69;4;60;[348, 12504, 12505]
349;63;70;10;45;[349, 12442, 12443]
350;63;71;4;35;[350, 12466, 12467]
351;63;72;2;55;[351]
352;63;73;2;40;[352, 12488, 12489]
353;64;67;8;60;[353]
354;64;68;10;35;[354, 12592, 12593]
355;64;69;10;30;[355]
356;64;70;2;30;[356]
357;64;71;8;50;[357, 12614, 12615]
358;64;72;10;30;[358, 12636, 12637]
359;64;73;8;30;[359, 12658, 12659]
360;65;67;6;45;[360]
361;65;68;8;55;[361, 12762, 12763]
362;65;69;4;35;[362, 12830, 12831]
363;65;70;6;40;[363, 12784, 12785]
364;65;71;8;40;[364, 12808, 12809]
365;65;72;4;50;[365, 12740, 12741]
366;65;73;10;40;[366, 12724, 12725]
367;66;67;10;45;[367, 12940, 12941]
368;66;68;6;40;[368]
369;66;69;4;30;[369, 12978, 12979]
370;66;70;6;45;[370, 12998, 12999]
371;66;71;6;55;[371]
372;66;72;4;55;[372, 12956, 12957]
373;66;73;4;35;[373, 12924, 12925]
374;67;74;8;50;[374]
375;67;75;10;55;[375]
376;67;76;10;35;[376, 13096, 13097]
377;67;77;8;30;[377, 13134, 13135]
378;67;78;2;30;[378, 13078, 13079]
379;67;79;6;30;[379, 13112, 13113]
380;68;74;8;30;[380, 13220, 13221]
381;68;75;10;60;[381, 13276, 13277]
382;68;76;8;45;[382, 13204, 13205]
383;68;77;6;45;[383]
384;68;78;8;35;[384, 13236, 13237]
385;68;79;8;55;[385, 13254, 13255]
386;69;74;10;35;[386, 13434, 13435]
387;69;75;10;60;[387]
388;69;76;6;50;[388, 13400, 13401]
389;69;77;4;30;[389, 13382, 13383]
390;69;78;4;45;[390, 13416, 13417]
391;69;79;4;30;[391, 13450, 13451]
392;70;74;6;40;[392, 13558, 13559]
393;70;75;2;55;[393, 13632, 13633]
394;70;76;8;50;[394, 13542, 13543]
395;70;77;2;50;[395, 13614, 13615]
396;70;78;2;35;[396, 13574, 13575]
397;70;79;4;50;[397, 13592, 13593]
398;71;74;4;60;[398, 13738, 13739]
399;71;75;10;55;[399, 13754, 13755]
400;71;76;4;35;[400, 13812, 13813]
401;71;77;2;60;[401]
402;71;78;2;35;[402, 13794, 13795]
403;71;79;6;50;[403, 13772, 13773]
404;72;74;10;60;[404, 13974, 13975]
405;72;75;10;40;[405, 13934, 13935]
406;72;76;8;45;[406]
407;72;77;6;40;[407, 13990, 13991]
408;72;78;6;30;[408, 13916, 13917]
409;72;79;4;45;[409, 13952, 13953]
410;73;74;10;50;[410, 14096, 14097]
411;73;75;4;45;[411, 14112, 14113]
412;73;76;2;55;[412, 14130, 14131]
413;73;77;6;60;[413]
414;73;78;2;35;[414]
415;73;79;6;30;[415, 14146, 14147]
416;74;80;6;55;[416, 14272, 14273]
417;74;81;8;35;[417, 14256, 14257]
418;74;82;2;40;[418]
419;74;83;4;60;[419, 14238, 14239]
420;74;84;8;60;[420]
421;74;85;2;45;[421, 14220, 14221]
422;75;80;8;45;[422, 14414, 14415]
423;75;81;6;30;[423, 14398, 14399]
424;75;82;10;35;[424, 14344, 14345]
425;75;83;4;60;[425, 14380, 14381]
426;75;84;4;45;[426]
427;75;85;8;35;[427, 14362, 14363]
428;76;80;6;55;[428, 14520, 14521]
429;76;81;10;45;[429, 14486, 14487]
430;76;82;4;55;[430]
431;76;83;10;30;[431, 14502, 14503]
432;76;84;6;45;[432]
433;76;85;2;60;[433, 14538, 14539]
434;77;80;10;40;[434, 14660, 14661]
435;77;81;6;30;[435, 14608, 14609]
436;77;82;2;50;[436]
437;77;83;10;45;[437, 14642, 14643]
438;77;84;6;35;[438]
439;77;85;2;60;[439, 14624, 14625]
440;78;80;2;45;[440, 14748, 14749]
441;78;81;8;45;[441, 14766, 14767]
442;78;82;6;30;[442]
443;78;83;4;55;[443]
444;78;84;6;40;[444, 14800, 14801]
445;78;85;2;55;[445, 14782, 14783]
446;79;80;4;45;[446, 14888, 14889]
447;79;81;10;55;[447, 14960, 14961]
448;79;82;2;35;[448, 14976, 14977]
449;79;83;4;50;[449, 14924, 14925]
450;79;84;8;30;[450, 14942, 14943]
451;79;85;8;45;[451, 14906, 14907]
452;80;86;2;30;[452, 15100, 15101]
453;80;87;2;55;[453, 15116, 15117]
454;80;88;10;40;[454, 15064, 15065]
455;80;89;4;55;[455, 15084, 15085]
456;81;86;8;55;[456, 15250, 15251]
457;81;87;8;50;[457, 15266, 15267]
458;81;88;4;40;[458, 15230, 15231]
459;81;89;4;30;[459, 15214, 15215]
460;82;86;2;35;[460, 15358, 15359]
461;82;87;4;30;[461, 15374, 15375]
462;82;88;10;50;[462, 15392, 15393]
463;82;89;10;40;[463, 15342, 15343]
464;83;86;6;30;[464, 15492, 15493]
465;83;87;4;50;[465, 15544, 15545]
466;83;88;2;60;[466, 15524, 15525]
467;83;89;2;45;[467, 15508, 15509]
468;84;86;10;50;[468, 15696, 15697]
469;84;87;10;50;[469, 15658, 15659]
470;84;88;10;30;[470, 15676, 15677]
471;84;89;4;45;[471, 15642, 15643]
472;85;86;10;55;[472, 15808, 15809]
473;85;87;10;60;[473, 15824, 15825]
474;85;88;2;60;[474, 15842, 15843]
475;85;89;4;35;[475, 15792, 15793]
476;86;90;8;60;[476, 15978, 15979]
477;86;91;10;60;[477, 15942, 15943]
478;86;92;6;45;[478, 16000, 16001]
479;86;93;2;35;[479, 15962, 15963]
480;87;90;4;35;[480, 16082, 16083]
481;87;91;2;55;[481, 16104, 16105]
482;87;92;10;45;[482, 16140, 16141]
483;87;93;6;50;[483, 16124, 16125]
484;88;90;10;60;[484, 16298, 16299]
485;88;91;6;40;[485, 16240, 16241]
486;88;92;6;50;[486, 16276, 16277]
487;88;93;10;50;[487, 16260, 16261]
488;89;90;4;30;[488, 16460, 16461]
489;89;91;2;40;[489, 16418, 16419]
490;89;92;2;60;[490, 16438, 16439]
491;89;93;10;60;[491, 16482, 16483]
492;90;94;10;30;[492, 16660, 16661]
493;90;95;4;40;[493, 16558, 16559]
494;90;96;10;40;[494, 16578, 16579]
495;90;97;6;30;[495, 16598, 16599]
496;90;98;6;45;[496, 16640, 16641]
497;90;99;10;55;[497, 16618, 16619]
498;91;94;6;55;[498, 16768, 16769]
499;91;95;10;60;[499, 16686, 16687]
500;91;96;10;45;[500, 16706, 16707]
501;91;97;8;45;[501, 16748, 16749]
502;91;98;4;40;[502, 16786, 16787]
503;91;99;8;30;[503, 16726, 16727]
504;92;94;10;55;[504, 16894, 16895]
505;92;95;6;30;[505, 16812, 16813]
506;92;96;4;30;[506, 16874, 16875]
507;92;97;6;45;[507, 16832, 16833]
508;92;98;8;60;[508]
509;92;99;2;55;[509, 16852, 16853]
510;93;94;10;40;[510, 16922, 16923]
511;93;95;2;45;[511]
512;93;96;10;45;[512, 16940, 16941]
513;93;97;8;45;[513, 16982, 16983]
514;93;98;4;60;[514]
515;93;99;6;30;[515, 16960, 16961]
516;94;100;8;45;[516, 17008, 17009]
517;94;101;8;35;[517, 17010, 17011]
518;94;102;8;55;[518, 17012, 17013]
519;94;103;6;35;[519, 17016, 17017]
520;94;104;10;50;[520, 17014, 17015]
521;95;100;4;45;[521, 17026, 17027]
522;95;101;10;50;[522, 17028, 17029]
523;95;102;4;60;[523, 17032, 17033]
524;95;103;4;35;[524, 17030, 17031]
525;95;104;10;60;[525, 17024, 17025]
526;96;100;6;60;[526, 17044, 17045]
527;96;101;4;60;[527, 17048, 17049]
528;96;102;8;40;[528, 17046, 17047]
529;96;103;6;50;[529, 17050, 17051]
530;96;104;10;30;[530, 17042, 17043]
531;97;100;8;50;[531, 17062, 17063]
532;97;101;2;35;[532, 17066, 17067]
533;97;102;6;60;[533, 17064, 17065]
534;97;103;10;45;[534, 17060, 17061]
535;97;104;10;60;[535]
536;98;100;6;30;[536, 17078, 17079]
537;98;101;10;60;[537, 17082, 17083]
538;98;102;10;30;[538, 17080, 17081]
539;98;103;10;55;[539, 17084, 17085]
540;98;104;6;60;[540, 17086, 17087]
541;99;100;4;55;[541, 17104, 17105]
542;99;101;4;55;[542, 17096, 17097]
543;99;102;6;45;[543, 17100, 17101]
544;99;103;4;40;[544, 17102, 17103]
545;99;104;8;60;[545, 17098, 17099]
546;100;105;10;30;[546]
547;100;106;8;55;[547]
548;100;107;8;45;[548]
549;100;108;2;35;[549]
550;100;109;8;40;[550]
551;100;110;8;40;[551]
552;101;105;10;60;[552]
553;101;106;4;55;[553]
554;101;107;2;45;[554]
555;101;108;10;45;[555]
556;101;109;6;35;[556]
557;101;110;10;35;[557]
558;102;105;8;60;[558]
559;102;106;8;40;[559]
560;102;107;4;40;[560]
561;102;108;8;60;[561]
562;102;109;10;60;[562]
563;102;110;10;40;[563]
564;103;105;6;45;[564]
565;103;106;2;55;[565]
566;103;107;10;45;[566]
567;103;108;2;30;[567]
568;103;109;8;60;[568]
569;103;110;4;45;[569]
570;104;105;2;40;[570]
571;104;106;6;35;[571]
572;104;107;8;50;[572]
573;104;108;4;60;[573]
574;104;109;6;35;[574]
575;104;110;6;55;[575]
576;1;11;10;40;[576, 2116, 2117, 2156, 2157]
577;1;12;2;60;[577, 2110, 2111, 2140, 2141, 2154, 2155, 2176, 2177, 2206, 2207]
578;1;13;6;40;[578, 2114, 2115, 2132, 2133, 2160, 2161]
579;1;14;2;35;[579, 2130, 2131, 2174, 2175]
580;1;15;4;55;[580, 2134, 2135, 2158, 2159, 2172, 2173]
581;1;16;10;50;[581, 2138, 2139, 2152, 2153, 2170, 2171, 2188, 2189]
582;1;17;4;50;[582, 2112, 2113, 2136, 2137, 2178, 2179, 2228, 2229]
583;2;11;6;30;[583, 2254, 2255, 2274, 2275, 2404, 2405]
584;2;12;6;50;[584, 2252, 2253, 2268, 2269, 2298, 2299, 2316, 2317]
585;2;13;2;60;[585, 2258, 2259, 2272, 2273, 2290, 2291, 2366, 2367]
586;2;14;10;30;[586, 2288, 2289, 2314, 2315, 2384, 2385]
587;2;15;8;35;[587, 2256, 2257, 2292, 2293, 2312, 2313]
588;2;16;2;50;[588, 2250, 2251, 2296, 2297, 2310, 2311, 2348, 2349]
589;2;17;6;60;[589, 2270, 2271, 2294, 2295, 2318, 2319, 2328, 2329]
590;3;11;8;55;[590, 2428, 2429, 2446, 2447]
591;3;12;10;40;[591, 2422, 2423, 2444, 2445, 2466, 2467, 2490, 2491]
592;3;13;4;40;[592, 2426, 2427, 2450, 2451, 2482, 2483]
593;3;14;4;30;[593, 2464, 2465, 2480, 2481, 2538, 2539]
594;3;15;4;40;[594, 2448, 2449, 2462, 2463, 2484, 2485, 2500, 2501]
595;3;16;8;45;[595, 2442, 2443, 2460, 2461, 2488, 2489]
596;3;17;10;35;[596, 2424, 2425, 2468, 2469, 2486, 2487, 2518, 2519]
597;4;11;8;45;[597, 2608, 2609, 2626, 2627, 2696, 2697]
598;4;12;6;55;[598, 2566, 2567, 2590, 2591, 2602, 2603, 2624, 2625]
599;4;13;6;35;[599, 2582, 2583, 2606, 2607, 2630, 2631, 2678, 2679]
600;4;14;4;40;[600, 2564, 2565, 2580, 2581, 2658, 2659]
601;4;15;8;60;[601, 2562, 2563, 2584, 2585, 2628, 2629]
602;4;16;8;30;[602, 2560, 2561, 2588, 2589, 2622, 2623, 2712, 2713]
603;4;17;8;50;[603, 2568, 2569, 2586, 2587, 2604, 2605, 2638, 2639]
604;5;11;4;55;[604, 2736, 2737, 2756, 2757]
605;5;12;4;30;[605, 2734, 2735, 2750, 2751, 2780, 2781, 2798, 2799, 2846, 2847]
606;5;13;6;30;[606, 2740, 2741, 2754, 2755, 2772, 2773, 2828, 2829]
607;5;14;4;45;[607, 2770, 2771, 2796, 2797]
608;5;15;8;40;[608, 2738, 2739, 2774, 2775, 2794, 2795, 2868, 2869]
609;5;16;6;35;[609, 2732, 2733, 2778, 2779, 2792, 2793, 2810, 2811]
610;5;17;6;55;[610, 2752, 2753, 2776, 2777, 2800, 2801, 2886, 2887]
611;6;11;8;60;[611, 2912, 2913, 2954, 2955]
612;6;12;4;50;[612, 2910, 2911, 2936, 2937, 2948, 2949, 2974, 2975, 3004, 3005]
613;6;13;2;55;[613, 2916, 2917, 2928, 2929, 2952, 2953]
614;6;14;6;40;[614, 2926, 2927, 2972, 2973]
615;6;15;2;55;[615, 2914, 2915, 2930, 2931, 2970, 2971, 2986, 2987]
616;6;16;10;55;[616, 2908, 2909, 2934, 2935, 2968, 2969, 3046, 3047]
617;6;17;8;50;[617, 2932, 2933, 2950, 2951, 2976, 2977, 3026, 3027]
618;7;18;2;35;[618, 3072, 3073, 3086, 3087, 3110, 3111, 3122, 3123, 3150, 3151, 3162, 3163]
619;7;19;6;35;[619, 3108, 3109, 3130, 3131, 3148, 3149]
620;7;20;4;45;[620, 3068, 3069, 3084, 3085, 3112, 3113, 3128, 3129, 3152, 3153, 3178, 3179]
621;7;21;8;35;[621, 3074, 3075, 3088, 3089, 3106, 3107, 3124, 3125, 3144, 3145, 3194, 3195]
622;7;22;8;45;[622, 3066, 3067, 3090, 3091, 3104, 3105, 3126, 3127, 3146, 3147]
623;7;23;4;40;[623, 3070, 3071, 3102, 3103, 3132, 3133, 3210, 3211]
624;8;18;4;40;[624, 3238, 3239, 3270, 3271, 3292, 3293, 3312, 3313, 3324, 3325]
625;8;19;4;30;[625, 3236, 3237, 3250, 3251, 3290, 3291, 3332, 3333, 3392, 3393]
