id;depart;arrivee;demand_business;demand_family;list_itineraires
151;31;38;6;55;[151, 4641, 4642]
152;31;39;4;40;[152, 4603, 4604]
153;32;36;10;30;[153, 4703, 4704]
154;32;37;6;55;[154, 4665, 4666]
155;32;38;4;35;[155, 4717, 4718]
156;32;39;4;35;[156, 4683, 4684]
157;33;36;8;50;[157, 4793, 4794]
158;33;37;6;35;[158, 4775, 4776]
159;33;38;10;40;[159, 4759, 4760]
160;33;39;6;30;[160, 4739, 4740]
161;34;36;8;35;[161, 4869, 4870]
162;34;37;6;45;[162, 4831, 4832]
163;34;38;6;30;[163, 4815, 4816]
164;34;39;2;55;[164, 4849, 4850]
165;35;36;10;45;[165, 4891, 4892]
166;35;37;8;45;[166, 4921, 4922]
167;35;38;10;30;[167, 4905, 4906]
168;35;39;8;45;[168, 4939, 4940]
169;36;40;4;45;[169, 4971, 4972]
170;36;41;10;35;[170, 4965, 4966]
171;36;42;2;50;[171, 4969, 4970]
172;36;43;10;30;[172, 4967, 4968]
173;37;40;2;35;[173, 4981, 4982]
174;37;41;2;30;[174, 4983, 4984]
175;37;42;8;55;[175, 4977, 4978]
176;37;43;10;55;[176, 4979, 4980]
177;38;40;10;40;[177, 4997, 4998]
178;38;41;6;35;[178, 4995, 4996]
179;38;42;10;40;[179, 4993, 4994]
180;38;43;2;45;[180, 4999, 5000]
181;39;40;10;55;[181, 5007, 5008]
182;39;41;6;40;[182, 5009, 5010]
183;39;42;8;60;[183, 5011, 5012]
184;39;43;8;30;[184, 5013, 5014]
185;40;44;10;45;[185]
186;40;45;8;35;[186]
187;40;46;6;55;[187]
188;40;47;10;30;[188]
189;40;48;10;35;[189]
190;41;44;2;40;[190]
191;41;45;2;60;[191]
192;41;46;10;35;[192]
193;41;47;8;45;[193]
194;41;48;4;45;[194]
195;42;44;4;30;[195]
196;42;45;2;50;[196]
197;42;46;10;55;[197]
198;42;47;4;30;[198]
199;42;48;10;40;[199]
200;43;44;8;55;[200]
201;43;45;8;50;[201]
202;43;46;2;45;[202]
203;43;47;6;40;[203]
204;43;48;10;55;[204]
205;1;11;4;50;[205, 695, 696, 721, 722, 743, 744, 759, 760, 775, 776, 843, 844]
206;1;12;2;40;[206, 697, 698, 719, 720, 741, 742, 761, 762, 783, 784, 823, 824]
207;1;13;6;35;[207, 699, 700, 717, 718, 737, 738, 757, 758, 777, 778, 863, 864]
208;1;14;10;60;[208, 693, 694, 715, 716, 739, 740, 755, 756, 781, 782, 807, 808]
209;1;15;10;45;[209, 701, 702, 735, 736, 753, 754, 779, 780, 791, 792]
210;2;11;4;35;[210, 881, 882, 901, 902, 929, 930, 945, 946, 977, 978]
211;2;12;10;55;[211, 889, 890, 903, 904, 927, 928, 943, 944, 957, 958]
212;2;13;6;50;[212, 883, 884, 905, 906, 923, 924, 941, 942]
213;2;14;2;50;[213, 887, 888, 899, 900, 925, 926, 939, 940]
214;2;15;10;50;[214, 885, 886, 907, 908, 921, 922]
215;3;11;10;45;[215, 1005, 1006, 1021, 1022, 1049, 1050, 1059, 1060, 1083, 1084]
216;3;12;4;60;[216, 1003, 1004, 1023, 1024, 1047, 1048, 1067, 1068, 1085, 1086, 1113, 1114]
217;3;13;6;40;[217, 1001, 1002, 1025, 1026, 1043, 1044, 1061, 1062, 1081, 1082]
218;3;14;6;60;[218, 999, 1000, 1019, 1020, 1045, 1046, 1065, 1066, 1079, 1080]
219;3;15;2;30;[219, 1027, 1028, 1041, 1042, 1063, 1064, 1077, 1078, 1097, 1098]
220;4;11;8;35;[220, 1141, 1142, 1161, 1162, 1185, 1186, 1197, 1198, 1217, 1218, 1233, 1234]
221;4;12;8;40;[221, 1139, 1140, 1163, 1164, 1183, 1184, 1199, 1200, 1225, 1226, 1253, 1254]
222;4;13;4;45;[222, 1137, 1138, 1159, 1160, 1179, 1180, 1201, 1202, 1219, 1220, 1273, 1274]
223;4;14;4;40;[223, 1135, 1136, 1157, 1158, 1181, 1182, 1195, 1196, 1223, 1224, 1289, 1290]
224;4;15;6;55;[224, 1155, 1156, 1177, 1178, 1203, 1204, 1221, 1222, 1305, 1306]
225;5;11;8;60;[225, 1329, 1330, 1343, 1344, 1367, 1368, 1391, 1392]
226;5;12;2;60;[226, 1327, 1328, 1351, 1352, 1369, 1370, 1389, 1390]
227;5;13;8;60;[227, 1325, 1326, 1345, 1346, 1365, 1366, 1385, 1386]
228;5;14;8;60;[228, 1323, 1324, 1349, 1350, 1363, 1364, 1387, 1388, 1399, 1400]
229;5;15;6;55;[229, 1347, 1348, 1361, 1362, 1383, 1384, 1415, 1416]
230;6;16;10;55;[230, 1437, 1438, 1459, 1460, 1471, 1472, 1487, 1488, 1503, 1504, 1555, 1556]
231;6;17;8;40;[231, 1461, 1462, 1475, 1476, 1489, 1490, 1501, 1502, 1535, 1536]
232;6;18;4;45;[232, 1439, 1440, 1455, 1456, 1477, 1478, 1485, 1486]
233;6;19;10;55;[233, 1435, 1436, 1457, 1458, 1473, 1474, 1491, 1492, 1507, 1508, 1519, 1520]
234;6;20;8;45;[234, 1433, 1434, 1453, 1454, 1469, 1470, 1505, 1506]
235;7;16;10;55;[235, 1575, 1576, 1591, 1592, 1611, 1612, 1625, 1626, 1643, 1644, 1695, 1696]
236;7;17;4;40;[236, 1579, 1580, 1593, 1594, 1613, 1614, 1641, 1642, 1675, 1676]
237;7;18;10;30;[237, 1581, 1582, 1589, 1590, 1607, 1608, 1627, 1628, 1659, 1660]
238;7;19;8;40;[238, 1577, 1578, 1595, 1596, 1609, 1610, 1623, 1624, 1647, 1648, 1727, 1728]
239;7;20;8;55;[239, 1573, 1574, 1605, 1606, 1621, 1622, 1645, 1646, 1711, 1712]
240;8;16;4;30;[240, 1747, 1748, 1767, 1768, 1779, 1780, 1801, 1802, 1831, 1832]
241;8;17;10;55;[241, 1749, 1750, 1769, 1770, 1777, 1778, 1879, 1880]
242;8;18;2;50;[242, 1745, 1746, 1763, 1764, 1803, 1804, 1847, 1848]
243;8;19;4;35;[243, 1751, 1752, 1765, 1766, 1783, 1784, 1799, 1800, 1815, 1816]
244;8;20;6;30;[244, 1761, 1762, 1781, 1782, 1797, 1798, 1863, 1864]
245;9;16;10;35;[245, 1903, 1904, 1923, 1924, 1935, 1936, 1951, 1952, 1973, 1974]
246;9;17;4;45;[246, 1907, 1908, 1925, 1926, 1937, 1938, 1949, 1950]
247;9;18;10;40;[247, 1909, 1910, 1919, 1920, 1933, 1934, 1975, 1976, 2003, 2004]
248;9;19;10;45;[248, 1905, 1906, 1921, 1922, 1939, 1940, 1955, 1956, 1971, 1972, 2019, 2020]
249;9;20;6;30;[249, 1901, 1902, 1917, 1918, 1953, 1954, 1969, 1970, 1987, 1988]
250;10;16;4;50;[250, 2039, 2040, 2057, 2058, 2075, 2076, 2099, 2100, 2111, 2112, 2191, 2192]
251;10;17;4;35;[251, 2041, 2042, 2073, 2074, 2101, 2102, 2115, 2116, 2123, 2124]
252;10;18;6;60;[252, 2037, 2038, 2059, 2060, 2095, 2096, 2117, 2118, 2159, 2160]
253;10;19;8;30;[253, 2043, 2044, 2055, 2056, 2079, 2080, 2097, 2098, 2113, 2114, 2143, 2144]
254;10;20;2;35;[254, 2053, 2054, 2077, 2078, 2093, 2094, 2109, 2110, 2175, 2176]
255;11;21;8;50;[255, 2209, 2210, 2225, 2226, 2241, 2242, 2259, 2260, 2313, 2314]
256;11;22;2;40;[256, 2215, 2216, 2227, 2228, 2247, 2248, 2263, 2264, 2329, 2330]
257;11;23;10;45;[257, 2213, 2214, 2231, 2232, 2243, 2244, 2257, 2258, 2271, 2272]
258;11;24;8;55;[258, 2211, 2212, 2229, 2230, 2245, 2246, 2261, 2262, 2285, 2286]
259;11;25;2;50;[259, 2233, 2234, 2249, 2250, 2299, 2300]
260;12;21;10;55;[260, 2355, 2356, 2367, 2368, 2383, 2384, 2399, 2400, 2413, 2414]
261;12;22;6;50;[261, 2351, 2352, 2373, 2374, 2389, 2390, 2401, 2402, 2443, 2444]
262;12;23;8;55;[262, 2353, 2354, 2369, 2370, 2387, 2388, 2405, 2406, 2473, 2474]
263;12;24;2;60;[263, 2347, 2348, 2371, 2372, 2385, 2386, 2403, 2404, 2459, 2460]
264;12;25;10;30;[264, 2349, 2350, 2375, 2376, 2407, 2408, 2429, 2430]
265;13;21;2;40;[265, 2489, 2490, 2507, 2508, 2521, 2522, 2537, 2538, 2561, 2562, 2587, 2588]
266;13;22;6;50;[266, 2495, 2496, 2511, 2512, 2523, 2524, 2543, 2544, 2557, 2558, 2571, 2572]
267;13;23;6;35;[267, 2493, 2494, 2505, 2506, 2527, 2528, 2539, 2540, 2559, 2560]
268;13;24;6;50;[268, 2491, 2492, 2509, 2510, 2525, 2526, 2541, 2542, 2553, 2554]
269;13;25;10;40;[269, 2529, 2530, 2545, 2546, 2555, 2556]
270;14;21;10;50;[270, 2607, 2608, 2621, 2622, 2645, 2646, 2657, 2658, 2671, 2672]
271;14;22;4;45;[271, 2611, 2612, 2627, 2628, 2641, 2642, 2659, 2660]
272;14;23;8;40;[272, 2605, 2606, 2623, 2624, 2643, 2644, 2663, 2664, 2701, 2702]
273;14;24;8;40;[273, 2609, 2610, 2625, 2626, 2637, 2638, 2661, 2662, 2687, 2688]
274;14;25;6;30;[274, 2629, 2630, 2639, 2640, 2665, 2666]
275;15;21;4;30;[275, 2717, 2718, 2733, 2734, 2749, 2750, 2773, 2774, 2787, 2788, 2813, 2814]
276;15;22;4;30;[276, 2723, 2724, 2739, 2740, 2751, 2752, 2769, 2770, 2791, 2792]
277;15;23;4;55;[277, 2721, 2722, 2735, 2736, 2755, 2756, 2771, 2772, 2785, 2786]
278;15;24;6;55;[278, 2719, 2720, 2737, 2738, 2753, 2754, 2765, 2766, 2789, 2790]
279;15;25;2;40;[279, 2741, 2742, 2757, 2758, 2767, 2768, 2799, 2800]
280;16;26;6;35;[280, 2831, 2832, 2851, 2852, 2863, 2864, 2877, 2878, 2891, 2892, 2919, 2920]
281;16;27;10;45;[281, 2837, 2838, 2847, 2848, 2865, 2866, 2881, 2882, 2895, 2896]
282;16;28;10;40;[282, 2833, 2834, 2849, 2850, 2861, 2862, 2875, 2876, 2897, 2898, 2903, 2904]
283;16;29;8;40;[283, 2835, 2836, 2853, 2854, 2867, 2868, 2879, 2880, 2893, 2894]
284;17;26;4;55;[284, 2941, 2942, 2953, 2954, 2969, 2970, 2987, 2988, 2997, 2998, 3047, 3048]
285;17;27;2;40;[285, 2943, 2944, 2957, 2958, 2973, 2974, 2983, 2984, 3003, 3004, 3011, 3012]
286;17;28;2;40;[286, 2939, 2940, 2959, 2960, 2967, 2968, 2985, 2986, 2999, 3000, 3065, 3066]
287;17;29;2;55;[287, 2945, 2946, 2955, 2956, 2971, 2972, 2989, 2990, 3001, 3002, 3031, 3032]
288;18;26;6;40;[288, 3087, 3088, 3097, 3098, 3115, 3116, 3129, 3130, 3177, 3178]
289;18;27;4;35;[289, 3083, 3084, 3103, 3104, 3117, 3118, 3133, 3134, 3157, 3158]
290;18;28;4;30;[290, 3085, 3086, 3099, 3100, 3113, 3114, 3127, 3128]
291;18;29;10;30;[291, 3089, 3090, 3101, 3102, 3119, 3120, 3131, 3132, 3141, 3142]
292;19;26;10;40;[292, 3197, 3198, 3215, 3216, 3231, 3232, 3247, 3248, 3257, 3258, 3269, 3270]
293;19;27;6;60;[293, 3203, 3204, 3219, 3220, 3233, 3234, 3243, 3244, 3261, 3262]
294;19;28;2;45;[294, 3199, 3200, 3213, 3214, 3229, 3230, 3245, 3246, 3263, 3264]
295;19;29;2;40;[295, 3201, 3202, 3217, 3218, 3235, 3236, 3249, 3250, 3259, 3260, 3287, 3288]
296;20;26;6;30;[296, 3305, 3306, 3323, 3324, 3339, 3340, 3351, 3352, 3383, 3384]
297;20;27;8;40;[297, 3311, 3312, 3325, 3326, 3335, 3336, 3355, 3356, 3363, 3364]
298;20;28;10;60;[298, 3307, 3308, 3321, 3322, 3337, 3338, 3349, 3350]
299;20;29;6;30;[299, 3309, 3310, 3327, 3328, 3341, 3342, 3353, 3354, 3401, 3402]
300;21;30;10;55;[300, 3425, 3426, 3443, 3444, 3455, 3456, 3475, 3476]
301;21;31;10;60;[301, 3459, 3460, 3471, 3472, 3487, 3488]
302;21;32;6;60;[302, 3423, 3424, 3437, 3438, 3469, 3470]
303;21;33;2;45;[303, 3421, 3422, 3441, 3442, 3453, 3454, 3477, 3478]
304;21;34;10;35;[304, 3419, 3420, 3445, 3446, 3457, 3458, 3521, 3522]
305;21;35;4;35;[305, 3439, 3440, 3461, 3462, 3473, 3474, 3505, 3506]
306;22;30;8;60;[306, 3547, 3548, 3563, 3564, 3577, 3578, 3597, 3598]
307;22;31;6;35;[307, 3581, 3582, 3593, 3594]
308;22;32;8;60;[308, 3541, 3542, 3561, 3562, 3591, 3592, 3625, 3626]
309;22;33;10;30;[309, 3545, 3546, 3559, 3560, 3575, 3576, 3599, 3600]
310;22;34;4;30;[310, 3549, 3550, 3557, 3558, 3579, 3580, 3641, 3642]
311;22;35;2;55;[311, 3543, 3544, 3583, 3584, 3595, 3596, 3609, 3610]
312;23;30;10;35;[312, 3667, 3668, 3687, 3688, 3703, 3704, 3717, 3718, 3729, 3730]
313;23;31;4;35;[313, 3663, 3664, 3721, 3722]
314;23;32;2;35;[314, 3661, 3662, 3681, 3682, 3701, 3702]
315;23;33;10;40;[315, 3669, 3670, 3685, 3686, 3699, 3700, 3715, 3716]
316;23;34;4;35;[316, 3689, 3690, 3697, 3698, 3719, 3720, 3747, 3748]
317;23;35;4;45;[317, 3665, 3666, 3683, 3684, 3723, 3724]
318;24;30;10;40;[318, 3773, 3774, 3789, 3790, 3807, 3808, 3823, 3824, 3853, 3854]
319;24;31;8;40;[319, 3803, 3804, 3827, 3828]
320;24;32;8;35;[320, 3767, 3768, 3787, 3788, 3801, 3802]
321;24;33;8;40;[321, 3771, 3772, 3785, 3786, 3809, 3810, 3821, 3822, 3835, 3836]
322;24;34;4;50;[322, 3775, 3776, 3783, 3784, 3825, 3826]
323;24;35;6;45;[323, 3769, 3770, 3805, 3806, 3829, 3830]
324;25;30;8;50;[324, 3879, 3880, 3893, 3894, 3913, 3914, 3933, 3934]
325;25;31;2;60;[325, 3897, 3898, 3909, 3910]
326;25;32;8;40;[326, 3877, 3878, 3907, 3908, 3927, 3928]
327;25;33;4;45;[327, 3875, 3876, 3891, 3892, 3915, 3916, 3931, 3932]
328;25;34;8;55;[328, 3873, 3874, 3895, 3896, 3935, 3936, 3957, 3958]
329;25;35;2;35;[329, 3899, 3900, 3911, 3912, 3929, 3930, 3941, 3942]
330;26;36;4;55;[330, 3983, 3984, 4001, 4002, 4017, 4018, 4031, 4032, 4099, 4100]
331;26;37;10;35;[331, 3979, 3980, 3999, 4000, 4013, 4014, 4035, 4036, 4081, 4082]
332;26;38;2;50;[332, 3977, 3978, 3997, 3998, 4019, 4020, 4029, 4030, 4065, 4066]
333;26;39;2;50;[333, 3981, 3982, 3995, 3996, 4015, 4016, 4033, 4034, 4045, 4046]
334;27;36;2;50;[334, 4119, 4120, 4131, 4132, 4149, 4150, 4167, 4168, 4189, 4190, 4233, 4234]
335;27;37;10;40;[335, 4115, 4116, 4135, 4136, 4153, 4154, 4171, 4172, 4187, 4188, 4215, 4216]
336;27;38;10;55;[336, 4121, 4122, 4137, 4138, 4151, 4152, 4165, 4166, 4185, 4186, 4199, 4200]
337;27;39;8;40;[337, 4117, 4118, 4133, 4134, 4155, 4156, 4169, 4170, 4183, 4184, 4247, 4248]
338;28;36;6;40;[338, 4273, 4274, 4285, 4286, 4307, 4308, 4321, 4322, 4343, 4344, 4373, 4374]
339;28;37;4;40;[339, 4269, 4270, 4289, 4290, 4305, 4306, 4325, 4326, 4339, 4340]
340;28;38;4;55;[340, 4275, 4276, 4287, 4288, 4303, 4304, 4319, 4320, 4337, 4338]
341;28;39;4;60;[341, 4271, 4272, 4291, 4292, 4301, 4302, 4323, 4324, 4341, 4342, 4353, 4354]
342;29;36;2;45;[342, 4395, 4396, 4409, 4410, 4431, 4432, 4443, 4444, 4461, 4462]
343;29;37;8;55;[343, 4393, 4394, 4413, 4414, 4427, 4428, 4447, 4448, 4465, 4466, 4495, 4496]
344;29;38;2;40;[344, 4391, 4392, 4407, 4408, 4425, 4426, 4449, 4450, 4463, 4464]
345;29;39;10;40;[345, 4389, 4390, 4411, 4412, 4429, 4430, 4445, 4446, 4467, 4468, 4475, 4476]
346;30;40;10;35;[346, 4519, 4520, 4537, 4538, 4545, 4546, 4569, 4570, 4587, 4588]
347;30;41;4;45;[347, 4517, 4518, 4531, 4532, 4547, 4548, 4571, 4572, 4585, 4586]
348;30;42;2;35;[348, 4515, 4516, 4535, 4536, 4549, 4550, 4565, 4566, 4583, 4584]
349;30;43;4;50;[349, 4521, 4522, 4533, 4534, 4551, 4552, 4567, 4568, 4581, 4582]
350;31;40;10;30;[350, 4597, 4598, 4605, 4606, 4629, 4630, 4647, 4648, 4657, 4658]
351;31;41;10;60;[351, 4591, 4592, 4607, 4608, 4631, 4632, 4645, 4646, 4663, 4664]
352;31;42;10;60;[352, 4595, 4596, 4609, 4610, 4625, 4626, 4643, 4644, 4659, 4660]
353;31;43;10;55;[353, 4593, 4594, 4611, 4612, 4627, 4628, 4649, 4650, 4661, 4662]
354;32;40;10;30;[354, 4671, 4672, 4685, 4686, 4711, 4712, 4723, 4724, 4733, 4734]
355;32;41;4;35;[355, 4673, 4674, 4687, 4688, 4705, 4706, 4721, 4722, 4737, 4738]
356;32;42;10;55;[356, 4667, 4668, 4689, 4690, 4709, 4710, 4719, 4720, 4735, 4736]
357;32;43;6;35;[357, 4669, 4670, 4691, 4692, 4707, 4708, 4725, 4726]
358;33;40;10;60;[358, 4741, 4742, 4765, 4766, 4781, 4782, 4801, 4802, 4807, 4808]
359;33;41;10;40;[359, 4743, 4744, 4763, 4764, 4783, 4784, 4795, 4796, 4809, 4810]
360;33;42;6;55;[360, 4745, 4746, 4761, 4762, 4777, 4778, 4799, 4800, 4811, 4812]
361;33;43;2;35;[361, 4747, 4748, 4767, 4768, 4779, 4780, 4797, 4798, 4813, 4814]
362;34;40;4;55;[362, 4821, 4822, 4837, 4838, 4851, 4852, 4877, 4878, 4889, 4890]
363;34;41;8;50;[363, 4819, 4820, 4839, 4840, 4853, 4854, 4871, 4872, 4885, 4886]
364;34;42;2;30;[364, 4817, 4818, 4833, 4834, 4855, 4856, 4875, 4876, 4883, 4884]
365;34;43;4;45;[365, 4823, 4824, 4835, 4836, 4857, 4858, 4873, 4874, 4887, 4888]
366;35;40;6;50;[366, 4899, 4900, 4911, 4912, 4927, 4928, 4941, 4942, 4961, 4962]
367;35;41;6;50;[367, 4893, 4894, 4909, 4910, 4929, 4930, 4943, 4944, 4963, 4964]
368;35;42;4;40;[368, 4897, 4898, 4907, 4908, 4923, 4924, 4945, 4946]
369;35;43;6;45;[369, 4895, 4896, 4913, 4914, 4925, 4926, 4947, 4948, 4959, 4960]
370;36;44;10;45;[370]
371;36;45;10;35;[371]
372;36;46;4;45;[372, 4975, 4976]
373;36;47;2;40;[373, 4973, 4974]
374;36;48;10;55;[374]
375;37;44;10;55;[375, 4989, 4990]
376;37;45;10;55;[376]
377;37;46;10;50;[377, 4991, 4992]
378;37;47;6;55;[378, 4987, 4988]
379;37;48;4;30;[379, 4985, 4986]
380;38;44;10;60;[380, 5001, 5002]
381;38;45;8;35;[381]
382;38;46;4;50;[382, 5003, 5004]
383;38;47;10;45;[383, 5005, 5006]
384;38;48;2;60;[384]
385;39;44;2;45;[385, 5023, 5024]
386;39;45;10;50;[386, 5017, 5018]
387;39;46;2;60;[387, 5021, 5022]
388;39;47;10;30;[388, 5019, 5020]
389;39;48;8;50;[389, 5015, 5016]
390;1;16;2;40;[390, 711, 712, 725, 726, 767, 768, 789, 790, 795, 796, 811, 812, 827, 828, 849, 850, 871, 872]
391;1;17;6;50;[391, 703, 704, 731, 732, 765, 766, 787, 788, 799, 800, 813, 814, 825, 826, 873, 874]
392;1;18;10;30;[392, 707, 708, 727, 728, 747, 748, 763, 764, 801, 802, 809, 810, 851, 852, 867, 868]
393;1;19;8;60;[393, 705, 706, 723, 724, 749, 750, 771, 772, 785, 786, 797, 798, 815, 816, 831, 832, 847, 848, 869, 870]
394;1;20;2;55;[394, 709, 710, 729, 730, 745, 746, 769, 770, 793, 794, 829, 830, 845, 846, 865, 866]
395;2;16;2;40;[395, 895, 896, 917, 918, 949, 950, 961, 962, 983, 984]
396;2;17;10;35;[396, 893, 894, 909, 910, 955, 956, 959, 960]
397;2;18;4;40;[397, 913, 914, 933, 934, 951, 952, 985, 986]
398;2;19;2;60;[398, 891, 892, 911, 912, 935, 936, 947, 948, 965, 966, 981, 982]
399;2;20;2;35;[399, 915, 916, 931, 932, 953, 954, 963, 964, 979, 980]
400;3;16;4;50;[400, 1009, 1010, 1037, 1038, 1073, 1074, 1091, 1092, 1101, 1102, 1117, 1118]
401;3;17;2;60;[401, 1015, 1016, 1029, 1030, 1071, 1072, 1089, 1090, 1105, 1106, 1115, 1116]
402;3;18;6;55;[402, 1011, 1012, 1033, 1034, 1053, 1054, 1087, 1088, 1107, 1108]
403;3;19;6;60;[403, 1007, 1008, 1031, 1032, 1055, 1056, 1069, 1070, 1095, 1096, 1103, 1104, 1121, 1122]
